"","Cond.","Rho","HetInd","a.ps","b.s","K","Nbar","postVar","Method","a.para","cp.para","b.para","beta1.para","a.bias","cp.bias","b.bias","ab.bias","beta1.bias","beta2.bias","a.Ebias","cp.Ebias","b.Ebias","ab.Ebias","beta1.Ebias","beta2.Ebias","a.empSE","cp.empSE","b.empSE","beta1.empSE","beta2.empSE","a.meanSE","cp.meanSE","b.meanSE","beta1.meanSE","beta2.meanSE","a.seRbias","cp.seRbias","b.seRbias","beta1.seRbias","beta2.seRbias","a.CoverageRate","cp.CoverageRate","b.CoverageRate","beta1.CoverageRate","beta2.CoverageRate","ab.CoverageRate","a.power","a.typeIerror","cp.power","cp.typeIerror","b.power","b.typeIerror","beta1.power","beta1.typeIerror","beta2.power","beta2.typeIerror","ab.power","ab.typeIerror","ConvergenceRate","posDefRate"
"63","Cond63","0.9","1","0.6","0","5","120","1.5","CSMMA","0.3","0.3","0","0.1","-0.000102343717414477","-0.00813003348595047","-0.00230420527093015","-0.00209029766574494","0.000678055396459323","-0.00328446325430603","-0.000170572862357443","-0.0135500558099174","-0.00230420527093015","-0.00209029766574494","0.00678055396459321","-0.0328446325430602","0.0532606008798958","0.0462013689988898","0.0586461041396","0.0727550894383259","0.0709008600229298","0.0500696281880691","0.050067152187106","0.0573361299442899","0.0605087878820538","0.0664033593577438","-0.0599124425768761","0.0836724814000427","-0.0223369346443174","-0.168322266535776","-0.0634336545950424","0.939629990262902","0.953261927945472","0.939629990262902","0.933787731256086","0.947419668938656","1","0.992210321324245",NA,"1",NA,NA,"0.0603700097370983","0.526777020447907",NA,"0.407010710808179",NA,NA,"0.0457643622200584","1","0.2054"
"64","Cond64","0.9","1","0.6","0.3","5","120","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00280025576168166","-0.00518760980989724","-0.00110173639170108","-0.00216107200802115","-0.00128179796661641","0.000988353406817381","-0.00466709293613606","-0.00864601634982864","-0.0036724546390036","-0.0120059556001175","-0.0128179796661641","0.00988353406817383","0.0513813234339526","0.0458741396428401","0.0529905894598219","0.0653522383979158","0.0707810542066364","0.0497710300665101","0.0463283338208984","0.0514112698620451","0.0616809005467817","0.0588541455933235","-0.0313400523735533","0.00990087621467078","-0.0298037748565561","-0.0561776909427347","-0.168504252260694","0.947706422018349","0.935779816513762","0.927522935779816","0.955045871559633","0.939449541284404","0.999082568807339","0.991743119266055",NA,"1",NA,"0.988073394495413",NA,"0.490825688073394",NA,"0.53302752293578",NA,"0.975229357798165",NA,"1","0.218"
"65","Cond65","0.45","1","0","0","10","80","1.5","CSMMA","0","0.3","0","0.1","-0.0007197729984683","-0.00817542469558416","0.000236376829989879","-0.000171642490063751","-0.00236192665146328","-0.00291864884868828","-0.0007197729984683","-0.0136257078259736","0.000236376829989879","-0.000171642490063751","-0.0236192665146327","-0.0291864884868828","0.0423757061542838","0.0354394399628373","0.0402747360958518","0.046920360777543","0.0447878239715395","0.0418772998553876","0.0379809825461405","0.0408578159259513","0.0451026251467714","0.0445756121438973","-0.0117616045637469","0.0717150887815472","0.0144775580580288","-0.0387408707147377","-0.0047381589196426","0.939859245041587","0.953294945617402","0.950095969289827","0.941778630838132","0.948176583493282","1",NA,"0.0601407549584133","1",NA,NA,"0.0499040307101727","0.622520793346129",NA,"0.63915547024952",NA,NA,"0","1","0.3126"
"66","Cond66","0.45","1","0","0.3","10","80","1.5","CSMMA","0","0.3","0.3","0.1","0.000987933810592612","-0.0103902389695476","-0.00161478950055243","7.45135924882595e-05","-0.00173259520867971","-0.00041677732256843","0.000987933810592612","-0.017317064949246","-0.00538263166850813","7.45135924882595e-05","-0.0173259520867972","-0.00416777322568423","0.0413703734116864","0.0350381582865164","0.0373842558049444","0.0475800783647645","0.0428251856173481","0.0413299433099141","0.0367175513937611","0.0376597387191695","0.0448070382170402","0.0410891985635723","-0.000977271859985696","0.0479304047179607","0.00736895541434283","-0.0582815380518153","-0.040536591464827","0.951338199513382","0.949513381995134","0.948296836982968","0.944647201946472","0.941605839416058","0.999391727493917",NA,"0.048661800486618","1",NA,"1",NA,"0.637469586374696",NA,"0.691605839416058",NA,NA,"0.041970802919708","1","0.3288"
"67","Cond67","0.45","1","0.6","0","10","80","1.5","CSMMA","0.3","0.3","0","0.1","-0.00816492388960673","-0.0109536401604026","0.00084473999244024","0.000343146538734722","-4.32048550419967e-05","-0.000727316532380174","-0.0136082064826779","-0.0182560669340043","0.00084473999244024","0.000343146538734722","-0.000432048550420006","-0.00727316532380173","0.037262631668211","0.0377846978661591","0.0423295258751261","0.0423314461366959","0.0450390297670818","0.0385756259496915","0.0404810565311944","0.0437112211693448","0.0418191503082357","0.0448758873751462","0.0352362198454347","0.0713611281102805","0.0326414072837659","-0.0121020157640232","-0.0036222448125385","0.946649316851009","0.961613532856213","0.94925178919974","0.955757970071568","0.951854261548471","1","0.999349381912817",NA,"1",NA,NA,"0.0507482108002602","0.702016916070267",NA,"0.646063760572544",NA,NA,"0.044242029928432","1","0.3074"
"68","Cond68","0.45","1","0.6","0.3","10","80","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00724386641650018","-0.00155837717225893","-0.00116542357536258","-0.00300296704361921","-0.00281204004326806","-0.000199061692613204","-0.012073110694167","-0.00259729528709822","-0.00388474525120863","-0.016683150242329","-0.0281204004326806","-0.00199061692613203","0.0377777451387612","0.0365130824317978","0.0380170009614929","0.0432535746560534","0.0383718060764081","0.0383916405685334","0.037475847876337","0.0388745884974801","0.0418202698101836","0.0385236301114996","0.0162501871807677","0.026367684687741","0.0225580007443472","-0.0331372576085841","0.0039566559569595","0.945229681978799","0.950530035335689","0.948763250883392","0.94640753828033","0.953474676089517","1","1",NA,"1",NA,"0.999411071849234",NA,"0.667255594817432",NA,"0.740871613663133",NA,"0.999411071849234",NA,"1","0.3396"
"69","Cond69","0.9","1","0","0","10","80","1.5","CSMMA","0","0.3","0","0.1","-0.00676357932118513","-0.00892262257400603","-0.000132019694316814","-5.08081982373844e-05","-0.00218491152039973","-1.35136719805021e-05","-0.00676357932118513","-0.0148710376233433","-0.000132019694316814","-5.08081982373844e-05","-0.0218491152039973","-0.000135136719805057","0.041160187670365","0.0357944929666327","0.0410828081974961","0.0458871987567429","0.0471651326024778","0.0421549447491661","0.0377858229553295","0.0412309494604103","0.0462648430993157","0.0457604442888619","0.0241679432262966","0.0556323004925099","0.00360591861690844","0.00822984084460501","-0.0297823463246672","0.948068397720076","0.955034832172261","0.946168461051298","0.954401519949335","0.945535148828372","1",NA,"0.051931602279924","1",NA,NA,"0.0538315389487017","0.6136795440152",NA,"0.637112096263458",NA,NA,"0","1","0.3158"
"70","Cond70","0.9","1","0","0.3","10","80","1.5","CSMMA","0","0.3","0.3","0.1","0.00240673573924619","-0.00923748117022787","-0.00375037214370783","0.000304775941510244","-0.00209798028477425","-0.0017594356636147","0.00240673573924619","-0.0153958019503797","-0.0125012404790261","0.000304775941510244","-0.0209798028477426","-0.0175943566361469","0.0412958987163833","0.0332082289253568","0.0374982499127439","0.0459005472142259","0.0418076645760892","0.0417931636718843","0.0365916697453546","0.0379531504224616","0.045477816558022","0.0416720927725413","0.0120415094708591","0.101885614785506","0.0121312464121995","-0.00920970842092392","-0.00324274998191249","0.947847180109157","0.963007883565797","0.942389326864767","0.952698605215282","0.952092177077016","1",NA,"0.0521528198908429","1",NA,"1",NA,"0.624014554275318",NA,"0.684050939963614",NA,NA,"0.0412371134020619","1","0.3298"
"71","Cond71","0.9","1","0.6","0","10","80","1.5","CSMMA","0.3","0.3","0","0.1","-0.0104338551992199","-0.00798260965726948","0.00130702461149022","0.000600716297094525","-0.000834956746920037","-0.00202169391621031","-0.0173897586653665","-0.0133043494287825","0.00130702461149022","0.000600716297094525","-0.00834956746920038","-0.0202169391621031","0.0382239288818223","0.0373682984244421","0.0426965392862675","0.0415755727019195","0.0443366666062844","0.0384771061304751","0.0405199405481032","0.0437570808459711","0.041765119266667","0.0451544434365661","0.00662352761892998","0.0843399955722805","0.0248390520035597","0.00455908487674962","0.0184447071211646","0.944990176817289","0.952848722986248","0.947609692206942","0.9554682383759","0.952193844138834","0.999345121152587","1",NA,"1",NA,NA,"0.0523903077930583","0.688932547478716",NA,"0.614276358873608",NA,NA,"0.0451866404715128","1","0.3054"
"72","Cond72","0.9","1","0.6","0.3","10","80","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00780230023648043","-0.00368377661271492","-0.00149468362809976","-0.00334933671427068","0.00016572492545066","-0.00149311915060459","-0.0130038337274674","-0.00613962768785818","-0.00498227876033245","-0.0186074261903927","0.00165724925450667","-0.0149311915060459","0.0389874419124817","0.0359940275232427","0.0388583187972477","0.043392525077745","0.0410183836885474","0.0387278736904713","0.0375731743016758","0.0389786627119794","0.0426329671230721","0.0390494401884363","-0.00665773924314034","0.0438724668255996","0.00309699231610177","-0.0175043501919273","-0.0480014891630382","0.939609236234458","0.950266429840142","0.944345766725873","0.9449378330373","0.940201302545885","0.999407933688573","1",NA,"1",NA,"1",NA,"0.690349319123742",NA,"0.725873297809355",NA,"1",NA,"1","0.3378"
"73","Cond73","0.45","1","0","0","10","120","1.5","CSMMA","0","0.3","0","0.1","-0.00290480466902447","-0.00505869715401031","0.000505073196161204","-8.72794390494347e-05","-0.000379598481461213","-0.00166119330068871","-0.00290480466902447","-0.00843116192335051","0.000505073196161204","-8.72794390494347e-05","-0.00379598481461213","-0.0166119330068872","0.0350338400795882","0.0309940624207834","0.0346098021899528","0.0389779963622109","0.037815403574811","0.0349278173057392","0.0317191806341411","0.0342435805455838","0.0378732652584197","0.0375979279234441","-0.00302629610708214","0.0233953911401891","-0.0105814428628942","-0.0283424292394411","-0.00575098057426878","0.944864864864865","0.948108108108108","0.941081081081081","0.937837837837838","0.953513513513514","1",NA,"0.0551351351351351","1",NA,NA,"0.0589189189189189","0.751351351351351",NA,"0.742702702702703",NA,NA,"0","1","0.37"
"74","Cond74","0.45","1","0","0.3","10","120","1.5","CSMMA","0","0.3","0.3","0.1","0.000705346020207729","-0.00524602572370865","-0.00351421629433432","-9.84759062480751e-06","-0.00317716909721388","-0.000115956814589646","0.000705346020207729","-0.00874337620618115","-0.0117140543144478","-9.84759062480751e-06","-0.0317716909721388","-0.00115956814589646","0.0350748675645752","0.0300462828643484","0.0319598598160367","0.0393325877669927","0.0366875696889763","0.0346124259561355","0.0308322881972277","0.0316651130606046","0.0377331731009602","0.0348828850377051","-0.0131844149543351","0.0261598193835784","-0.00922240451393605","-0.0406638555161295","-0.0491906295939096","0.938210578348987","0.947108255066733","0.939199209095403","0.93475037073653","0.931290163124073","0.999505684626792",NA,"0.0617894216510133","1",NA,"1",NA,"0.734552644587247",NA,"0.791398912506179",NA,NA,"0.055363321799308","1","0.4046"
"75","Cond75","0.45","1","0.6","0","10","120","1.5","CSMMA","0.3","0.3","0","0.1","-0.00319936021024855","-0.00551164888285483","-0.0012134158206198","-0.000921865024940313","-0.00175503391369956","0.00155096935345232","-0.00533226701708097","-0.00918608147142471","-0.0012134158206198","-0.000921865024940313","-0.0175503391369956","0.0155096935345232","0.0326736919553412","0.0336179350431361","0.0369121227877112","0.0359374240058274","0.0377846033952383","0.0321647217495787","0.0340562844167633","0.0365114916892359","0.0351319654100749","0.037688958129931","-0.0155773705174822","0.0130391522580057","-0.0108536455835789","-0.0224128083198712","-0.00253132907885339","0.939018344075359","0.941001487357462","0.939018344075359","0.938026772434308","0.954883490332176","1","1",NA,"1",NA,NA,"0.0609816559246406","0.782845810609817",NA,"0.777392166584036",NA,NA,"0.0560237977193852","1","0.4034"
"76","Cond76","0.45","1","0.6","0.3","10","120","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00233767021997178","-0.00629486661340091","0.000203958524575873","-0.000729123744582306","-0.001628913394763","0.00142052540036897","-0.00389611703328629","-0.0104914443556683","0.000679861748586289","-0.00405068746990173","-0.01628913394763","0.0142052540036897","0.0321629513832472","0.0325463647343521","0.0334519224752157","0.0359784231379835","0.0344288588862835","0.0322597058594734","0.0320138335928374","0.0327904263650177","0.0347801026772275","0.0321974027595311","0.00300825863501224","-0.0163622311081832","-0.019774531962643","-0.0333066420437649","-0.0648135372166329","0.94851869839728","0.929577464788732","0.930548810101991","0.944147644487615","0.932977173385138","0.999514327343371","1",NA,"1",NA,"1",NA,"0.790675084992715",NA,"0.848470131131617",NA,"1",NA,"1","0.4118"
"77","Cond77","0.9","1","0","0","10","120","1.5","CSMMA","0","0.3","0","0.1","-0.000537305325666426","-0.00396203316527592","-0.00118043187231355","-0.000227494051972885","-0.00162934694353343","0.000646394910520918","-0.000537305325666426","-0.00660338860879313","-0.00118043187231355","-0.000227494051972885","-0.0162934694353344","0.00646394910520917","0.0361499551376983","0.0307937013548252","0.0342026412773647","0.040101853159418","0.0382059904590072","0.0350447213838216","0.031779293442729","0.034624206651019","0.0384295164585932","0.0383650277549926","-0.0305735857670289","0.0320062884466917","0.0123255210097867","-0.0417022299238076","0.00416262722349911","0.933471933471933","0.948544698544699","0.945426195426195","0.936070686070686","0.953742203742204","1",NA,"0.0665280665280665","1",NA,NA,"0.0545738045738046","0.728170478170478",NA,"0.762474012474012",NA,NA,"0","1","0.3848"
"78","Cond78","0.9","1","0","0.3","10","120","1.5","CSMMA","0","0.3","0.3","0.1","-0.001066020167419","-0.00596396832992003","-0.00179275456065755","-0.000531475656236874","-0.00108357317634601","-0.000481075718872673","-0.001066020167419","-0.00993994721653346","-0.00597584853552509","-0.000531475656236874","-0.0108357317634601","-0.00481075718872667","0.0346366936606654","0.0296831744398135","0.0327010626731249","0.0384969916308137","0.0359668711892679","0.0349293394815931","0.0307449969352978","0.0317976562257423","0.0380101211940366","0.0349362207888652","0.00844901143840946","0.0357718645503147","-0.0276262106957483","-0.012646973598512","-0.0286555479062707","0.9465","0.946","0.9405","0.95","0.941","1",NA,"0.0535","1",NA,"1",NA,"0.733",NA,"0.805",NA,NA,"0.0465","1","0.4"
"79","Cond79","0.9","1","0.6","0","10","120","1.5","CSMMA","0.3","0.3","0","0.1","-0.00433984673253507","-0.0072907071476032","0.000582064128490209","0.000215243450243373","-0.00212554831063494","5.42011311857328e-05","-0.00723307788755845","-0.0121511785793386","0.000582064128490209","0.000215243450243373","-0.0212554831063494","0.000542011311857327","0.0323128771176058","0.0335388881718039","0.0366789707582258","0.0359613406788572","0.0388299510088784","0.0320473829647704","0.0340358247036291","0.036420015656687","0.0347550411313846","0.037234974349316","-0.00821635757995373","0.0148167264603303","-0.00706004274890283","-0.0335443430278385","-0.0410759379839976","0.938875305623472","0.946210268948655","0.945721271393643","0.940342298288509","0.94718826405868","1","1",NA,"1",NA,NA,"0.054278728606357","0.794621026894866",NA,"0.766259168704156",NA,NA,"0.0488997555012225","1","0.409"
"80","Cond80","0.9","1","0.6","0.3","10","120","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.0041263976758008","-0.00554327934399557","-0.000746621075754998","-0.00182528316581719","0.000252423852335253","0.000806561466151399","-0.00687732945966801","-0.00923879890665928","-0.00248873691918339","-0.0101404620323176","0.0025242385233526","0.00806561466151393","0.032781304158849","0.0322656443288117","0.0338936743523165","0.0372083453885999","0.0336887495113668","0.0323789741766668","0.0320123960349865","0.0330406312120671","0.0355035774747557","0.0330092327515356","-0.0122731536314906","-0.00784885283071997","-0.0251682107812287","-0.0458168159868389","-0.0201704358186994","0.940934065934066","0.941391941391941","0.932692307692308","0.941849816849817","0.94459706959707","0.997710622710623","1",NA,"1",NA,"1",NA,"0.806776556776557",NA,"0.843864468864469",NA,"1",NA,"1","0.4368"
"81","Cond81","0.45","1","0","0","30","80","1.5","CSMMA","0","0.3","0","0.1","0.00094379385357891","-0.00464905331793597","0.000615369831324328","-7.30284524413226e-05","-0.000783006482179221","-0.00017112502322385","0.00094379385357891","-0.00774842219655995","0.000615369831324328","-7.30284524413226e-05","-0.00783006482179216","-0.00171125023223848","0.0224208663304725","0.0206249615518408","0.0215821811391396","0.0232521057667324","0.0223764990382015","0.0227039929684913","0.0210933667759264","0.022119682468675","0.0233158948055097","0.0230138237364524","0.0126278188293742","0.0227105986553358","0.0249048660128533","0.00274336610272025","0.028481877221402","0.95021645021645","0.952020202020202","0.950937950937951","0.948773448773449","0.956349206349206","1",NA,"0.0497835497835498","1",NA,NA,"0.0490620490620491","0.981601731601732",NA,"0.985209235209235",NA,NA,"0","1","0.5544"
"82","Cond82","0.45","1","0","0.3","30","80","1.5","CSMMA","0","0.3","0.3","0.1","0.000719843224746999","-0.00664075616599289","-0.00232620756407917","0.000137169140839454","-0.00103415459823794","1.70617050046289e-06","0.000719843224746999","-0.0110679269433215","-0.00775402521359732","0.000137169140839454","-0.0103415459823794","1.70617050046507e-05","0.0224777521312371","0.0199792255808866","0.0205056695492003","0.0232438403228521","0.0213222889311968","0.0227000626698171","0.0204684164133945","0.0205704059281842","0.0231268963754244","0.0211772141227939","0.00989024780067137","0.0244849746816946","0.00315699903524518","-0.00503118012356423","-0.00680390406822943","0.945644834571236","0.946657663740716","0.947332883187036","0.948345712356516","0.955097906819716","1",NA,"0.0543551654287643","1",NA,"1",NA,"0.978392977717758",NA,"0.992234976367319",NA,NA,"0.0519918973666442","1","0.5924"
"83","Cond83","0.45","1","0.6","0","30","80","1.5","CSMMA","0.3","0.3","0","0.1","-0.00487122167610787","-0.00628631365720501","0.000534984032901048","0.000276544952282182","-0.00088845882488213","-0.000697750974284812","-0.00811870279351312","-0.010477189428675","0.000534984032901048","0.000276544952282182","-0.0088845882488213","-0.00697750974284816","0.0207877022485372","0.0218191137409644","0.023915861272157","0.0215324823005515","0.0225457985749314","0.0208296107046753","0.0225878520852029","0.0235160878999049","0.0213174452895546","0.0228028828051565","0.00201602157068511","0.0352323358943383","-0.0167158258572705","-0.00998663358898582","0.0114027555675454","0.947294448348559","0.95572733661279","0.94378074490513","0.948348559381588","0.954321855235418","0.999297259311314","1",NA,"1",NA,NA,"0.05621925509487","0.991215741391427",NA,"0.985242445537597",NA,NA,"0.0541110330288124","1","0.5692"
"84","Cond84","0.45","1","0.6","0.3","30","80","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00641148198146405","-0.00403866125816089","-0.000807444792718222","-0.00249344403197715","-0.00115274362406413","-0.000240763171197128","-0.01068580330244","-0.0067311020969348","-0.00269148264239405","-0.0138524668443175","-0.0115274362406413","-0.00240763171197131","0.0212636263375638","0.0209353152769035","0.0211962620829448","0.0210798508735968","0.0194221994011979","0.0210501196560793","0.0211129157671732","0.0212128699236914","0.0214926900095624","0.0195968511080717","-0.0100409346032974","0.00848329666501628","0.000783526863444913","0.0195845377864008","0.00899237533639265","0.938813931597113","0.954816441794791","0.941637903984939","0.951051145277691","0.94916849701914","1","1",NA,"1",NA,"1",NA,"0.991528082836523",NA,"0.995920928773141",NA,"1",NA,"1","0.6374"
"85","Cond85","0.9","1","0","0","30","80","1.5","CSMMA","0","0.3","0","0.1","-3.78873684263329e-05","-0.00422959373318928","0.000753246461188542","-6.96812174486941e-05","-0.000390738617469004","-0.000578190665294249","-3.78873684263329e-05","-0.00704932288864886","0.000753246461188542","-6.96812174486941e-05","-0.00390738617469008","-0.00578190665294243","0.0231474967665434","0.0203340333508393","0.0223716982329966","0.0233826443025148","0.0232348355323629","0.022771032469405","0.0211762796344483","0.022328767115986","0.0234027221597394","0.0232514846909722","-0.0162637152922099","0.0414205223861413","-0.00191899231625142","0.000858664955292479","0.000716560209177683","0.947536334633109","0.957107408720312","0.951081176887628","0.95143566111308","0.946472881956753","1",NA,"0.0524636653668912","1",NA,NA,"0.0489188231123715","0.980503367600142",NA,"0.98014888337469",NA,NA,"0.000354484225451967","1","0.5642"
"86","Cond86","0.9","1","0","0.3","30","80","1.5","CSMMA","0","0.3","0.3","0.1","6.03666088027069e-05","-0.00653048265825878","-0.00129726419315833","-5.79711477922827e-05","-0.00148899802730196","0.000100519594000971","6.03666088027069e-05","-0.0108841377637646","-0.00432421397719448","-5.79711477922827e-05","-0.0148899802730196","0.00100519594000967","0.0223513786406027","0.0199870966221143","0.0204794391758979","0.0233167163680953","0.0210129342461142","0.0226915041311258","0.0204691008948817","0.0206236998645309","0.0230749337663131","0.0212225095674633","0.0152172040925119","0.0241157723845732","0.0070441718346869","-0.0103694962002886","0.0099736342813657","0.955628058727569","0.94747145187602","0.945513866231648","0.947797716150082","0.954323001631321","0.999673735725938",NA,"0.0443719412724307","1",NA,"1",NA,"0.977161500815661",NA,"0.991190864600326",NA,NA,"0.0430668841761827","1","0.613"
"87","Cond87","0.9","1","0.6","0","30","80","1.5","CSMMA","0.3","0.3","0","0.1","-0.00475171501680042","-0.00721345258934908","0.00120059686416363","0.000629711088448676","-0.00068251658627066","-0.000274142546021925","-0.00791952502800064","-0.0120224209822484","0.00120059686416363","0.000629711088448676","-0.00682516586270665","-0.00274142546021927","0.0209059403759113","0.0220804208257243","0.0241236985809815","0.0209837075657638","0.023017915297956","0.020877100512093","0.0226033383354601","0.0236991053935643","0.0214326048652429","0.023022419939211","-0.00137950569549833","0.0236824068645722","-0.0176006670781372","0.0213926589508661","0.000195701530599376","0.944920844327177","0.951187335092348","0.936675461741425","0.956134564643799","0.949538258575198","1","1",NA,"1",NA,NA,"0.0633245382585752","0.990435356200528",NA,"0.979551451187335",NA,NA,"0.0596965699208443","1","0.6064"
"88","Cond88","0.9","1","0.6","0.3","30","80","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00565344186768774","-0.00411977713922559","-0.000383654385055703","-0.00194318537194398","-0.00148543162632122","0.000658006727123829","-0.0094224031128128","-0.0068662952320427","-0.00127884795018574","-0.0107954742885777","-0.0148543162632121","0.00658006727123836","0.0204720914605121","0.0212149993931278","0.0218772868289876","0.0212374116017418","0.0198800328712542","0.0209714860981808","0.0210946787850541","0.021310536940407","0.0215237889915033","0.0197441897063858","0.0243939237293873","-0.00567148769811624","-0.0259058581171795","0.0134845712430442","-0.00683314588804816","0.953560371517028","0.943653250773994","0.941486068111455","0.954489164086687","0.948606811145511","0.998761609907121","1",NA,"1",NA,"1",NA,"0.989473684210526",NA,"0.995665634674923",NA,"1",NA,"1","0.646"
"89","Cond89","0.45","1","0","0","30","120","1.5","CSMMA","0","0.3","0","0.1","-0.000262100120747773","-0.00377547644479424","0.000359731643963848","-4.16673149562859e-05","-0.00114051496094071","2.50035174230517e-05","-0.000262100120747773","-0.00629246074132376","0.000359731643963848","-4.16673149562859e-05","-0.0114051496094071","0.000250035174230584","0.0193742033988694","0.017797186057145","0.0186837451137826","0.0197832369602178","0.0195412883208251","0.0191178770011339","0.0177889631948184","0.0186538913636222","0.0196041726636489","0.0193888040971316","-0.013230293522701","-0.00046203159871133","-0.00159784614800275","-0.00905131434906365","-0.00780318171401907","0.942608695652174","0.947826086956522","0.940289855072464","0.94231884057971","0.947536231884058","1",NA,"0.0573913043478261","1",NA,NA,"0.0597101449275362","0.994202898550725",NA,"0.997971014492754",NA,NA,"0.000289855072463768","1","0.69"
"90","Cond90","0.45","1","0","0.3","30","120","1.5","CSMMA","0","0.3","0.3","0.1","-0.000704256394180239","-0.00329121389476403","-0.00185757698056819","-0.000270268034049355","-0.00115620606628812","-0.000181216447641619","-0.000704256394180239","-0.00548535649127343","-0.0061919232685607","-0.000270268034049355","-0.0115620606628812","-0.00181216447641616","0.0192634114934742","0.0172421871684493","0.0179493802054522","0.0199116318090061","0.0180216588189168","0.0190937122086877","0.0173121759557156","0.0172801983355377","0.0194360029281075","0.017820658028079","-0.00880940973741697","0.00405915946640568","-0.0372816143095177","-0.0238869865343487","-0.0111532902080508","0.947325327510917","0.944596069868996","0.9375","0.942958515283843","0.94132096069869","0.999727074235808",NA,"0.052674672489083","1",NA,"1",NA,"0.995087336244541",NA,"0.997543668122271",NA,NA,"0.0515829694323144","1","0.7328"
"91","Cond91","0.45","1","0.6","0","30","120","1.5","CSMMA","0.3","0.3","0","0.1","-0.00398824930475436","-0.00371907190535168","0.000915080828900338","0.000494630262414511","-2.22447974236159e-05","-0.000626742423619734","-0.00664708217459065","-0.00619845317558617","0.000915080828900338","0.000494630262414511","-0.000222447974236178","-0.00626742423619736","0.017953369918807","0.0188230062263027","0.0199888368043821","0.0183336472234337","0.0192246165271913","0.0175671775312178","0.0191548914294366","0.0198415359597169","0.0180500700735871","0.0191997951421802","-0.0215108578130897","0.0176318914812907","-0.00736915539942373","-0.015467579712351","-0.00129112510390054","0.940558473873376","0.947746751451479","0.941387890517003","0.942493779375173","0.948852640309649","0.999447055570915","1",NA,"1",NA,NA,"0.058612109482997","0.997511750069118",NA,"0.995852916781863",NA,NA,"0.0569532761957423","1","0.7234"
"92","Cond92","0.45","1","0.6","0.3","30","120","1.5","CSMMA","0.3","0.3","0.3","0.1","-0.00401305093681704","-0.00328601185567658","-0.000521406720562003","-0.00155508248910039","-0.000203956669731366","0.000126734864865501","-0.00668841822802839","-0.00547668642612761","-0.00173802240187334","-0.0086393471616688","-0.00203956669731373","0.00126734864865502","0.0180070514365643","0.0184164336431633","0.0184744444563349","0.0180228127657665","0.0166540035836644","0.0176148961545674","0.018009999186096","0.0180591645912885","0.017937973932009","0.0165907230018649","-0.0217778731503239","-0.0220691185352365","-0.022478611794138","-0.00470730262029812","-0.00379972187958445","0.935237123916369","0.938806731259561","0.939826619071902","0.949260581336053","0.94518103008669","0.999745028046915","1",NA,"1",NA,"1",NA,"0.998980112187659",NA,"1",NA,"1",NA,"1","0.7844"
"93","Cond93","0.9","1","0","0","30","120","1.5","CSMMA","0","0.3","0","0.1","-0.00112636359139236","-0.00245875163249255","-0.000225004685389364","-4.95772865755952e-05","-6.38456048111659e-05","-0.000310155291823626","-0.00112636359139236","-0.00409791938748757","-0.000225004685389364","-4.95772865755952e-05","-0.000638456048111663","-0.00310155291823627","0.0192904295114067","0.0175871475521108","0.0189177814869843","0.0195322571146569","0.0193336196634883","0.0190762019183577","0.0178377399479277","0.0187013903553619","0.0195542857989128","0.0194316357080027","-0.0111053822270929","0.0142486093935573","-0.0114385046561189","0.00112781047917552","0.00506972032244411","0.949696444058977","0.946805435096849","0.946516334200636","0.94593813240821","0.951431049436253","1",NA,"0.0503035559410234","1",NA,NA,"0.053483665799364","0.996241688349234",NA,"0.997398091934085",NA,NA,"0.000289100896212778","1","0.6918"
"94","Cond94","0.9","1","0","0.3","30","120","1.5","CSMMA","0","0.3","0.3","0.1","-0.00119651572784769","-0.0030065969582509","-0.00147422853871289","-0.000419482587828447","-0.00036448939488749","-0.000107723708415661","-0.00119651572784769","-0.00501099493041816","-0.00491409512904291","-0.000419482587828447","-0.00364489394887493","-0.00107723708415663","0.0193041320214119","0.0172630742644071","0.0179453928309167","0.0199141696608095","0.0183518668442738","0.0190164175519492","0.0173500834630477","0.0174869841689364","0.019367718619614","0.0180553347370471","-0.0149042945387849","0.00504019141132821","-0.0255446434803324","-0.0274403126267868","-0.0161581440048021","0.943711284675465","0.946404524643146","0.940748720711015","0.944249932669001","0.949367088607595","1",NA,"0.0562887153245354","1",NA,"1",NA,"0.995960140048478",NA,"0.997845408025855",NA,NA,"0.0541341233503905","1","0.7426"
