,Cond.,Rho12,a.p.cs,b.s,cp.p.cs,K,beta,postVar,Method,a.para,cp.para,b.para,beta.para,a.bias,cp.bias,b.bias,ab.bias,beta.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta.Ebias,a.empSE,cp.empSE,b.empSE,beta.empSE,a.meanSE,cp.meanSE,b.meanSE,beta.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta.power,beta.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
105,Cond105,0.9,0,0,0,5,0,1.5,1,0,0,0,0,-0.002789921,0.003873123,-0.00155895,0.000256977,-0.002961342,-0.002789921,0.003873123,-0.00155895,0.000256977,-0.002961342,0.065834653,0.082188842,0.068557264,0.108681113,0.065352309,0.07214582,0.066014656,0.086743836,-0.007326605,-0.12219447,-0.037087361,-0.201849948,0.925415677,0.906413302,0.923990499,0.911638955,1,NA,0.074584323,NA,0.093586698,NA,0.076009501,NA,0.088361045,NA,0.000950119,1,0.421
106,Cond106,0.9,0,0,0.6,5,0,1.5,1,0,0.3,0,0,-0.000598116,-0.011456389,0.002068184,-0.001561595,-0.00145141,-0.000598116,-0.019093982,0.002068184,-0.001561595,-0.00145141,0.067462193,0.079250315,0.068994804,0.101499769,0.065200317,0.068852618,0.064937228,0.082057492,-0.033528047,-0.131200695,-0.058809879,-0.191549962,0.911946692,0.906235126,0.90671109,0.905283198,1,NA,0.088053308,0.947168015,NA,NA,0.09328891,NA,0.094716802,NA,0.001427891,1,0.4202
107,Cond107,0.9,0,0.3,0,5,0,1.5,1,0,0,0.3,0,0.001844711,-0.00313852,-0.002424421,0.000332722,0.002085344,0.001844711,-0.00313852,-0.008081402,0.000332722,0.002085344,0.067310843,0.086187096,0.06519353,0.104572946,0.065699973,0.070367807,0.062302721,0.083068165,-0.023931814,-0.183545908,-0.044341958,-0.205643824,0.919634264,0.902791145,0.91385948,0.902309913,1,NA,0.080365736,NA,0.097208855,0.986044273,NA,NA,0.097690087,NA,0.049566891,1,0.4156
108,Cond108,0.9,0,0.3,0.6,5,0,1.5,1,0,0.3,0.3,0,0.002109486,-0.010029147,-0.003444683,-0.000742031,-0.000721072,0.002109486,-0.016715245,-0.011482278,-0.000742031,-0.000721072,0.067118987,0.076411798,0.066765045,0.09574596,0.065689071,0.066473903,0.061839646,0.077784648,-0.021304192,-0.130057074,-0.07377212,-0.187593418,0.922182469,0.899373882,0.898479428,0.901610018,1,NA,0.077817531,0.958407871,NA,0.986135957,NA,NA,0.098389982,NA,0.053667263,1,0.4472
109,Cond109,0.9,0.6,0,0,5,0,1.5,1,0.3,0,0,0,-0.015063295,-0.00411042,-0.000796244,-2.05E-05,0.004501866,-0.025105492,-0.00411042,-0.000796244,-2.05E-05,0.004501866,0.064573264,0.091584786,0.073906538,0.110534366,0.062078254,0.077695108,0.071368247,0.085962625,-0.03863843,-0.151659234,-0.034344619,-0.222299561,0.914313535,0.894839338,0.909444985,0.902142162,1,0.983446933,NA,NA,0.105160662,NA,0.090555015,NA,0.097857838,NA,0.053554041,1,0.4108
110,Cond110,0.9,0.6,0,0.6,5,0,1.5,1,0.3,0.3,0,0,-0.009635304,-0.007743393,-0.00035897,-0.001720928,-0.003090659,-0.01605884,-0.012905655,-0.00035897,-0.001720928,-0.003090659,0.064493758,0.083661978,0.074188511,0.098843824,0.061102712,0.073109761,0.071379769,0.080662892,-0.052579438,-0.12612919,-0.037859524,-0.183935948,0.907894737,0.903357532,0.91969147,0.912885662,1,0.986388385,NA,0.938747731,NA,NA,0.08030853,NA,0.087114338,NA,0.054446461,1,0.4408
111,Cond111,0.9,0.6,0.3,0,5,0,1.5,1,0.3,0,0.3,0,-0.006782017,0.000472756,-0.001645549,-0.002414158,0.000845904,-0.011303361,0.000472756,-0.005485165,-0.013411991,0.000845904,0.062147685,0.08430057,0.070912402,0.095996527,0.061059538,0.076628163,0.068356491,0.083863407,-0.017509047,-0.091012513,-0.036043205,-0.126391243,0.922361692,0.90376569,0.914458391,0.919107392,0.994886099,0.992561599,NA,NA,0.09623431,0.971641097,NA,NA,0.080892608,0.930264993,NA,1,0.4302
112,Cond112,0.9,0.6,0.3,0.6,5,0,1.5,1,0.3,0.3,0.3,0,-0.007858328,-0.004382542,0.000220416,-0.002925871,0.000502498,-0.013097214,-0.007304236,0.000734719,-0.01625484,0.000502498,0.064861318,0.078472278,0.070014417,0.093176539,0.060920394,0.068871754,0.064969584,0.074812176,-0.060759235,-0.122342869,-0.072054199,-0.197092132,0.910782241,0.897674419,0.906131078,0.898942918,0.996617336,0.985623679,NA,0.951374207,NA,0.979281184,NA,NA,0.101057082,0.960676533,NA,1,0.473
113,Cond113,0.45,0,0,0,5,0.1,1.5,1,0,0,0,0.1,0.003863432,0.001975079,-0.00106441,-0.000427125,0.001738025,0.003863432,0.001975079,-0.00106441,-0.000427125,0.017380252,0.065717948,0.079591949,0.066933039,0.101555588,0.065331948,0.070796885,0.065799381,0.083594076,-0.005873578,-0.110501939,-0.016937208,-0.176863842,0.930083703,0.903003447,0.921713442,0.909896603,1,NA,0.069916297,NA,0.096996553,NA,0.078286558,0.35155096,NA,NA,0.000492368,1,0.4062
114,Cond114,0.45,0,0,0.6,5,0.1,1.5,1,0,0.3,0,0.1,0.000617345,-0.008294064,0.003478287,-0.001381234,0.001104888,0.000617345,-0.01382344,0.003478287,-0.001381234,0.011048876,0.067987747,0.075906091,0.067397533,0.099177696,0.065345353,0.067086997,0.065621863,0.080899952,-0.038865734,-0.116184268,-0.026346218,-0.184292886,0.917769376,0.90926276,0.922495274,0.90973535,1,NA,0.082230624,0.957939509,NA,NA,0.077504726,0.365311909,NA,NA,0.001417769,1,0.4232
115,Cond115,0.45,0,0.3,0,5,0.1,1.5,1,0,0,0.3,0.1,-0.002631462,0.005795773,-0.003082283,-0.000311315,0.000439403,-0.002631462,0.005795773,-0.010274276,-0.000311315,0.004394034,0.067167339,0.078643445,0.065047871,0.113399671,0.065050247,0.070539773,0.062507926,0.084245807,-0.031519667,-0.103043195,-0.039047317,-0.257089489,0.924690181,0.909914204,0.918970448,0.895138227,1,NA,0.075309819,NA,0.090085796,0.989037178,NA,0.344137274,NA,NA,0.044804576,1,0.4196
116,Cond116,0.45,0,0.3,0.6,5,0.1,1.5,1,0,0.3,0.3,0.1,0.001241718,-0.008903249,-0.003215829,-0.000698385,0.002783179,0.001241718,-0.014838748,-0.010719429,-0.000698385,0.027831793,0.066842961,0.078380317,0.063566911,0.095198553,0.065716206,0.066671542,0.061641265,0.078552216,-0.016856752,-0.149384127,-0.030293209,-0.174859147,0.916146298,0.902319358,0.917484389,0.900981267,1,NA,0.083853702,0.957627119,NA,0.988849242,NA,0.361284567,NA,NA,0.054861731,1,0.4484
117,Cond117,0.45,0.6,0,0,5,0.1,1.5,1,0.3,0,0,0.1,-0.014300185,0.00335642,0.000409228,0.000239132,0.000161523,-0.023833641,0.00335642,0.000409228,0.000239132,0.001615226,0.064449874,0.086566952,0.07473312,0.101417817,0.062158588,0.07734931,0.071122123,0.087034855,-0.035551447,-0.106479915,-0.048318557,-0.141818883,0.919804401,0.907579462,0.91002445,0.914914425,1,0.980929095,NA,NA,0.092420538,NA,0.08997555,0.330562347,NA,NA,0.053300733,1,0.409
118,Cond118,0.45,0.6,0,0.6,5,0.1,1.5,1,0.3,0.3,0,0.1,-0.008683637,-0.005298524,-5.45E-05,-0.001266262,-0.001828112,-0.014472728,-0.008830873,-5.45E-05,-0.001266262,-0.018281118,0.06380968,0.081343595,0.073370016,0.100279242,0.060695913,0.072002799,0.070897461,0.081366478,-0.048797721,-0.114831362,-0.033699795,-0.188600984,0.91643324,0.894957983,0.920634921,0.903361345,0.999533147,0.991129785,NA,0.941176471,NA,NA,0.079365079,0.35340803,NA,NA,0.059290383,1,0.4284
119,Cond119,0.45,0.6,0.3,0,5,0.1,1.5,1,0.3,0,0.3,0.1,-0.007805058,-0.007599621,-0.001501613,-0.00244949,0.000625087,-0.01300843,-0.007599621,-0.005005378,-0.013608276,0.006250869,0.064842475,0.083268639,0.069966815,0.097606027,0.061021005,0.076425933,0.068012033,0.084688141,-0.058934673,-0.082176271,-0.0279387,-0.13234721,0.911586785,0.90228013,0.921824104,0.908329456,0.994416007,0.987901349,NA,NA,0.09771987,0.978129362,NA,0.336900884,NA,0.932061424,NA,1,0.4298
120,Cond120,0.45,0.6,0.3,0.6,5,0.1,1.5,1,0.3,0.3,0.3,0.1,-0.004098267,-0.004126228,-0.004863532,-0.005103223,-0.000268617,-0.006830445,-0.006877046,-0.016211773,-0.028351237,-0.00268617,0.063133109,0.079639535,0.068519643,0.092395373,0.060669879,0.069102762,0.065192194,0.07443069,-0.039016443,-0.132305804,-0.048561974,-0.194432715,0.921735432,0.894087622,0.904296044,0.896639728,0.996597193,0.992343684,NA,0.951935347,NA,0.979583156,NA,0.390046789,NA,0.963419821,NA,1,0.4702
121,Cond121,0.9,0,0,0,5,0.1,1.5,1,0,0,0,0.1,0.004439255,-0.000780993,0.00129673,-0.000257876,-0.002181388,0.004439255,-0.000780993,0.00129673,-0.000257876,-0.021813881,0.06701644,0.079770404,0.066926035,0.100911167,0.06488989,0.071051065,0.066117718,0.084668865,-0.031731774,-0.109305435,-0.012077763,-0.160956432,0.919621749,0.911111111,0.922931442,0.907328605,1,NA,0.080378251,NA,0.088888889,NA,0.077068558,0.328605201,NA,NA,0.000472813,1,0.423
122,Cond122,0.9,0,0,0.6,5,0.1,1.5,1,0,0.3,0,0.1,0.002738166,-0.008158696,0.002761864,-0.001422144,-0.001637435,0.002738166,-0.013597827,0.002761864,-0.001422144,-0.016374353,0.06731722,0.076447081,0.069546533,0.095525229,0.065072628,0.067113236,0.065748947,0.078788902,-0.033343497,-0.122095508,-0.054604952,-0.175203214,0.917267917,0.907166907,0.909090909,0.904761905,1,NA,0.082732083,0.955266955,NA,NA,0.090909091,0.360750361,NA,NA,0.001443001,1,0.4158
123,Cond123,0.9,0,0.3,0,5,0.1,1.5,1,0,0,0.3,0.1,0.004814683,0.004408715,-0.003497248,0.001474439,0.003864118,0.004814683,0.004408715,-0.011657494,0.001474439,0.038641183,0.068309725,0.081864939,0.063609919,0.099840101,0.084881458,0.092165937,0.0851687,0.105758041,0.24259698,0.125829177,0.338921694,0.059274183,0.919038273,0.897939156,0.923454367,0.925907753,1,NA,0.080961727,NA,0.102060844,0.981844946,NA,0.333660451,NA,NA,0.047105005,1,0.4076
124,Cond124,0.9,0,0.3,0.6,5,0.1,1.5,1,0,0.3,0.3,0.1,0.004268419,-0.009134485,-0.003138677,5.63E-05,-0.000785067,0.004268419,-0.015224142,-0.010462257,5.63E-05,-0.007850669,0.066161351,0.078208339,0.066444224,0.098458493,0.064939354,0.066699943,0.061752565,0.079013116,-0.01846996,-0.147150496,-0.070610482,-0.197498221,0.919441944,0.900990099,0.897389739,0.897839784,0.99909991,NA,0.080558056,0.956345635,NA,0.98559856,NA,0.378037804,NA,NA,0.054455446,1,0.4444
125,Cond125,0.9,0.6,0,0,5,0.1,1.5,1,0.3,0,0,0.1,-0.012756127,-0.004467627,0.000837947,0.000447824,0.0017907,-0.021260212,-0.004467627,0.000837947,0.000447824,0.017907,0.064711889,0.089658093,0.074171882,0.112250173,0.062112308,0.077475393,0.071906336,0.087455534,-0.040171604,-0.135879534,-0.030544539,-0.220887318,0.920711197,0.897645363,0.915425276,0.912542047,1,0.984142239,NA,NA,0.102354637,NA,0.084574724,0.320518981,NA,NA,0.052378664,1,0.4162
126,Cond126,0.9,0.6,0,0.6,5,0.1,1.5,1,0.3,0.3,0,0.1,-0.004408546,-0.009080446,0.003044313,0.000389268,-0.002187,-0.007347577,-0.015134077,0.003044313,0.000389268,-0.021869997,0.063943496,0.080848619,0.07545465,0.099722303,0.060854189,0.072177457,0.071338005,0.080810754,-0.048313077,-0.107251824,-0.054557869,-0.189642114,0.910168719,0.897856817,0.911992704,0.91746466,1,0.990880073,NA,0.940720474,NA,NA,0.088007296,0.358413133,NA,NA,0.062015504,1,0.4386
127,Cond127,0.9,0.6,0.3,0,5,0.1,1.5,1,0.3,0,0.3,0.1,-0.00934999,-0.006545066,-0.000550654,-0.00254835,-0.003084553,-0.015583317,-0.006545066,-0.001835513,-0.014157498,-0.03084553,0.063303515,0.083061739,0.07048765,0.102111055,0.061326607,0.075772853,0.067712583,0.085095778,-0.031229035,-0.087752637,-0.039369543,-0.166635017,0.919347319,0.908624709,0.91048951,0.917016317,0.995337995,0.988811189,NA,NA,0.091375291,0.972027972,NA,0.324941725,NA,0.931002331,NA,1,0.429
128,Cond128,0.9,0.6,0.3,0.6,5,0.1,1.5,1,0.3,0.3,0.3,0.1,-0.010326364,0.001286516,-0.00229903,-0.005399343,-0.001019518,-0.017210607,0.002144193,-0.007663433,-0.02999635,-0.01019518,0.063038064,0.082699993,0.069298243,0.10323504,0.060853556,0.069271017,0.064533065,0.074961699,-0.034653799,-0.162381829,-0.06876333,-0.273873491,0.918341709,0.896147404,0.911222781,0.888190955,0.997487437,0.989949749,NA,0.954355109,NA,0.976549414,NA,0.395309883,NA,0.958123953,NA,1,0.4776
129,Cond129,0.45,0,0,0,10,0,1.5,1,0,0,0,0,0.003108342,8.12E-05,-0.000711654,0.00016508,0.000397519,0.003108342,8.12E-05,-0.000711654,0.00016508,0.000397519,0.047069965,0.051614061,0.047456845,0.055553357,0.046024182,0.047553289,0.046529255,0.051571696,-0.022217628,-0.078675704,-0.019545967,-0.071672743,0.9329559,0.915077473,0.924612634,0.915077473,1,NA,0.0670441,NA,0.084922527,NA,0.075387366,NA,0.084922527,NA,0.000297974,1,0.6712
130,Cond130,0.45,0,0,0.6,10,0,1.5,1,0,0.3,0,0,-0.002120268,-0.006215007,0.000204364,-0.000599456,0.000774061,-0.002120268,-0.010358346,0.000204364,-0.000599456,0.000774061,0.047786875,0.047950012,0.046976892,0.052858224,0.046056424,0.044154239,0.046214559,0.047658938,-0.036211861,-0.079161045,-0.016227848,-0.098362869,0.92356873,0.917756466,0.929671607,0.912234815,1,NA,0.07643127,0.999709387,NA,NA,0.070328393,NA,0.087765185,NA,0.00087184,1,0.6882
131,Cond131,0.45,0,0.3,0,10,0,1.5,1,0,0,0.3,0,0.001667,0.000328443,-0.002285563,0.000505925,-0.000400356,0.001667,0.000328443,-0.007618544,0.000505925,-0.000400356,0.046878509,0.05063485,0.046670138,0.05617816,0.046172101,0.046790038,0.043850635,0.050398879,-0.015068925,-0.075932138,-0.06041341,-0.102874171,0.931479358,0.915997706,0.91141055,0.913704128,1,NA,0.068520642,NA,0.084002294,1,NA,NA,0.086295872,NA,0.055619266,1,0.6976
132,Cond132,0.45,0,0.3,0.6,10,0,1.5,1,0,0.3,0.3,0,0.000483376,-0.005287462,-0.001559578,-0.00043724,-0.000592793,0.000483376,-0.008812436,-0.005198593,-0.00043724,-0.000592793,0.046446796,0.047487434,0.045662441,0.051822538,0.045815981,0.043894477,0.043940292,0.047391435,-0.013581472,-0.075661205,-0.037714768,-0.085505315,0.935403382,0.918214583,0.926531744,0.915164957,0.999722761,NA,0.064596618,0.999445523,NA,1,NA,NA,0.084835043,NA,0.05350707,1,0.7214
133,Cond133,0.45,0.6,0,0,10,0,1.5,1,0.3,0,0,0,-0.006837811,-0.003632996,-0.000166609,-0.000114413,-0.001836704,-0.011396351,-0.003632996,-0.000166609,-0.000114413,-0.001836704,0.045029333,0.055171424,0.052531184,0.054877629,0.043511815,0.050915339,0.050718254,0.050901018,-0.033700662,-0.077142919,-0.034511506,-0.072463248,0.916087963,0.910590278,0.925636574,0.921875,0.999710648,1,NA,NA,0.089409722,NA,0.074363426,NA,0.078125,NA,0.060185185,1,0.6912
134,Cond134,0.45,0.6,0,0.6,10,0,1.5,1,0.3,0.3,0,0,-0.005668321,-0.006477596,0.00124743,0.000115308,-0.000797513,-0.009447201,-0.010795993,0.00124743,0.000115308,-0.000797513,0.044757058,0.051859563,0.052092092,0.054457762,0.043305588,0.047977518,0.049763728,0.04788556,-0.03242997,-0.074856872,-0.044697083,-0.120684399,0.92253915,0.919183445,0.924776286,0.915268456,1,1,NA,1,NA,NA,0.075223714,NA,0.084731544,NA,0.061800895,1,0.7152
135,Cond135,0.45,0.6,0.3,0,10,0,1.5,1,0.3,0,0.3,0,-0.005609043,0.000297955,-0.000260938,-0.001626448,0.000862959,-0.009348405,0.000297955,-0.000869795,-0.009035822,0.000862959,0.045532264,0.054957136,0.04906667,0.055163629,0.043305876,0.05077241,0.047712256,0.050451986,-0.048896945,-0.076145269,-0.027603549,-0.085412122,0.920214266,0.912884127,0.928954046,0.920778122,0.998026501,0.999718072,NA,NA,0.087115873,1,NA,NA,0.079221878,0.999436143,NA,1,0.7094
136,Cond136,0.45,0.6,0.3,0.6,10,0,1.5,1,0.3,0.3,0.3,0,-0.006944042,-0.004075057,-0.000425444,-0.002642427,-0.001501985,-0.011573404,-0.006791762,-0.001418148,-0.014680151,-0.001501985,0.04449373,0.051459782,0.048841215,0.049029709,0.043215536,0.04625749,0.04620697,0.044386522,-0.0287275,-0.101094325,-0.053934877,-0.094701508,0.92706434,0.910132847,0.914300599,0.922115134,0.996613701,1,NA,0.999218546,NA,0.999739515,NA,NA,0.077884866,0.999739515,NA,1,0.7678
137,Cond137,0.9,0,0,0,10,0,1.5,1,0,0,0,0,0.001147617,-0.000641475,0.00083172,-7.03E-05,-0.000789049,0.001147617,-0.000641475,0.00083172,-7.03E-05,-0.000789049,0.04806433,0.050261583,0.049223149,0.058059554,0.046325313,0.047229936,0.046806222,0.051517724,-0.036181018,-0.060317368,-0.049101418,-0.112674482,0.927789287,0.914175792,0.923646049,0.912696064,1,NA,0.072210713,NA,0.085824208,NA,0.076353951,NA,0.087303936,NA,0.000295946,1,0.6758
138,Cond138,0.9,0,0,0.6,10,0,1.5,1,0,0.3,0,0,-0.000568696,-0.005552956,-0.000156344,-0.000518928,0.001527497,-0.000568696,-0.009254926,-0.000156344,-0.000518928,0.001527497,0.048209807,0.048397435,0.047253802,0.054382941,0.045829964,0.044467782,0.046084034,0.048367321,-0.049364293,-0.081195478,-0.024754994,-0.110615938,0.922701149,0.90862069,0.93591954,0.913793103,1,NA,0.077298851,0.999712644,NA,NA,0.06408046,NA,0.086206897,NA,0.001149425,1,0.696
139,Cond139,0.9,0,0.3,0,10,0,1.5,1,0,0,0.3,0,0.000163848,-0.002450385,-0.00177835,9.95E-05,8.86E-05,0.000163848,-0.002450385,-0.005927833,9.95E-05,8.86E-05,0.048078885,0.050993657,0.044986966,0.057416404,0.04585946,0.046777789,0.044155092,0.050572884,-0.046162165,-0.082674354,-0.018491456,-0.119191024,0.924544419,0.916002278,0.923974943,0.913439636,1,NA,0.075455581,NA,0.083997722,1,NA,NA,0.086560364,NA,0.060079727,1,0.7024
140,Cond140,0.9,0,0.3,0.6,10,0,1.5,1,0,0.3,0.3,0,0.000134289,-0.006653259,-0.001717849,-0.00057999,-0.000208316,0.000134289,-0.011088766,-0.005726162,-0.00057999,-0.000208316,0.047872934,0.047250604,0.045258518,0.05449578,0.046184632,0.044047364,0.044201721,0.046874,-0.035266299,-0.067792579,-0.023350235,-0.139860011,0.930881946,0.917334808,0.931711363,0.912081836,1,NA,0.069118054,0.999723528,NA,1,NA,NA,0.087918164,NA,0.060270943,1,0.7234
141,Cond141,0.9,0.6,0,0,10,0,1.5,1,0.3,0,0,0,-0.006065603,0.000457257,0.000852843,0.000427384,0.000769509,-0.010109338,0.000457257,0.000852843,0.000427384,0.000769509,0.044919042,0.054576927,0.051293863,0.057454254,0.043249531,0.051058637,0.050683543,0.051385062,-0.037167116,-0.06446477,-0.011898503,-0.105635205,0.925766695,0.921467469,0.930065921,0.920607624,1,1,NA,NA,0.078532531,NA,0.069934079,NA,0.079392376,NA,0.05588994,1,0.6978
142,Cond142,0.9,0.6,0,0.6,10,0,1.5,1,0.3,0.3,0,0,-0.005766558,-0.008616413,0.001596893,0.000396816,-0.001871874,-0.00961093,-0.014360688,0.001596893,0.000396816,-0.001871874,0.045065532,0.052490098,0.052322824,0.052300857,0.043324633,0.048529102,0.050244976,0.048157674,-0.038630387,-0.075461767,-0.03971208,-0.079218256,0.921935129,0.917811985,0.91891149,0.920560748,1,1,NA,0.998350742,NA,NA,0.08108851,NA,0.079439252,NA,0.064595932,1,0.7276
143,Cond143,0.9,0.6,0.3,0,10,0,1.5,1,0.3,0,0.3,0,-0.006218738,0.000173753,-0.003188632,-0.003362811,-0.000594687,-0.010364563,0.000173753,-0.010628772,-0.018682286,-0.000594687,0.044875018,0.056377283,0.051036134,0.054413398,0.043345928,0.050918983,0.048403512,0.050197593,-0.034074413,-0.096817359,-0.051583482,-0.077477319,0.925215457,0.911592994,0.920211287,0.922713372,0.996663887,1,NA,NA,0.088407006,0.999721991,NA,NA,0.077286628,0.999721991,NA,1,0.7194
144,Cond144,0.9,0.6,0.3,0.6,10,0,1.5,1,0.3,0.3,0.3,0,-0.002847512,-0.004150726,-0.001481576,-0.002173497,0.001126969,-0.004745853,-0.006917876,-0.004938588,-0.012074985,0.001126969,0.045216469,0.050870511,0.049820809,0.050453821,0.043039739,0.046567137,0.046599771,0.044880536,-0.048140207,-0.084594662,-0.064652471,-0.110463093,0.920042083,0.913203577,0.91188848,0.908995266,0.997369805,1,NA,0.999736981,NA,1,NA,NA,0.091004734,1,NA,1,0.7604
145,Cond145,0.45,0,0,0,10,0.1,1.5,1,0,0,0,0.1,0.000429088,-0.00064026,0.002076542,0.000120575,-0.001675046,0.000429088,-0.00064026,0.002076542,0.000120575,-0.016750456,0.047907072,0.050415265,0.047514878,0.05722834,0.046211943,0.047127506,0.046445191,0.051222691,-0.035383688,-0.065213557,-0.022512682,-0.104941864,0.923099762,0.917755344,0.929334917,0.909738717,1,NA,0.076900238,NA,0.082244656,NA,0.070665083,0.534441805,NA,NA,0.000296912,1,0.6736
146,Cond146,0.45,0,0,0.6,10,0.1,1.5,1,0,0.3,0,0.1,-0.003308782,-0.005721249,0.000936337,-0.000580325,-0.002439515,-0.003308782,-0.009535415,0.000936337,-0.000580325,-0.024395151,0.047093856,0.04762661,0.046782155,0.053071427,0.046129049,0.043695965,0.045969674,0.047517628,-0.020486887,-0.082530437,-0.017367316,-0.104647627,0.932069971,0.913994169,0.933236152,0.911953353,1,NA,0.067930029,0.999708455,NA,NA,0.066763848,0.578717201,NA,NA,0.00058309,1,0.686
147,Cond147,0.45,0,0.3,0,10,0.1,1.5,1,0,0,0.3,0.1,-0.000251294,-0.003592414,-0.002340459,-8.21E-05,-0.001796823,-0.000251294,-0.003592414,-0.007801528,-8.21E-05,-0.017968231,0.047267544,0.050069372,0.045650324,0.054323438,0.045727819,0.046340893,0.043621424,0.049759151,-0.032574693,-0.074466253,-0.044444383,-0.084020596,0.926224784,0.913544669,0.925360231,0.917002882,1,NA,0.073775216,NA,0.086455331,1,NA,0.54610951,NA,NA,0.060518732,1,0.694
148,Cond148,0.45,0,0.3,0.6,10,0.1,1.5,1,0,0.3,0.3,0.1,-0.000168133,-0.005234484,-0.002227946,-0.000734628,-0.001411233,-0.000168133,-0.00872414,-0.007426486,-0.000734628,-0.014112335,0.047556579,0.048395064,0.045568794,0.051589392,0.045799261,0.043986193,0.04357857,0.046732425,-0.036952154,-0.091101649,-0.043675165,-0.094146606,0.920652474,0.913740669,0.921205419,0.913740669,1,NA,0.079347526,1,NA,1,NA,0.586674039,NA,NA,0.064418026,1,0.7234
149,Cond149,0.45,0.6,0,0,10,0.1,1.5,1,0.3,0,0,0.1,-0.003277816,-0.002895553,9.89E-05,6.92E-05,-0.000428609,-0.005463026,-0.002895553,9.89E-05,6.92E-05,-0.004286095,0.044040114,0.055175703,0.052708872,0.056922573,0.042964227,0.051155926,0.050508146,0.050853968,-0.024429685,-0.072854098,-0.041752469,-0.106611569,0.928819444,0.9140625,0.921296296,0.918981481,1,1,NA,NA,0.0859375,NA,0.078703704,0.545138889,NA,NA,0.065393519,1,0.6912
150,Cond150,0.45,0.6,0,0.6,10,0.1,1.5,1,0.3,0.3,0,0.1,-0.00639612,-0.009909602,0.001652361,0.000297636,-0.00075526,-0.0106602,-0.016516003,0.001652361,0.000297636,-0.007552598,0.045236564,0.052644598,0.051501901,0.05307407,0.042928113,0.048212524,0.050079392,0.048033244,-0.051030639,-0.084188587,-0.027620525,-0.094977196,0.92339374,0.915431082,0.928336079,0.912685338,0.999725426,1,NA,0.999176277,NA,NA,0.071663921,0.57660626,NA,NA,0.061230093,1,0.7284
151,Cond151,0.45,0.6,0.3,0,10,0.1,1.5,1,0.3,0,0.3,0.1,-0.004235046,-0.001232793,-0.001915235,-0.001994474,5.83E-05,-0.007058411,-0.001232793,-0.006384118,-0.01108041,0.000582798,0.044933116,0.054836504,0.049896491,0.055576111,0.042734377,0.050633381,0.048297003,0.050412754,-0.048933614,-0.076648262,-0.032056115,-0.092906054,0.920067077,0.919508105,0.92509782,0.927333706,0.998882057,1,NA,NA,0.080491895,1,NA,0.558971492,NA,0.999161543,NA,1,0.7156
152,Cond152,0.45,0.6,0.3,0.6,10,0.1,1.5,1,0.3,0.3,0.3,0.1,-0.007155683,-0.004416951,-0.000337362,-0.002676367,-0.000876231,-0.011926138,-0.007361585,-0.001124541,-0.014868705,-0.008762315,0.045458617,0.050908488,0.048536489,0.051171391,0.043166539,0.046368873,0.04619063,0.045054847,-0.050421199,-0.089172065,-0.048331868,-0.119530538,0.923397603,0.910630537,0.920792079,0.908546118,0.997133924,1,NA,0.998957791,NA,0.999739448,NA,0.620114643,NA,0.999739448,NA,1,0.7676
153,Cond153,0.9,0,0,0,10,0.1,1.5,1,0,0,0,0.1,0.000568756,-0.001879776,0.000149159,-3.01E-05,-0.000205844,0.000568756,-0.001879776,0.000149159,-3.01E-05,-0.00205844,0.046815877,0.049729,0.048325052,0.057792014,0.046092135,0.047393822,0.046632755,0.05127705,-0.01545934,-0.046958055,-0.035019038,-0.112731219,0.930994152,0.928654971,0.926608187,0.91754386,1,NA,0.069005848,NA,0.071345029,NA,0.073391813,0.535087719,NA,NA,0.000584795,1,0.684
154,Cond154,0.9,0,0,0.6,10,0.1,1.5,1,0,0.3,0,0.1,-0.001750581,-0.006099042,0.0001978,-0.000625907,0.00067838,-0.001750581,-0.01016507,0.0001978,-0.000625907,0.006783796,0.047769292,0.048929791,0.048301099,0.055481185,0.045994266,0.044252718,0.046127749,0.048312953,-0.037158315,-0.095587439,-0.044995878,-0.129201137,0.921702128,0.90751773,0.92141844,0.903546099,1,NA,0.078297872,0.999716312,NA,NA,0.07858156,0.585248227,NA,NA,0.001134752,1,0.705
155,Cond155,0.9,0,0.3,0,10,0.1,1.5,1,0,0,0.3,0.1,0.001304795,-0.002262265,-0.000871693,0.000393319,-0.000802993,0.001304795,-0.002262265,-0.002905642,0.000393319,-0.008029934,0.04762424,0.051079711,0.044453874,0.055409803,0.045852992,0.04662065,0.044006827,0.050171796,-0.037192158,-0.087296127,-0.010056411,-0.094532125,0.927891549,0.907989616,0.929910586,0.922122873,1,NA,0.072108451,NA,0.092010384,1,NA,0.545716758,NA,NA,0.060282665,1,0.6934
