,Cond.,Rho12,a.p.cs,b.s,cp.p.cs,K,beta,postVar,Method,a.para,cp.para,b.para,beta.para,a.bias,cp.bias,b.bias,ab.bias,beta.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta.Ebias,a.empSE,cp.empSE,b.empSE,beta.empSE,a.meanSE,cp.meanSE,b.meanSE,beta.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta.power,beta.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
359,Cond167,0.45,0.6,0.3,0,30,0,1.5,2,0.300062471,0.057402077,0.110235275,0.000488538,-0.005277418,-0.001734547,-0.000204358,-0.000656216,-0.000976668,-0.008793866,-0.001734547,-0.001853834,-0.009919378,-0.000976668,0.025832385,0.029278306,0.023416588,0.028118816,0.025240006,0.028167581,0.023826684,0.02674542,-0.022931658,-0.037936785,0.017513047,-0.048842592,0.938088162,0.930906389,0.951461119,0.929420505,0.999752353,1,NA,NA,0.521050025,0.99628529,NA,NA,0.069588905,0.996037642,NA,1,0.8076
360,Cond168,0.45,0.6,0.3,0.6,30,0,1.5,2,0.300041796,0.356815504,0.110442352,0.000521972,-0.005086164,-0.004788349,9.48E-05,-0.000553136,-0.001018015,-0.008475759,-0.006709839,0.000858357,-0.008346121,-0.001018015,0.026186218,0.027039338,0.021408149,0.025621605,0.024625418,0.026016537,0.022938859,0.024296184,-0.059603876,-0.037826437,0.071501295,-0.051730595,0.927629943,0.936085551,0.961949764,0.936831634,0.998756528,1,NA,1,NA,0.99825914,NA,NA,0.06341706,0.99825914,NA,1,0.8042
361,Cond169,0.9,0,0,0,30,0,1.5,2,0.000268566,-0.000353946,-0.000242154,-0.000386634,-0.000746665,0.001005039,0.000447477,6.30E-06,-0.000134392,-0.000746665,0.001005039,0.000447477,6.30E-06,-0.000134392,0.021841631,0.022535994,0.021393274,0.023142792,0.022616534,0.022812038,0.022275705,0.023366097,0.035478275,0.012249018,0.041248047,0.009649027,0.954135954,0.947993448,0.957411957,0.947993448,1,NA,0.047092547,NA,0.051187551,NA,0.043816544,NA,0.052006552,NA,0,1,0.4884
362,Cond170,0.9,0,0,0.6,30,0,1.5,2,-0.00036057,0.138703062,-0.000388559,0.000195072,0.000463282,0.001286563,-5.22E-05,-2.45E-05,-0.000254034,0.000463282,0.004637832,-5.22E-05,-2.45E-05,-0.000254034,0.022211895,0.022345495,0.021213348,0.023240459,0.022552383,0.022640314,0.022057504,0.023324705,0.015329102,0.013193674,0.039793633,0.003624962,0.945701357,0.947586727,0.956636501,0.952111614,1,NA,0.054675716,0.999622926,NA,NA,0.043363499,NA,0.047511312,NA,0,1,0.5304
363,Cond171,0.9,0,0.3,0,30,0,1.5,2,-0.000293009,-7.30E-05,0.069619783,-0.000366941,0.001386021,0.000839749,-0.000423678,0.000105516,-0.000679592,0.001386021,0.000839749,-0.006085596,0.000105516,-0.000679592,0.0220431,0.022327698,0.021934495,0.023390167,0.022668669,0.022815652,0.022153585,0.023558372,0.02837938,0.021854208,0.009988347,0.007191236,0.951704545,0.95211039,0.947646104,0.953327922,1,NA,0.048701299,NA,0.04788961,0.876217532,NA,NA,0.046672078,NA,0.012987013,1,0.4928
364,Cond172,0.9,0,0.3,0.6,30,0,1.5,2,-0.00049296,0.138611759,0.072816934,-4.26E-05,0.001391531,0.001215141,0.000239462,0.000100412,-0.000308516,0.001391531,0.004383253,0.003288553,0.000100412,-0.000308516,0.022148398,0.022253003,0.021390141,0.023270478,0.022622644,0.022615626,0.021947441,0.023336351,0.021412188,0.016295465,0.026054047,0.002830732,0.948746313,0.95280236,0.952064897,0.946165192,1,NA,0.050516224,1,NA,0.921460177,NA,NA,0.05420354,NA,0.017699115,1,0.5424
365,Cond173,0.9,0.6,0,0,30,0,1.5,2,0.138893225,0.000866036,-0.000175366,0.000199274,0.00021243,-0.00158033,-0.000271955,-9.21E-05,-0.000145211,0.000764724,-0.00158033,-0.000271955,-9.21E-05,-0.000145211,0.021228589,0.022293202,0.02150616,0.023735982,0.022491006,0.02307205,0.02253428,0.023413964,0.059467788,0.034936578,0.047805822,-0.013566656,0.957527493,0.956769056,0.957906712,0.949563898,1,0.999620781,NA,NA,0.043610163,NA,0.042093288,NA,0.049298445,NA,0.032992036,1,0.5274
366,Cond174,0.9,0.6,0,0.6,30,0,1.5,2,0.138641747,0.138701302,-0.0005227,-0.000698637,-0.000181548,0.000447895,0.000728135,0.000148238,0.000972392,-0.000654738,0.001614604,0.000728135,0.000148238,0.000972392,0.022263341,0.022283554,0.021685586,0.023580111,0.022453243,0.022891481,0.022338734,0.0232292,0.008529815,0.02728144,0.030118978,-0.014881664,0.944023113,0.948717949,0.959913326,0.947995666,1,1,NA,1,NA,NA,0.03900325,NA,0.05381004,NA,0.02997472,1,0.5538
367,Cond175,0.9,0.6,0.3,0,30,0,1.5,2,0.138332848,0.031017505,0.067294838,-2.40E-06,0.001496083,-0.001365371,0.00120977,0.000434025,0.000421584,0.005407546,-0.001365371,0.017977158,0.023311896,0.000421584,0.022818604,0.0218877,0.021974345,0.022496992,0.022480587,0.023047994,0.022423211,0.02332204,-0.014813218,0.053011238,0.020426839,0.03667367,0.942133132,0.957639939,0.951966717,0.958774584,0.998865356,1,NA,NA,0.261346445,0.8596823,NA,NA,0.041225416,0.829803328,NA,1,0.5288
368,Cond176,0.9,0.6,0.3,0.6,30,0,1.5,2,0.138534986,0.175264507,0.071670567,9.77E-06,0.003546233,0.001110748,0.000919384,0.000509993,2.11E-06,0.012799052,0.003168776,0.012827919,0.025682291,2.11E-06,0.021865836,0.022690356,0.021003653,0.023874696,0.022469965,0.022923602,0.022201718,0.02320257,0.027628908,0.010279546,0.057040786,-0.02815227,0.952599929,0.948708879,0.95472232,0.937743191,0.999292536,1,NA,1,NA,0.908029713,NA,NA,0.062256809,0.89034312,NA,1,0.5654
369,Cond177,0.45,0,0,0,30,0.1,1.5,2,0.000229287,0.00043787,0.000231786,0.099960331,-0.000506548,-0.001163849,-0.000549404,1.77E-05,-0.001243935,-0.000506548,-0.001163849,-0.000549404,1.77E-05,-0.012444288,0.028004719,0.028329179,0.021560463,0.02863659,0.026646439,0.026802889,0.022510965,0.027560012,-0.04850183,-0.053876939,0.044085411,-0.037594478,0.930933137,0.931667891,0.958608866,0.933382317,1,NA,0.068577027,NA,0.069801616,NA,0.042125888,0.927994122,NA,NA,0.000244918,1,0.8166
370,Cond178,0.45,0,0,0.6,30,0.1,1.5,2,0.000400769,0.300432838,0.000340819,0.099652749,-0.001049836,-0.005326008,-0.000432091,-5.90E-05,-0.000521667,-0.001049836,-0.008863891,-0.000432091,-5.90E-05,-0.005234847,0.027459138,0.026003368,0.021278446,0.027275292,0.026156445,0.025272343,0.022014547,0.025967786,-0.047441147,-0.02811268,0.034593756,-0.047937396,0.928998505,0.937219731,0.95017439,0.930742402,1,NA,0.071250623,1,NA,NA,0.049576482,0.941704036,NA,NA,0,1,0.8028
371,Cond179,0.45,0,0.3,0,30,0.1,1.5,2,7.69E-05,-0.00032608,0.110687792,0.100398234,-0.000173825,5.50E-05,-0.001610357,-3.00E-05,-0.001078698,-0.000173825,5.50E-05,-0.01454864,-3.00E-05,-0.010744198,0.028120136,0.027793064,0.021673063,0.028359987,0.026688391,0.026570518,0.022311812,0.027217209,-0.050915284,-0.043987458,0.029472007,-0.040295418,0.933021423,0.931790199,0.954937208,0.937946319,1,NA,0.066978577,NA,0.06870229,0.998522531,NA,0.92563408,NA,NA,0.044816548,1,0.8122
372,Cond180,0.45,0,0.3,0.6,30,0.1,1.5,2,-9.32E-05,0.298476077,0.110004864,0.100198055,0.002151511,-0.001244371,-0.00076962,0.000165689,-0.00053064,0.002151511,-0.002084541,-0.006996234,0.000165689,-0.005295908,0.027764518,0.025602456,0.021094258,0.026649021,0.026131959,0.02517446,0.021785127,0.025798326,-0.058800183,-0.016717003,0.032751522,-0.031922158,0.930862969,0.937080328,0.956975877,0.937329023,1,NA,0.068888336,1,NA,0.999253917,NA,0.950012435,NA,NA,0.04799801,1,0.8042
373,Cond181,0.45,0.6,0,0,30,0.1,1.5,2,0.299437367,-4.62E-05,0.00044068,0.100416505,-0.003138654,-0.000676487,-0.000523869,-0.00032185,-0.00115472,-0.005240919,-0.000676487,-0.000523869,-0.00032185,-0.011499307,0.026151756,0.028928828,0.023310387,0.02843916,0.025148764,0.028093356,0.024060559,0.026657777,-0.038352784,-0.028880261,0.032181881,-0.062638375,0.933665835,0.938653367,0.955610973,0.929426434,1,1,NA,NA,0.061097257,NA,0.044389027,0.941645885,NA,NA,0.039650873,1,0.802
374,Cond182,0.45,0.6,0,0.6,30,0.1,1.5,2,0.300016193,0.300320549,0.000246389,0.100330266,-0.006026514,-0.005647977,0.001427881,0.000748151,-0.000742276,-0.010043648,-0.009403248,0.001427881,0.000748151,-0.007398328,0.026287582,0.027442627,0.022555977,0.027275243,0.024736821,0.026670974,0.023647323,0.025246904,-0.05899217,-0.028118771,0.048383889,-0.074365581,0.924457741,0.933183745,0.961605585,0.927449514,0.999750686,1,NA,1,NA,NA,0.038145101,0.956619297,NA,NA,0.037895787,1,0.8022
375,Cond183,0.45,0.6,0.3,0,30,0.1,1.5,2,0.299894118,0.05484237,0.110205977,0.099512506,-0.004890881,0.002534388,3.33E-05,-0.000513897,-0.000481041,-0.008154346,0.002534388,0.000301834,-0.007774514,-0.004833974,0.025912713,0.029087114,0.022906808,0.027809784,0.025124516,0.027979955,0.023788127,0.026649646,-0.030417361,-0.038063553,0.038474129,-0.041716894,0.936743267,0.93649617,0.956016803,0.936249073,0.999505807,1,NA,NA,0.523844823,0.996787744,NA,0.93723746,NA,0.996787744,NA,1,0.8094
376,Cond184,0.45,0.6,0.3,0.6,30,0.1,1.5,2,0.299658454,0.356285667,0.110392916,0.099387895,-0.005202692,-0.00525399,0.000334317,-0.000435136,0.000383481,-0.008681037,-0.007373283,0.003028425,-0.006576985,0.003858429,0.02540895,0.026553354,0.021795086,0.026099214,0.024444511,0.026080869,0.022905191,0.024224245,-0.037956663,-0.017793802,0.050933728,-0.071840037,0.932114228,0.938627255,0.957665331,0.925851703,1,1,NA,1,NA,0.998246493,NA,0.967685371,NA,0.998747495,NA,1,0.7984
377,Cond185,0.9,0,0,0,30,0.1,1.5,2,-0.001017776,-0.000271286,6.13E-05,0.044910097,0.002931195,-0.000210069,-0.001458674,1.81E-05,-0.000948487,0.002931195,-0.000210069,-0.001458674,1.81E-05,-0.021119672,0.022123043,0.022897941,0.021752946,0.023390579,0.022655236,0.022813433,0.022214331,0.02344303,0.024056052,-0.003690661,0.021210227,0.002242373,0.948852195,0.940394684,0.950463149,0.948852195,1,NA,0.053966975,NA,0.057591623,NA,0.049536851,0.477648006,NA,NA,0,1,0.4966
378,Cond186,0.9,0,0,0.6,30,0.1,1.5,2,-3.97E-05,0.140738952,0.000420184,0.050705418,-0.000849651,0.000196204,-0.000604205,-4.86E-06,0.000310378,-0.000849651,0.000697049,-0.000604205,-4.86E-06,0.006121204,0.021877654,0.022897893,0.021448935,0.022566905,0.022643986,0.022685239,0.022022122,0.023291933,0.035028101,-0.009287053,0.026723315,0.032127933,0.951838235,0.943014706,0.951838235,0.955147059,1,NA,0.048897059,1,NA,NA,0.047058824,0.608088235,NA,NA,0.000367647,1,0.544
379,Cond187,0.9,0,0.3,0,30,0.1,1.5,2,0.000137924,0.000146961,0.070618389,0.045205149,-0.000782372,0.001917236,-0.000633852,-7.70E-05,0.000281694,-0.000782372,0.001917236,-0.008975735,-7.70E-05,0.006231466,0.022205571,0.0224738,0.021717163,0.023306716,0.022708247,0.022838284,0.02219053,0.023510052,0.022637376,0.016218196,0.021796895,0.008724344,0.951926897,0.953516091,0.949145809,0.94874851,1,NA,0.047675805,NA,0.046881208,0.886372666,NA,0.508144617,NA,NA,0.011521653,1,0.5034
380,Cond188,0.9,0,0.3,0.6,30,0.1,1.5,2,0.0002735,0.140754106,0.073302572,0.050705297,-0.000130058,0.002438597,-0.000501045,-2.42E-05,-1.36E-05,-0.000130058,0.008662614,-0.006835297,-2.42E-05,-0.000268023,0.022744303,0.022092798,0.021181305,0.022874751,0.022519061,0.022553964,0.021977647,0.023167975,-0.009903194,0.020874032,0.03759648,0.012818657,0.942784257,0.94861516,0.956632653,0.954081633,1,NA,0.056851312,1,NA,0.914723032,NA,0.592201166,NA,NA,0.016034985,1,0.5488
381,Cond189,0.9,0.6,0,0,30,0.1,1.5,2,0.13874059,0.000525031,-1.14E-05,0.045124503,0.001761859,-0.00150078,0.000572821,0.00017366,-7.04E-06,0.006349473,-0.00150078,0.000572821,0.00017366,-0.000156076,0.021987154,0.022404388,0.021945569,0.023075128,0.02250221,0.023139667,0.022423427,0.023413834,0.0234253,0.032818545,0.021774703,0.014678405,0.951877506,0.957345972,0.95552315,0.945315348,1,1,NA,NA,0.042289464,NA,0.04447685,0.511483777,NA,NA,0.032446227,1,0.5486
382,Cond190,0.9,0.6,0,0.6,30,0.1,1.5,2,0.138964002,0.139911861,0.000411012,0.050805053,0.000929103,0.003678379,-0.000817016,-0.000259319,-0.000415364,0.003342965,0.013145343,-0.000817016,-0.000259319,-0.008175636,0.022033679,0.022937282,0.021722695,0.023262748,0.022424017,0.022979479,0.022394699,0.023341934,0.017715537,0.00183967,0.030935562,0.003404007,0.946719826,0.945270025,0.95505618,0.947082276,1,1,NA,1,NA,NA,0.045668721,0.586806814,NA,NA,0.036607466,1,0.5518
383,Cond191,0.9,0.6,0.3,0,30,0.1,1.5,2,0.138180793,0.031637073,0.067696794,0.045262043,0.002626219,-0.000800386,0.000678509,0.000389948,0.000347675,0.009502837,-0.000800386,0.010022767,0.020843051,0.007681377,0.021559379,0.023272028,0.021798109,0.022957086,0.022390675,0.023048081,0.022306366,0.023249827,0.038558435,-0.009623017,0.023316563,0.012751683,0.955246333,0.945844302,0.957502821,0.953365927,0.999247838,1,NA,NA,0.281308763,0.858217375,NA,0.514479127,NA,0.82625047,NA,1,0.5318
384,Cond192,0.9,0.6,0.3,0.6,30,0.1,1.5,2,0.138589437,0.177244189,0.073196047,0.05545064,0.001820807,0.005256793,-0.000474177,-4.91E-05,0.001135284,0.00656907,0.01482924,-0.00647818,-0.002419318,0.020473772,0.02197184,0.022882324,0.021541755,0.023135534,0.022410078,0.022893923,0.022140783,0.023082474,0.019945413,0.00050691,0.027807752,-0.002293456,0.951177285,0.951177285,0.952908587,0.948753463,0.999307479,1,NA,1,NA,0.906855956,NA,0.698060942,NA,0.888504155,NA,1,0.5776
