,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,beta2.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,beta2.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,beta2.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,beta2.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,beta2.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,beta2.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,beta2.power,beta2.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
203,Cond11,0.45,1,0.6,0,5,120,1,0.4,PSMMA,0.311274064,0.320515795,-0.00029866,0.10343146,-0.014158329,-0.038168871,0.043422454,0.017815729,-0.014127199,0.077152041,-0.022742545,-0.059542887,0.043422454,0.017815729,-0.136585128,2.791149845,0.075366554,0.076300479,0.2550295,0.124771286,0.306011071,0.076839666,0.071896812,0.210044387,0.096813222,0.255893578,0.019545961,-0.057714806,-0.1763918,-0.2240745,-0.163776732,0.949494949,0.964646465,0.95959596,0.914141414,0.95959596,1,0.924242424,NA,0.95959596,NA,NA,0.04040404,0.328282828,NA,0.070707071,NA,NA,0.04040404,1,0.0396
204,Cond12,0.45,1,0.6,0.3,5,120,1,0.4,PSMMA,0.312316611,0.387327551,0.082278891,0.103707066,-0.022932852,-0.000759525,-0.014221785,-0.019043324,0.010227107,0.180815514,-0.036714108,-0.000980469,-0.172848523,-0.370535013,0.098615338,6.505966285,0.091813634,0.140513147,0.450006586,0.184433599,0.424321541,0.081791777,0.070525362,0.216489141,0.106126576,0.274873736,-0.109154348,-0.498087097,-0.518920061,-0.424581115,-0.352204144,0.887804878,0.912195122,0.951219512,0.882926829,0.926829268,1,0.897560976,NA,0.995121951,NA,0.156097561,NA,0.404878049,NA,0.102439024,NA,0.12195122,NA,1,0.041
205,Cond13,0.9,1,0,0,5,120,1,0.4,PSMMA,-0.000809533,0.144231008,-4.12E-05,0.044992343,0.012592843,-0.006335964,0.41104569,0.001908532,0.003264042,0.369870128,0.012592843,-0.021964639,0.41104569,0.001908532,0.072546608,71.80601323,0.077031586,0.06872722,2.464991032,0.109469957,2.962190151,0.070580344,0.065210591,3.559629268,0.091545995,5.309585135,-0.083748013,-0.051167929,0.444073922,-0.16373407,0.792452498,0.963917526,0.948453608,0.994845361,0.948453608,1,1,NA,0.036082474,0.634020619,NA,NA,0.005154639,0.077319588,NA,0,NA,NA,0.020618557,1,0.0388
206,Cond14,0.9,1,0,0.3,5,120,1,0.4,PSMMA,-6.93E-05,0.14382951,0.015497063,0.045295056,0.011162266,0.006990921,0.368545094,-0.007895605,-0.005947774,-0.043754441,0.011162266,0.024302804,23.78160969,-0.007895605,-0.131311762,-7.848540545,0.094014215,0.070818058,2.60088614,0.137051055,3.369203975,2.941992131,0.352075984,3.638588069,4.173397047,4.712624806,30.29305637,3.971556574,0.398980145,29.45140404,0.398735381,0.915151515,0.945454545,0.987878788,0.866666667,0.993939394,1,NA,0.084848485,0.654545455,NA,0.012121212,NA,0.145454545,NA,0.006060606,NA,NA,0.006060606,1,0.033
207,Cond15,0.9,1,0.6,0,5,120,1,0.4,PSMMA,0.141165694,0.144513085,-1.11E-05,0.050818131,-0.002621209,0.003398863,-0.123007802,-0.013304267,0.015615825,0.066853354,-0.009284156,0.011759706,-0.123007802,-0.013304267,0.307288456,13.29075724,0.100957803,0.064669618,1.226972289,0.19932955,1.471320878,0.082348544,0.070239327,0.727802103,0.105334916,0.931780069,-0.184327102,0.0861256,-0.406830856,-0.471553935,-0.366705059,0.909090909,0.96969697,0.97979798,0.868686869,0.98989899,1,0.51010101,NA,0.580808081,NA,NA,0.02020202,0.136363636,NA,0.01010101,NA,NA,0.04040404,1,0.0396
208,Cond16,0.9,1,0.6,0.3,5,120,1,0.4,PSMMA,0.14105323,0.189792896,0.015721991,0.050732644,-0.003557295,-0.018453781,0.10489842,0.009250674,0.012635979,0.29259796,-0.012609763,-0.048615573,6.672082518,2.085704589,0.24906998,57.52967982,0.086349832,0.060189542,1.014473853,0.169001956,1.250201806,0.081783096,0.065583703,0.642384344,0.107984561,0.861874833,-0.05288645,0.089619575,-0.366780778,-0.361045496,-0.310611432,0.931506849,0.96347032,0.98173516,0.904109589,0.98173516,1,0.520547945,NA,0.808219178,NA,0.02283105,NA,0.164383562,NA,0.01826484,NA,0.03652968,NA,1,0.0438
209,Cond17,0.45,1,0,0,10,80,1,0.4,PSMMA,0.000953308,0.320581721,3.87588356143678e-05,0.104877007,0.00412177,-0.023255601,0.018564088,-0.003381887,-0.001926453,0.052712365,0.00412177,-0.03627094,0.018564088,-0.003381887,-0.018368692,1.939298245,0.059356948,0.039859075,0.249940297,0.073714172,0.305769172,0.059155166,0.042456623,0.156657877,0.066693556,0.207071824,-0.003399456,0.065168314,-0.37321881,-0.095241062,-0.322783843,0.94765343,0.954873646,0.94765343,0.906137184,0.949458484,1,NA,0.054151625,1,NA,NA,0.05234657,0.391696751,NA,0.061371841,NA,NA,0.005415162,1,0.1108
210,Cond18,0.45,1,0,0.3,10,80,1,0.4,PSMMA,-0.000963888,0.321019867,0.081738861,0.104564992,0.006785519,-0.016526228,0.026975039,0.000966465,0.003264065,0.025335829,0.006785519,-0.025740195,0.330014868,0.000966465,0.031215662,0.9251546,0.061583841,0.043496061,0.28730945,0.073919708,0.363060965,0.058534695,0.043255025,0.171427381,0.066285924,0.220696546,-0.049512123,-0.005541567,-0.40333539,-0.103271299,-0.392122627,0.926315789,0.938596491,0.945614035,0.926315789,0.950877193,1,NA,0.071929825,1,NA,0.149122807,NA,0.407017544,NA,0.063157895,NA,NA,0.00877193,1,0.114
211,Cond19,0.45,1,0.6,0,10,80,1,0.4,PSMMA,0.311602758,0.320271227,-0.000493368,0.103739575,-0.001232658,-0.030759002,0.00685559,0.003307773,-0.001372774,0.063165368,-0.001977931,-0.04802024,0.00685559,0.003307773,-0.013232884,2.267431108,0.052846336,0.051238633,0.12897118,0.064333979,0.136575113,0.054011693,0.053954369,0.123726953,0.061915408,0.116964498,0.022051804,0.053001725,-0.040662005,-0.037593979,-0.143588501,0.937163375,0.944344704,0.940754039,0.940754039,0.935368043,1,0.991023339,NA,0.998204668,NA,NA,0.059245961,0.47935368,NA,0.10951526,NA,NA,0.053859964,1,0.1114
212,Cond20,0.45,1,0.6,0.3,10,80,1,0.4,PSMMA,0.311690296,0.387072577,0.082267368,0.10381721,-0.000414544,-0.0335604,0.013256083,0.007825661,0.000466455,0.105194102,-0.000664994,-0.04335156,0.161134153,0.152594955,0.004493043,3.84306055,0.053944078,0.054214966,0.147604405,0.072612712,0.127798023,0.052658377,0.053242471,0.125790534,0.060873474,0.116144323,-0.023833965,-0.017937758,-0.147786041,-0.161669187,-0.091188422,0.945155393,0.936014625,0.941499086,0.941499086,0.846435101,1,0.992687386,NA,1,NA,0.201096892,NA,0.499085923,NA,0.239488117,NA,0.190127971,NA,1,0.1094
213,Cond21,0.9,1,0,0,10,80,1,0.4,PSMMA,-0.000442787,0.14411637,3.10145611563181e-05,0.045238527,-0.003010397,-0.009559476,0.01097859,-0.001786114,0.007390805,0.054336641,-0.003010397,-0.033165822,0.01097859,-0.001786114,0.163374139,10.37476931,0.055543101,0.040019517,0.348082333,0.06615205,0.47845211,0.057295329,0.044635082,0.196484595,0.065271245,0.285691669,0.031547166,0.115332838,-0.435522645,-0.013314856,-0.402883458,0.955307263,0.972067039,0.955307263,0.955307263,0.966480447,1,NA,0.044692737,0.87150838,NA,NA,0.044692737,0.120111732,NA,0.039106145,NA,NA,0.002793296,1,0.0716
214,Cond22,0.9,1,0,0.3,10,80,1,0.4,PSMMA,-0.000508491,0.144279571,0.015721396,0.045029951,-0.002111471,-0.008977446,-0.006640685,-0.003315186,-0.000947469,0.061277935,-0.002111471,-0.031111286,-0.422397915,-0.003315186,-0.021040858,11.34660623,0.062050236,0.043381005,0.420794629,0.076356458,0.485628107,0.058709858,0.045300537,0.211567456,0.065762342,0.294808383,-0.05383345,0.044248234,-0.497219211,-0.138745508,-0.392933855,0.95049505,0.955445545,0.940594059,0.948019802,0.940594059,1,NA,0.051980198,0.863861386,NA,0.066831683,NA,0.131188119,NA,0.061881188,NA,NA,0.002475248,1,0.0808
215,Cond23,0.9,1,0.6,0,10,80,1,0.4,PSMMA,0.142083221,0.144602966,-2.10E-05,0.051421408,-0.005232374,-0.011843395,0.014324702,0.003088059,0.003113474,0.046481461,-0.018413061,-0.040951423,0.014324702,0.003088059,0.060548197,8.931416661,0.060408307,0.044156483,0.204990109,0.077567494,0.256105916,0.05655708,0.046501658,0.151859043,0.065187325,0.190512616,-0.063753267,0.053110559,-0.259188438,-0.15960512,-0.256117862,0.946067416,0.964044944,0.946067416,0.93258427,0.948314607,1,0.698876404,NA,0.858426966,NA,NA,0.053932584,0.166292135,NA,0.051685393,NA,NA,0.013483146,1,0.089
216,Cond24,0.9,1,0.6,0.3,10,80,1,0.4,PSMMA,0.142885535,0.190995838,0.015780376,0.051331741,-0.002516762,-0.007772891,0.005344713,0.000701679,0.001366196,0.0867785,-0.008806917,-0.020348326,0.338693649,0.155597568,0.026615027,16.84618227,0.054211629,0.042683054,0.209085779,0.067647225,0.282930124,0.055934929,0.046371087,0.150947586,0.061128835,0.188767756,0.031788369,0.086405091,-0.27805905,-0.096358575,-0.332811389,0.952965235,0.959100204,0.946830266,0.936605317,0.924335378,1,0.717791411,NA,0.977505112,NA,0.063394683,NA,0.171779141,NA,0.077709611,NA,0.030674847,NA,1,0.0978
217,Cond25,0.45,1,0,0,10,120,1,0.4,PSMMA,0.00038116,0.320554205,4.83322681111486e-06,0.104787755,-0.003995304,-0.011526891,0.008909939,-0.000211876,-0.00224663,0.023668753,-0.003995304,-0.017979629,0.008909939,-0.000211876,-0.021439811,0.851516436,0.049450323,0.034406173,0.178622699,0.065013144,0.379792428,0.049447831,0.035494877,0.128555827,0.056239796,0.19715575,-5.04E-05,0.031642669,-0.280294007,-0.134947298,-0.480885516,0.929794521,0.948630137,0.953767123,0.912671233,0.943493151,1,NA,0.071917808,1,NA,NA,0.046232877,0.510273973,NA,0.070205479,NA,NA,0,1,0.1168
218,Cond26,0.45,1,0,0.3,10,120,1,0.4,PSMMA,0.000288096,0.321048196,0.082173091,0.104894192,-0.001019693,-0.010521885,0.026799929,-0.001392779,0.006197175,0.025747878,-0.001019693,-0.016386768,0.326139962,-0.001392779,0.059080252,0.963478357,0.054398473,0.037733207,0.16186005,0.063019508,0.283506193,0.050137227,0.036015114,0.124279817,0.055957617,0.174375397,-0.078333919,-0.045532657,-0.232177324,-0.112058814,-0.384932671,0.913961039,0.939935065,0.926948052,0.923701299,0.935064935,1,NA,0.086038961,1,NA,0.209415584,NA,0.573051948,NA,0.086038961,NA,NA,0.003246753,1,0.1232
219,Cond27,0.45,1,0.6,0,10,120,1,0.4,PSMMA,0.310876041,0.319992974,-0.000338423,0.102858108,0.002295257,-0.02415416,0.007188611,0.003694546,0.000676461,0.056920085,0.003691596,-0.037741704,0.007188611,0.003694546,0.006576641,2.009907983,0.042638834,0.044954873,0.113718663,0.056037615,0.110341554,0.046081152,0.045176696,0.103987657,0.053794361,0.1019216,0.080731989,0.004934356,-0.085570884,-0.040031203,-0.076308097,0.961722488,0.947368421,0.95215311,0.948963317,0.917065391,1,0.996810207,NA,1,NA,NA,0.04784689,0.591706539,NA,0.157894737,NA,NA,0.038277512,1,0.1254
220,Cond28,0.45,1,0.6,0.3,10,120,1,0.4,PSMMA,0.313736927,0.387184277,0.082349535,0.103497617,-0.001422732,-0.036609545,0.016262684,0.008907282,-0.005740495,0.102978133,-0.002267396,-0.047276642,0.197483618,0.172380605,-0.055465001,3.71229708,0.044150372,0.049013277,0.129119339,0.056933771,0.114547494,0.044812041,0.044328854,0.105507149,0.050070745,0.092892286,0.01498671,-0.095574567,-0.182871052,-0.120544034,-0.189050034,0.946018893,0.908232119,0.908232119,0.946018893,0.788124157,1,0.998650472,NA,1,NA,0.249662618,NA,0.593792173,NA,0.32388664,NA,0.259109312,NA,1,0.1482
221,Cond29,0.9,1,0,0,10,120,1,0.4,PSMMA,-9.15E-05,0.144170069,0.000518791,0.045491491,-0.002831247,0.001252853,0.014698959,-0.000628052,0.000706261,0.024991772,-0.002831247,0.004345052,0.014698959,-0.000628052,0.015525121,5.014646624,0.052160588,0.031341501,0.270373664,0.061396914,0.41275431,0.046925627,0.035467762,0.148026009,0.054792463,0.207964798,-0.100362386,0.131654863,-0.452513214,-0.107569764,-0.496153541,0.924281984,0.981723238,0.955613577,0.942558747,0.950391645,1,NA,0.075718016,0.98694517,NA,NA,0.044386423,0.167101828,NA,0.049608355,NA,NA,0,1,0.0766
222,Cond30,0.9,1,0,0.3,10,120,1,0.4,PSMMA,-0.000208441,0.144492091,0.015886663,0.045041242,-0.003170152,0.000893402,0.027171466,-0.001517733,-0.000464707,0.013411285,-0.003170152,0.003091527,1.710331811,-0.001517733,-0.010317374,2.756100049,0.044255365,0.034300282,0.399038249,0.057041358,0.514023022,0.046678983,0.035992272,0.175638368,0.052815261,0.240582823,0.054764383,0.049328754,-0.559845783,-0.074088296,-0.531960997,0.961904762,0.969047619,0.947619048,0.930952381,0.957142857,1,NA,0.038095238,0.976190476,NA,0.066666667,NA,0.152380952,NA,0.045238095,NA,NA,0.004761905,1,0.084
223,Cond31,0.9,1,0.6,0,10,120,1,0.4,PSMMA,0.140962952,0.14428446,-0.000261979,0.050814597,0.000953942,-0.006448143,-0.008382718,-0.001262284,0.002575569,0.05040801,0.003383663,-0.022345245,-0.008382718,-0.001262284,0.050685609,9.383164127,0.04543024,0.036387038,0.182729532,0.062524445,0.237705099,0.046590751,0.03906917,0.131585732,0.054103571,0.168860623,0.025544896,0.073711206,-0.279887979,-0.134681299,-0.289621366,0.928411633,0.966442953,0.935123043,0.946308725,0.946308725,1,0.84787472,NA,0.919463087,NA,NA,0.064876957,0.219239374,NA,0.051454139,NA,NA,0.024608501,1,0.0894
224,Cond32,0.9,1,0.6,0.3,10,120,1,0.4,PSMMA,0.141919359,0.190636942,0.015887596,0.050929284,0.001494325,-0.009313713,0.012892212,0.003025397,0.000193539,0.090890256,0.005264696,-0.02442788,0.811464029,0.670891949,0.003800151,19.24281158,0.046831631,0.03900273,0.177224686,0.058044542,0.20260495,0.047071102,0.038504381,0.124454106,0.052953107,0.156492544,0.005113454,-0.012777282,-0.297760892,-0.087716005,-0.227597626,0.948665298,0.950718686,0.934291581,0.936344969,0.915811088,1,0.843942505,NA,0.995893224,NA,0.080082136,NA,0.229979466,NA,0.090349076,NA,0.047227926,NA,1,0.0974
225,Cond33,0.45,1,0,0,30,80,1,0.4,PSMMA,-1.05E-05,0.320435877,-0.000180845,0.104966286,-0.002886593,-0.010987075,0.003558645,-0.000139383,-0.002427436,0.012252554,-0.002886593,-0.017143953,0.003558645,-0.000139383,-0.023125864,0.446919222,0.03028917,0.021562004,0.051962612,0.030542397,0.058503994,0.030630845,0.021870292,0.054365171,0.031840487,0.059899746,0.011280422,0.014297719,0.046236303,0.042501248,0.023857376,0.950567802,0.9498998,0.964595858,0.951903808,0.955243821,1,NA,0.049432198,1,NA,NA,0.035404142,0.879759519,NA,0.113560454,NA,NA,0,1,0.2994
226,Cond34,0.45,1,0,0.3,30,80,1,0.4,PSMMA,0.001413397,0.320559401,0.082860689,0.10556134,0.001026285,-0.011212956,0.015073384,-0.00011035,0.000619745,0.011385451,0.001026285,-0.01748967,0.181912366,-0.00011035,0.005870944,0.416053411,0.029847781,0.021808534,0.051430993,0.031159502,0.061090701,0.0305586,0.022336914,0.054978254,0.031650626,0.059923209,0.023814805,0.02422814,0.068971277,0.015761587,-0.019110802,0.956050572,0.948223961,0.948223961,0.951836243,0.954846478,1,NA,0.044551475,1,NA,0.461167971,NA,0.901264299,NA,0.088500903,NA,NA,0.004214329,1,0.3322
227,Cond35,0.45,1,0.6,0,30,80,1,0.4,PSMMA,0.311875854,0.319663796,-0.000225565,0.103367776,-0.002019572,-0.022871002,0.013017453,0.007896957,-0.001561007,0.036099504,-0.003237781,-0.035773526,0.013017453,0.007896957,-0.015101489,1.296172672,0.027704424,0.026608334,0.05347368,0.028811722,0.04636872,0.027735595,0.027820381,0.057025435,0.029003914,0.047863776,0.001125136,0.045551405,0.066420606,0.006670627,0.032242778,0.948217888,0.947545393,0.958305313,0.957632818,0.895090787,0.999327505,1,NA,1,NA,NA,0.041022192,0.92804304,NA,0.271687962,NA,NA,0.037659718,1,0.2974
228,Cond36,0.45,1,0.6,0.3,30,80,1,0.4,PSMMA,0.311996448,0.386928106,0.082103547,0.103029985,0.00137947,-0.040236763,0.027408634,0.016847735,-0.001906622,0.074354073,0.002210713,-0.051995142,0.33383009,0.328851601,-0.018505506,2.719970185,0.027007903,0.028145417,0.059892114,0.029441642,0.049901327,0.027394218,0.027586017,0.058405669,0.02864886,0.049361407,0.014303774,-0.019875334,-0.024818707,-0.026927223,-0.010819756,0.945361411,0.886169607,0.91007399,0.941377348,0.671599317,0.999430848,1,NA,1,NA,0.511098463,NA,0.923164485,NA,0.574274331,NA,0.509960159,NA,1,0.3514
229,Cond37,0.9,1,0,0,30,80,1,0.4,PSMMA,-0.000982207,0.144262935,-7.22E-05,0.045220134,0.001644252,-0.002245619,-0.001546411,-0.000170224,0.000962157,0.008449257,0.001644252,-0.007783077,-0.001546411,-0.000170224,0.021277185,1.777302171,0.02861063,0.020109515,0.053818991,0.030363991,0.065501297,0.029693266,0.022449057,0.057696365,0.031249776,0.067513243,0.037840316,0.116340084,0.072044711,0.029172245,0.030716135,0.941935484,0.966666667,0.968817204,0.956989247,0.964516129,1,NA,0.053763441,1,NA,NA,0.031182796,0.32688172,NA,0.039784946,NA,NA,0,1,0.186
230,Cond38,0.9,1,0,0.3,30,80,1,0.4,PSMMA,5.71813360223474e-05,0.144301102,0.015360841,0.045270043,-0.000807199,-0.002459567,0.004875832,-0.000158382,-0.000999124,0.008305595,-0.000807199,-0.008522343,0.31741959,-0.000158382,-0.02207032,1.528986595,0.028459096,0.021435871,0.05391941,0.030254964,0.068264959,0.029846417,0.022526122,0.057074084,0.031239158,0.065468171,0.048747903,0.050861077,0.058507214,0.032529983,-0.040969603,0.960882648,0.963891675,0.963891675,0.95887663,0.962888666,1,NA,0.039117352,1,NA,0.05115346,NA,0.313941825,NA,0.047141424,NA,NA,0,1,0.1994
231,Cond39,0.9,1,0.6,0,30,80,1,0.4,PSMMA,0.14182614,0.144579007,-0.000968761,0.051062891,-0.001132977,-0.008332459,0.007669932,0.002133749,0.000557765,0.01957794,-0.003994245,-0.028816282,0.007669932,0.002133749,0.010923098,4.015671386,0.026890896,0.022426198,0.054335962,0.029890811,0.06072697,0.029230679,0.02381643,0.057437252,0.030610248,0.061295582,0.08701026,0.061991399,0.057076205,0.024068836,0.009363415,0.964139344,0.962090164,0.949795082,0.954918033,0.944672131,1,0.99692623,NA,1,NA,NA,0.051229508,0.422131148,NA,0.056352459,NA,NA,0.027663934,1,0.1952
232,Cond40,0.9,1,0.6,0.3,30,80,1,0.4,PSMMA,0.141865113,0.190822864,0.015372566,0.051021465,0.001533187,-0.010825403,0.011368383,0.00300544,0.001037082,0.041271592,0.005403678,-0.028365057,0.739524105,0.689058383,0.02032638,7.941958697,0.027835823,0.022632947,0.059514306,0.030565804,0.066579077,0.029081547,0.024103265,0.059430739,0.029856374,0.063655207,0.044752527,0.064963613,-0.001404153,-0.02320992,-0.043915751,0.963222417,0.95709282,0.943957968,0.953590193,0.91943958,1,0.99737303,NA,1,NA,0.076182137,NA,0.455341506,NA,0.097197898,NA,0.056042032,NA,1,0.2284
233,Cond41,0.45,1,0,0,30,120,1,0.4,PSMMA,-0.001094996,0.320525613,-0.000447705,0.104744832,0.001199495,-0.008071423,-0.000472083,-0.00018703,-0.000761175,0.011317791,0.001199495,-0.012590917,-0.000472083,-0.00018703,-0.007266943,0.410349904,0.025561479,0.018419938,0.044403764,0.027198288,0.050801605,0.025508107,0.018504252,0.044138087,0.026671057,0.049199827,-0.002088007,0.004577351,-0.005983203,-0.019384709,-0.03153007,0.9408,0.949333333,0.951466667,0.941866667,0.947733333,1,NA,0.058666667,1,NA,NA,0.0496,0.950933333,NA,0.129066667,NA,NA,0,1,0.375
234,Cond42,0.45,1,0,0.3,30,120,1,0.4,PSMMA,-0.00025431,0.320995919,0.081998674,0.10518916,0.000571958,-0.008795085,0.01384342,-0.00015995,0.001988871,0.011266078,0.000571958,-0.013699683,0.168824931,-0.00015995,0.018907563,0.410707257,0.02571815,0.018942919,0.044115211,0.025803378,0.050085246,0.025564954,0.018923625,0.045086179,0.026474947,0.048944452,-0.005956727,-0.001018525,0.022009827,0.026026385,-0.022777034,0.942140297,0.939580133,0.94265233,0.953405018,0.956477215,1,NA,0.057859703,1,NA,0.576036866,NA,0.963645673,NA,0.135176651,NA,NA,0.005120328,1,0.3906
235,Cond43,0.45,1,0.6,0,30,120,1,0.4,PSMMA,0.313155937,0.320719247,0.000206883,0.103912005,-0.002984877,-0.021275998,0.013110093,0.008010983,-0.001075581,0.038508238,-0.004765799,-0.033169195,0.013110093,0.008010983,-0.010350883,1.395130698,0.022966708,0.023487134,0.045100072,0.024675057,0.039935022,0.02334051,0.023352262,0.046738354,0.024197279,0.039849551,0.016275835,-0.005742392,0.036325488,-0.019362803,-0.002140249,0.950636943,0.924097665,0.954883227,0.950106157,0.841295117,0.999469214,1,NA,1,NA,NA,0.046178344,0.968683652,NA,0.402866242,NA,NA,0.043524416,1,0.3768
236,Cond44,0.45,1,0.6,0.3,30,120,1,0.4,PSMMA,0.312814302,0.387767391,0.082485343,0.103684821,0.000279665,-0.038783902,0.02664982,0.016542241,-0.001801394,0.072296244,0.000447014,-0.050009236,0.323085522,0.32055382,-0.017373747,2.59308036,0.023414337,0.024789918,0.053904845,0.025104547,0.045054221,0.023116115,0.023517477,0.04969863,0.024056795,0.042282516,-0.012736707,-0.051328981,-0.078030374,-0.041735564,-0.061519324,0.947002606,0.864900087,0.897914857,0.937880104,0.598609904,1,1,NA,1,NA,0.629887055,NA,0.960903562,NA,0.678105995,NA,0.635968723,NA,1,0.4604
237,Cond45,0.9,1,0,0,30,120,1,0.4,PSMMA,2.91260095622786e-06,0.144159786,-0.000133827,0.045272255,-0.001461081,-6.73E-06,0.002420227,-9.51E-07,8.43797082915386e-05,0.004761179,-0.001461081,-2.33E-05,0.002420227,-9.51E-07,0.001863828,0.902838505,0.022456601,0.017093632,0.042436706,0.024003855,0.050237462,0.024084049,0.018335028,0.045593046,0.025187533,0.052103899,0.0724708,0.072623301,0.074377593,0.04931199,0.03715228,0.953846154,0.959615385,0.958653846,0.965384615,0.958653846,1,NA,0.046153846,1,NA,NA,0.041346154,0.460576923,NA,0.043269231,NA,NA,0,1,0.208
238,Cond46,0.9,1,0,0.3,30,120,1,0.4,PSMMA,-0.000363903,0.14393069,0.015643205,0.04523143,0.001564214,0.000185397,0.003746604,7.89862257038501e-05,0.000445966,0.004569726,0.001564214,0.000644049,0.239503616,7.89862257038501e-05,0.009859655,0.858949419,0.022981887,0.017466678,0.042405157,0.025493919,0.050218238,0.024127289,0.018508717,0.045747892,0.025363272,0.051816375,0.049839345,0.059658706,0.078828503,-0.005124639,0.031823831,0.949167397,0.964066608,0.966695881,0.941279579,0.953549518,1,NA,0.051709027,1,NA,0.056091148,NA,0.471516214,NA,0.049956179,NA,NA,0,1,0.2282
239,Cond47,0.9,1,0.6,0,30,120,1,0.4,PSMMA,0.140772046,0.143895384,-0.000384626,0.050497479,0.002780567,-0.00568452,0.006771782,0.001880317,-0.000305511,0.019302884,0.009876134,-0.019752266,0.006771782,0.001880317,-0.00605002,3.907587878,0.02260136,0.018789199,0.043863813,0.02460467,0.050095947,0.02392611,0.019467463,0.046590913,0.025150067,0.050576194,0.05861371,0.03609861,0.062171982,0.022166385,0.009586539,0.962192817,0.961247637,0.952741021,0.95463138,0.943289225,1,1,NA,1,NA,NA,0.047258979,0.540642722,NA,0.072778828,NA,NA,0.033081285,1,0.2116
240,Cond48,0.9,1,0.6,0.3,30,120,1,0.4,PSMMA,0.141800851,0.190703304,0.015198113,0.051073847,0.002808578,-0.009034108,0.012002248,0.003378025,-0.000541105,0.04415384,0.009903249,-0.023686292,0.789719613,0.78372625,-0.010594558,9.352833239,0.023533953,0.019227465,0.049842254,0.023737799,0.060391764,0.023812848,0.019821919,0.048579045,0.02465697,0.053618896,0.011850766,0.030916893,-0.025344132,0.038721801,-0.112148871,0.951367781,0.944528875,0.941489362,0.95668693,0.889817629,1,1,NA,1,NA,0.094224924,NA,0.56231003,NA,0.123100304,NA,0.075987842,NA,1,0.2632
241,Cond49,0.45,1,0,0,5,80,1.5,0.4,PSMMA,0.000412601,0.306341565,4.5657158179304e-05,0.10011083,0.011730826,-0.028804098,0.206118737,-0.032090248,0.005185998,0.385484703,0.011730826,-0.047013042,0.206118737,-0.032090248,0.051802568,10.42359893,0.10151117,0.073298677,1.624404395,0.157148596,2.634023608,0.095170456,0.076724291,2.230296669,0.125071822,3.923382716,-0.062463208,0.046735,0.372993495,-0.204117469,0.489501728,0.953781513,0.949579832,0.983193277,0.911764706,0.995798319,1,NA,0.046218487,0.93697479,NA,NA,0.016806723,0.25210084,NA,0.004201681,NA,NA,0.021008403,1,0.0476
242,Cond50,0.45,1,0,0.3,5,80,1.5,0.4,PSMMA,0.000714397,0.306453578,0.110353702,0.100062666,0.033396542,-0.0141326,0.116638247,-0.010882302,0.022168622,0.083311621,0.033396542,-0.023058304,1.056949108,-0.010882302,0.221547384,2.249263082,0.103612407,0.078230405,1.745660649,0.181657976,2.650576095,0.094240163,0.07376881,2.27781251,0.120230352,3.31133834,-0.090454844,-0.057031476,0.304842675,-0.338149885,0.249290049,0.942084942,0.942084942,0.972972973,0.849420849,0.984555985,1,NA,0.057915058,0.945945946,NA,0.057915058,NA,0.277992278,NA,0.011583012,NA,NA,0.027027027,1,0.0518
243,Cond51,0.45,1,0.6,0,5,80,1.5,0.4,PSMMA,0.301789397,0.306689641,0.000976098,0.100168704,-0.057741928,-0.046215964,0.013494853,0.007731686,0.003232251,0.013130173,-0.095665932,-0.075346471,0.013494853,0.007731686,0.032268071,0.355803185,0.139614391,0.094338479,0.543867434,0.17432609,0.686271157,0.100447202,0.083745096,0.304921485,0.128825776,0.411417373,-0.28053834,-0.112291214,-0.439345939,-0.26100691,-0.400503184,0.932291667,0.916666667,0.947916667,0.932291667,0.953125,1,0.817708333,NA,0.875,NA,NA,0.052083333,0.302083333,NA,0.052083333,NA,NA,0.046875,1,0.0384
244,Cond52,0.45,1,0.6,0.3,5,80,1.5,0.4,PSMMA,0.298730472,0.362499169,0.109955744,0.099753287,-0.038879319,0.001352474,-0.003541482,-0.008086408,0.027519784,0.095687558,-0.065074244,0.001865485,-0.032208253,-0.123091534,0.275878465,2.637569157,0.125806791,0.088736332,0.388588631,0.190356288,0.682397238,0.112110338,0.08004431,0.261822632,0.134754087,0.469583339,-0.108868945,-0.097953357,-0.326221586,-0.292095427,-0.311862192,0.904458599,0.974522293,0.987261146,0.923566879,0.98089172,1,0.821656051,NA,0.968152866,NA,0.063694268,NA,0.337579618,NA,0.063694268,NA,0.101910828,NA,1,0.0314
