,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,beta2.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,beta2.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,beta2.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,beta2.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,beta2.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,beta2.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,beta2.power,beta2.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
42,Cond42,0.45,1,0,0.3,30,120,1,0.4,CSMMA,0,0.3,0.3,0.1,0.000308581,-0.004210223,-0.000343562,-0.000150177,0.000136626,-6.19E-05,0.000308581,-0.007017038,-0.001145208,-0.000150177,0.001366265,-0.000619312,0.02451214,0.01809037,0.04299884,0.024814408,0.050122358,0.024770087,0.018489123,0.042450786,0.02506022,0.046897644,0.010523219,0.022042291,-0.012745806,0.009905998,-0.064336834,0.946046512,0.953953488,0.941395349,0.945581395,0.942790698,1,NA,NA,1,NA,0.998604651,NA,0.966976744,NA,0.613953488,NA,NA,NA,1,0.43
43,Cond43,0.45,1,0.6,0,30,120,1,0.4,CSMMA,0.3,0.3,0,0.1,-0.005175807,-0.005196022,0.003895573,0.002132012,-0.000502871,0.000832762,-0.008626346,-0.008660037,0.003895573,0.002132012,-0.005028714,0.008327618,0.023666254,0.023368581,0.048141043,0.025048012,0.041031042,0.02329382,0.023093118,0.047940206,0.024273767,0.040845583,-0.015736908,-0.011787734,-0.004171854,-0.030910417,-0.004519953,0.940435835,0.947215496,0.948668281,0.938014528,0.957869249,0.999515738,1,NA,1,NA,NA,NA,0.963680387,NA,0.706053269,NA,NA,NA,1,0.413
44,Cond44,0.45,1,0.6,0.3,30,120,1,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.003774396,-0.003107349,0.000113262,-0.001210165,-0.000641146,0.00029547,-0.006290661,-0.005178915,0.00037754,-0.006723142,-0.006411461,0.0029547,0.023624683,0.021392747,0.044619141,0.023945176,0.037411521,0.022879022,0.021368619,0.042296179,0.023683333,0.036956964,-0.031562791,-0.001127858,-0.052062003,-0.010935079,-0.012150182,0.932318105,0.947123519,0.926395939,0.946277496,0.943739425,0.999576988,1,NA,1,NA,0.999576988,NA,0.965736041,NA,0.771996616,NA,0.999576988,NA,1,0.4728
45,Cond45,0.9,1,0,0,30,120,1,0.4,CSMMA,0,0.3,0,0.1,-0.001636297,-0.002693658,0.000445029,-0.00013622,-0.001336815,0.001065221,-0.001636297,-0.00448943,0.000445029,-0.00013622,-0.01336815,0.010652209,0.024570068,0.018475985,0.045733349,0.026018567,0.054280327,0.025087247,0.018544179,0.045807604,0.026036341,0.050640695,0.021049135,0.003690984,0.001623662,0.000683137,-0.067052509,0.948076923,0.946153846,0.947115385,0.941826923,0.933653846,1,NA,NA,1,NA,NA,NA,0.949519231,NA,0.575,NA,NA,NA,1,0.416
46,Cond46,0.9,1,0,0.3,30,120,1,0.4,CSMMA,0,0.3,0.3,0.1,-0.000271516,-0.002651523,-0.000900356,-0.000315442,-0.000627878,-0.001667672,-0.000271516,-0.004419205,-0.003001187,-0.000315442,-0.006278782,-0.016676719,0.024574928,0.018396395,0.044142373,0.025305587,0.050583939,0.024790056,0.018538968,0.042522433,0.025357929,0.048051581,0.008753978,0.007750074,-0.036698088,0.0020684,-0.050062478,0.953509995,0.951185495,0.935378894,0.951650395,0.941422594,1,NA,NA,1,NA,0.9972106,NA,0.954439795,NA,0.594142259,NA,NA,NA,1,0.4302
47,Cond47,0.9,1,0.6,0,30,120,1,0.4,CSMMA,0.3,0.3,0,0.1,-0.002750317,-0.004438363,0.002137688,0.001008215,-0.000277017,-0.001269163,-0.004583862,-0.007397271,0.002137688,0.001008215,-0.002770169,-0.012691635,0.022803894,0.023460329,0.048243532,0.024039907,0.041662631,0.023137023,0.023139301,0.048232186,0.024039181,0.040994941,0.014608408,-0.013683898,-0.000235181,-3.02E-05,-0.016026134,0.951219512,0.938086304,0.94043152,0.947467167,0.94934334,1,1,NA,1,NA,NA,NA,0.968574109,NA,0.689493433,NA,NA,NA,1,0.4264
48,Cond48,0.9,1,0.6,0.3,30,120,1,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.002534098,-0.002950195,-0.00063032,-0.001319512,-0.000273916,-2.38E-05,-0.004223497,-0.004916991,-0.002101068,-0.007330622,-0.002739156,-0.00023767,0.022996369,0.02198563,0.044483203,0.023593379,0.038210898,0.022797095,0.021376083,0.042376431,0.023672239,0.037063584,-0.008665449,-0.027724789,-0.047361062,0.003342463,-0.03002583,0.936382536,0.934719335,0.933471933,0.948440748,0.94012474,0.9995842,1,NA,1,NA,0.998336798,NA,0.976715177,NA,0.755925156,NA,0.998336798,NA,1,0.481
49,Cond49,0.45,1,0,0,5,80,1.5,0.4,CSMMA,0,0.3,0,0.1,0.030640555,-0.010156603,-0.008180842,-0.020042598,-0.022544088,0.621839047,0.030640555,-0.016927671,-0.008180842,-0.020042598,-0.225440883,6.218390468,0.133437452,0.071933108,2.184621198,0.221859276,2.930279562,0.100593602,0.078217996,2.597593874,0.134039243,3.783011511,-0.246136672,0.087371284,0.189036285,-0.395836655,0.291007029,0.927038627,0.948497854,0.982832618,0.896995708,1,1,NA,NA,0.939914163,NA,NA,NA,0.193133047,NA,0.004291845,NA,NA,NA,1,0.0466
50,Cond50,0.45,1,0,0.3,5,80,1.5,0.4,CSMMA,0,0.3,0.3,0.1,0.001532162,-0.010335178,0.148686263,-0.017027976,0.007682136,0.471640188,0.001532162,-0.017225297,0.495620877,-0.017027976,0.076821357,4.716401882,0.108955212,0.07763942,1.411260907,0.15690186,3.009184738,0.096590007,0.074755705,1.526453691,0.119649986,3.252444591,-0.113488885,-0.037142402,0.081624016,-0.237421498,0.080839122,0.949541284,0.940366972,0.963302752,0.899082569,0.981651376,1,NA,NA,0.949541284,NA,0.197247706,NA,0.243119266,NA,0.013761468,NA,NA,NA,1,0.0436
51,Cond51,0.45,1,0.6,0,5,80,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.038994661,-0.056123699,0.082813506,0.036137025,0.015093499,-0.019829654,-0.064991101,-0.093539499,0.082813506,0.036137025,0.15093499,-0.19829654,0.092509674,0.078657773,0.436040939,0.139639251,0.470095158,0.093640898,0.085833571,0.290012691,0.126220688,0.364633012,0.012228167,0.091228079,-0.334895728,-0.096094497,-0.224342124,0.95480226,0.943502825,0.93220339,0.937853107,0.971751412,1,0.847457627,NA,0.847457627,NA,NA,NA,0.265536723,NA,0.062146893,NA,NA,NA,1,0.0354
52,Cond52,0.45,1,0.6,0.3,5,80,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.020085762,-0.003426646,-0.004015305,-0.006283852,0.00740942,0.042398891,-0.03347627,-0.005711076,-0.01338435,-0.034910288,0.074094203,0.423988912,0.089112172,0.080530368,0.270599669,0.152859212,0.349266342,0.089159091,0.075635073,0.22607209,0.116362196,0.281733602,0.000526515,-0.060788178,-0.16455149,-0.238762295,-0.193355991,0.928961749,0.945355191,0.967213115,0.885245902,0.950819672,0.989071038,0.852459016,NA,0.93442623,NA,0.431693989,NA,0.25136612,NA,0.076502732,NA,0.338797814,NA,1,0.0366
53,Cond53,0.9,1,0,0,5,80,1.5,0.4,CSMMA,0,0.3,0,0.1,0.026497265,-0.017039107,0.188897639,-0.018773652,0.003039787,0.118309482,0.026497265,-0.028398512,0.188897639,-0.018773652,0.030397873,1.183094817,0.112019491,0.076735284,1.540097375,0.157040025,2.998421149,2.600371428,0.241620057,1.482112582,2.8904934,3.42245355,22.21356233,2.14874782,-0.037650083,17.40609357,0.14141856,0.929460581,0.937759336,0.975103734,0.89626556,0.98340249,1,NA,NA,0.941908714,NA,NA,NA,0.248962656,NA,0.008298755,NA,NA,NA,1,0.0482
54,Cond54,0.9,1,0,0.3,5,80,1.5,0.4,CSMMA,0,0.3,0.3,0.1,0.024633189,-0.000507802,0.243620149,-0.005789816,0.017220943,0.038186065,0.024633189,-0.000846337,0.812067163,-0.005789816,0.17220943,0.381860649,0.108700209,0.081610456,2.363892552,0.158379559,2.036581977,0.088797557,0.073449002,1.979355014,0.107078692,2.385435464,-0.183096722,-0.100004999,-0.162671327,-0.323910913,0.171293614,0.913875598,0.933014354,0.976076555,0.870813397,0.980861244,1,NA,NA,0.956937799,NA,0.196172249,NA,0.263157895,NA,0.014354067,NA,NA,NA,1,0.0418
55,Cond55,0.9,1,0.6,0,5,80,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.049863133,-0.025357156,0.023818388,0.007091376,-0.014968985,-0.026009174,-0.083105222,-0.042261926,0.023818388,0.007091376,-0.149689847,-0.260091739,0.123385594,0.077430599,0.27722632,0.187603685,0.424730824,0.102425832,0.085510431,0.284122508,0.136509182,0.354678617,-0.16987203,0.104349335,0.024875661,-0.272353413,-0.164933183,0.938202247,0.960674157,0.943820225,0.898876404,0.97752809,1,0.853932584,NA,0.904494382,NA,NA,NA,0.252808989,NA,0.039325843,NA,NA,NA,1,0.0356
56,Cond56,0.9,1,0.6,0.3,5,80,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.01286964,-0.027973676,0.040218796,0.017293538,0.007222969,0.030153588,-0.021449401,-0.046622793,0.134062655,0.096075214,0.072229692,0.301535875,0.103791568,0.082460163,0.74329795,0.132210669,0.649755051,0.093028748,0.084485372,0.363677195,0.1073939,0.382842731,-0.103696481,0.02455984,-0.510724879,-0.187706244,-0.410789142,0.903030303,0.951515152,0.921212121,0.903030303,0.975757576,1,0.860606061,NA,0.890909091,NA,0.393939394,NA,0.260606061,NA,0.042424242,NA,0.327272727,NA,1,0.033
57,Cond57,0.45,1,0,0,5,120,1.5,0.4,CSMMA,0,0.3,0,0.1,-0.020595853,0.001538283,0.19098655,-0.012058551,0.002579931,0.288458887,-0.020595853,0.002563805,0.19098655,-0.012058551,0.025799309,2.884588868,0.127606386,0.070199917,1.827021759,0.173666632,2.738828761,0.086264683,0.061834488,1.777794234,0.111110829,3.196074496,-0.32397832,-0.119165793,-0.026944137,-0.360206232,0.16694937,0.885931559,0.908745247,0.977186312,0.844106464,0.977186312,1,NA,NA,0.965779468,NA,NA,NA,0.285171103,NA,0.019011407,NA,NA,NA,1,0.0526
58,Cond58,0.45,1,0,0.3,5,120,1.5,0.4,CSMMA,0,0.3,0.3,0.1,0.025963861,0.001551737,0.080722737,0.010706428,0.010599389,0.139451962,0.025963861,0.002586229,0.269075788,0.010706428,0.105993892,1.394519622,0.0967143,0.070341541,1.675319337,0.129879374,1.852060204,0.081970632,0.061402544,1.441705449,0.101810981,1.970114103,-0.152445585,-0.127079903,-0.139444393,-0.216111242,0.063741934,0.920930233,0.934883721,0.96744186,0.874418605,0.958139535,1,NA,NA,0.990697674,NA,0.237209302,NA,0.31627907,NA,0.023255814,NA,NA,NA,1,0.043
59,Cond59,0.45,1,0.6,0,5,120,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.01415697,-0.013236166,-0.0154019,-0.012012968,0.003027442,0.049557355,-0.023594951,-0.022060277,-0.0154019,-0.012012968,0.030274417,0.495573552,0.090882985,0.082395704,0.330227819,0.176779944,0.697873245,0.075784417,0.072552063,0.25999698,0.105883092,0.410370347,-0.166131955,-0.119467886,-0.212673904,-0.401045789,-0.411970081,0.917431193,0.917431193,0.935779817,0.908256881,0.967889908,1,0.935779817,NA,0.931192661,NA,NA,NA,0.321100917,NA,0.04587156,NA,NA,NA,1,0.0436
60,Cond60,0.45,1,0.6,0.3,5,120,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.003522519,-0.005364606,0.00032896,-0.004479988,0.004061456,0.04439844,-0.005870866,-0.00894101,0.001096534,-0.024888822,0.040614555,0.4439844,0.082206357,0.069242699,0.261940126,0.121632366,0.310568417,0.07487937,0.067617598,0.214634565,0.09842539,0.252184025,-0.089129201,-0.023469641,-0.180596847,-0.190796056,-0.187992047,0.917948718,0.938461538,0.964102564,0.938461538,0.964102564,1,0.923076923,NA,0.958974359,NA,0.517948718,NA,0.343589744,NA,0.092307692,NA,0.497435897,NA,1,0.039
61,Cond61,0.9,1,0,0,5,120,1.5,0.4,CSMMA,0,0.3,0,0.1,-0.010195212,0.000554633,0.083011965,-0.010350076,0.003176795,0.146283319,-0.010195212,0.000924388,0.083011965,-0.010350076,0.031767954,1.462833187,0.147723555,0.069686366,1.636106694,0.17642889,2.964207772,0.085808882,0.063753809,1.83855785,0.105823022,3.060915282,-0.419125256,-0.085132249,0.123739581,-0.400194478,0.032625078,0.921487603,0.933884298,0.94214876,0.847107438,0.987603306,1,NA,NA,0.975206612,NA,NA,NA,0.305785124,NA,0.016528926,NA,NA,NA,1,0.0484
62,Cond62,0.9,1,0,0.3,5,120,1.5,0.4,CSMMA,0,0.3,0.3,0.1,-0.009390122,0.017191565,0.095904766,-0.014706613,0.006884001,0.137723095,-0.009390122,0.028652609,0.319682552,-0.014706613,0.06884001,1.377230948,0.108205883,0.07352421,2.108370714,0.154153819,2.983167452,0.075910938,0.063686296,1.847752025,0.10015576,3.276993175,-0.298458315,-0.133805089,-0.123611416,-0.350286869,0.098494546,0.938095238,0.928571429,0.966666667,0.852380952,0.976190476,1,NA,NA,0.985714286,NA,0.233333333,NA,0.304761905,NA,0.038095238,NA,NA,NA,1,0.042
63,Cond63,0.9,1,0.6,0,5,120,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.038395288,-0.012287295,0.024241446,0.003016788,0.003464314,-0.017772763,-0.063992147,-0.020478825,0.024241446,0.003016788,0.03464314,-0.177727633,0.116782946,0.072681151,0.253963191,0.166782993,0.284857249,0.081031471,0.080810274,0.26110344,0.106873742,0.28011469,-0.306136098,0.111846372,0.028115292,-0.359204798,-0.016648897,0.910447761,0.960199005,0.940298507,0.905472637,0.975124378,1,0.890547264,NA,0.945273632,NA,NA,NA,0.348258706,NA,0.069651741,NA,NA,NA,1,0.0402
64,Cond64,0.9,1,0.6,0.3,5,120,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,0.01252111,-0.000690605,0.022603326,-0.008295668,0.002892986,-0.022379096,0.020868517,-0.001151009,0.075344419,-0.046087047,0.028929862,-0.223790958,0.102957423,0.079985743,0.403738643,0.137539696,0.413252252,0.089139814,0.070783798,0.227228044,0.119096375,0.280097592,-0.134207017,-0.115044825,-0.437190253,-0.134094526,-0.322211576,0.908163265,0.93877551,0.943877551,0.897959184,0.943877551,1,0.908163265,NA,0.943877551,NA,0.484693878,NA,0.331632653,NA,0.076530612,NA,0.433673469,NA,1,0.0392
65,Cond65,0.45,1,0,0,10,80,1.5,0.4,CSMMA,0,0.3,0,0.1,0.001960867,-0.008780132,-0.004699399,-0.002475322,-0.001034772,0.026013015,0.001960867,-0.014633553,-0.004699399,-0.002475322,-0.010347718,0.260130147,0.054673435,0.039094774,0.207479828,0.07267224,0.310943685,0.057007454,0.04280981,0.147645596,0.063682546,0.200682728,0.04269018,0.09502639,-0.288385778,-0.123701898,-0.354601049,0.938461538,0.957692308,0.940384615,0.905769231,0.95,1,NA,NA,1,NA,NA,NA,0.411538462,NA,0.159615385,NA,NA,NA,1,0.104
66,Cond66,0.45,1,0,0.3,10,80,1.5,0.4,CSMMA,0,0.3,0.3,0.1,-0.002336796,-0.019692084,0.004340969,-0.001086067,0.003232951,0.032381274,-0.002336796,-0.03282014,0.014469897,-0.001086067,0.032329506,0.323812743,0.057738364,0.04171767,0.194614075,0.06886998,0.358942886,0.057047757,0.043208551,0.138473767,0.063699471,0.208311356,-0.011960981,0.035737392,-0.288469923,-0.075076379,-0.419653199,0.940754039,0.958707361,0.922800718,0.942549372,0.938958707,1,NA,NA,1,NA,0.703770197,NA,0.439856373,NA,0.166965889,NA,NA,NA,1,0.1114
67,Cond67,0.45,1,0.6,0,10,80,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.011987562,-0.012697179,0.011723746,0.004771517,-0.002285833,-0.011188014,-0.019979271,-0.021161966,0.011723746,0.004771517,-0.022858326,-0.11188014,0.05473728,0.051968037,0.136716511,0.069555081,0.152517921,0.054285816,0.053229432,0.128254433,0.06233892,0.126088814,-0.008247837,0.024272521,-0.06189507,-0.10374743,-0.17328526,0.924006908,0.949913644,0.960276339,0.929188256,0.944732297,1,0.993091537,NA,0.994818653,NA,NA,NA,0.440414508,NA,0.179620035,NA,NA,NA,1,0.1158
68,Cond68,0.45,1,0.6,0.3,10,80,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,0.000235565,-0.009124765,0.005225079,0.003478664,-0.002025607,0.000493568,0.000392609,-0.015207942,0.017416929,0.019325914,-0.020256067,0.004935675,0.052041634,0.049427432,0.126634841,0.061480534,0.127708006,0.052482767,0.049135327,0.110947672,0.05838869,0.110224821,0.008476532,-0.005909787,-0.123877192,-0.050289797,-0.136899674,0.939849624,0.945488722,0.919172932,0.926691729,0.947368421,0.998120301,0.994360902,NA,0.998120301,NA,0.806390977,NA,0.454887218,NA,0.214285714,NA,0.793233083,NA,1,0.1064
69,Cond69,0.9,1,0,0,10,80,1.5,0.4,CSMMA,0,0.3,0,0.1,0.003766964,-0.014938592,0.024003381,-0.001037726,-0.005068153,0.032176403,0.003766964,-0.024897653,0.024003381,-0.001037726,-0.050681526,0.321764025,0.058380528,0.041019183,0.566106669,0.073378861,0.488564634,0.059012824,0.042964571,0.176450585,0.067059433,0.240528539,0.0108306,0.047426303,-0.688308592,-0.08612056,-0.507683278,0.950664137,0.969639469,0.956356736,0.943074004,0.937381404,1,NA,NA,0.996204934,NA,NA,NA,0.419354839,NA,0.172675522,NA,NA,NA,1,0.1054
70,Cond70,0.9,1,0,0.3,10,80,1.5,0.4,CSMMA,0,0.3,0.3,0.1,-0.006573798,-0.008416065,0.016719327,-0.004257541,-0.000311318,-0.003802497,-0.006573798,-0.014026775,0.05573109,-0.004257541,-0.003113176,-0.038024972,0.056484319,0.042005457,0.282693563,0.066559913,0.284716559,0.05767066,0.043046499,0.145483674,0.063148937,0.178302481,0.021003023,0.024783509,-0.48536616,-0.05124669,-0.373754437,0.956022945,0.954110899,0.904397706,0.942638623,0.931166348,1,NA,NA,0.998087954,NA,0.717017208,NA,0.41873805,NA,0.189292543,NA,NA,NA,1,0.1046
71,Cond71,0.9,1,0.6,0,10,80,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.015303769,-0.016472834,0.016111834,0.008265704,0.000736998,0.002689177,-0.025506282,-0.027454723,0.016111834,0.008265704,0.007369983,0.026891771,0.055137194,0.05126032,0.13141123,0.066588107,0.133482563,0.054423987,0.053008218,0.126075974,0.061766612,0.12180599,-0.012935127,0.034098474,-0.040599698,-0.072407754,-0.087476393,0.948590381,0.951907131,0.938640133,0.938640133,0.960199005,0.998341625,0.986733002,NA,0.99668325,NA,NA,NA,0.44278607,NA,0.169154229,NA,NA,NA,1,0.1206
72,Cond72,0.9,1,0.6,0.3,10,80,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.003717484,0.001308644,-0.007826325,-0.005736424,-0.001046844,-0.000976995,-0.006195807,0.002181073,-0.026087751,-0.031869022,-0.010468437,-0.009769949,0.051238999,0.050681853,0.114879747,0.064410649,0.131303927,0.052801041,0.048775403,0.108391301,0.058909804,0.110707848,0.030485403,-0.037616041,-0.056480331,-0.085402725,-0.156858057,0.957249071,0.93866171,0.933085502,0.927509294,0.957249071,0.998141264,0.992565056,NA,1,NA,0.752788104,NA,0.498141264,NA,0.226765799,NA,0.741635688,NA,1,0.1076
73,Cond73,0.45,1,0,0,10,120,1.5,0.4,CSMMA,0,0.3,0,0.1,-0.006819739,-0.004902908,0.001019305,-0.001655791,-0.003271844,0.010218292,-0.006819739,-0.008171513,0.001019305,-0.001655791,-0.03271844,0.102182918,0.049657729,0.035685611,0.271917383,0.062016025,0.542530502,0.048377936,0.035954548,0.139100806,0.054149099,0.215334068,-0.025772291,0.007536277,-0.488444596,-0.12685311,-0.603093157,0.937190083,0.948760331,0.933884298,0.915702479,0.93553719,1,NA,NA,1,NA,NA,NA,0.510743802,NA,0.211570248,NA,NA,NA,1,0.121
74,Cond74,0.45,1,0,0.3,10,120,1.5,0.4,CSMMA,0,0.3,0.3,0.1,0.000809306,-0.004221588,0.009671233,-0.00155034,0.003724434,-0.013529239,0.000809306,-0.00703598,0.032237442,-0.00155034,0.037244343,-0.135292388,0.050149798,0.034059643,0.181977581,0.064416556,0.254949705,0.047759173,0.035685469,0.115719982,0.053966568,0.162957293,-0.047669677,0.047734687,-0.36409759,-0.1622252,-0.360825724,0.93015873,0.952380952,0.896825397,0.922222222,0.912698413,0.998412698,NA,NA,1,NA,0.798412698,NA,0.53968254,NA,0.238095238,NA,NA,NA,1,0.126
75,Cond75,0.45,1,0.6,0,10,120,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.010982958,-0.007922577,0.008937951,0.004093624,-0.002468601,0.001761544,-0.01830493,-0.013204295,0.008937951,0.004093624,-0.024686008,0.017615442,0.052117702,0.043402202,0.118534889,0.059493926,0.123599618,0.045440705,0.045193074,0.110170565,0.052052143,0.106495671,-0.128113799,0.041262231,-0.070564233,-0.125084744,-0.138381875,0.932053176,0.949778434,0.930576071,0.940915805,0.940915805,1,0.99704579,NA,0.998522895,NA,NA,NA,0.558345643,NA,0.262924668,NA,NA,NA,1,0.1354
76,Cond76,0.45,1,0.6,0.3,10,120,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.003005348,0.001230333,-0.004314021,-0.005040807,0.001037697,0.007591869,-0.005008914,0.002050555,-0.014380071,-0.028004483,0.01037697,0.075918691,0.045007706,0.041318269,0.10524924,0.05394357,0.106132032,0.044488832,0.040619402,0.091180243,0.050698674,0.093692487,-0.011528566,-0.016914237,-0.133673139,-0.060153523,-0.117208211,0.939106901,0.949932341,0.928281461,0.943166441,0.926928281,0.99864682,0.99729364,NA,0.99864682,NA,0.853856563,NA,0.594046008,NA,0.309878214,NA,0.849797023,NA,1,0.1478
77,Cond77,0.9,1,0,0,10,120,1.5,0.4,CSMMA,0,0.3,0,0.1,-0.002376923,-0.003843949,0.005964654,-0.001727339,0.000233759,0.022254916,-0.002376923,-0.006406581,0.005964654,-0.001727339,0.002337594,0.222549162,0.050462518,0.036601842,0.253083942,0.059591955,0.413064145,0.048624484,0.035241351,0.126954278,0.05469194,0.177081174,-0.036423745,-0.037169998,-0.498370868,-0.082226126,-0.571298607,0.936619718,0.940140845,0.917253521,0.931338028,0.917253521,1,NA,NA,1,NA,NA,NA,0.521126761,NA,0.200704225,NA,NA,NA,1,0.1136
78,Cond78,0.9,1,0,0.3,10,120,1.5,0.4,CSMMA,0,0.3,0.3,0.1,0.003231878,-0.005520074,-0.015852281,-0.001547356,-0.004732011,0.001887736,0.003231878,-0.009200124,-0.052840935,-0.001547356,-0.047320111,0.018877362,0.051117185,0.035008914,0.184343386,0.060966754,0.256991531,0.04781212,0.035813445,0.129541724,0.052703112,0.172770867,-0.064656631,0.02298075,-0.297280323,-0.135543418,-0.327717663,0.918644068,0.950847458,0.910169492,0.911864407,0.923728814,1,NA,NA,1,NA,0.761016949,NA,0.518644068,NA,0.218644068,NA,NA,NA,1,0.118
79,Cond79,0.9,1,0.6,0,10,120,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.004072733,-0.008291105,0.018599045,0.010140057,0.00166836,-0.007165729,-0.006787889,-0.013818508,0.018599045,0.010140057,0.016683603,-0.071657291,0.041319685,0.043439066,0.113569073,0.051849393,0.113587945,0.0451967,0.044592902,0.106666929,0.050913743,0.10203337,0.093829754,0.026562171,-0.060774852,-0.01804552,-0.101723602,0.96713615,0.945226917,0.93114241,0.962441315,0.932707355,1,0.998435055,NA,0.998435055,NA,NA,NA,0.58372457,NA,0.234741784,NA,NA,NA,1,0.1278
80,Cond80,0.9,1,0.6,0.3,10,120,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.001788644,-0.005020136,0.00283731,-0.000306994,0.000874796,0.010792627,-0.002981074,-0.008366893,0.0094577,-0.001705523,0.008747964,0.10792627,0.045353235,0.044679354,0.114170172,0.059246232,0.116117994,0.043929899,0.040997166,0.093364833,0.050587514,0.096968397,-0.031383328,-0.082413638,-0.182230957,-0.146147992,-0.164914983,0.938803894,0.940194715,0.9054242,0.923504868,0.930458971,1,0.998609179,NA,0.998609179,NA,0.862308762,NA,0.559109875,NA,0.304589708,NA,0.851182197,NA,1,0.1438
81,Cond81,0.45,1,0,0,30,80,1.5,0.4,CSMMA,0,0.3,0,0.1,-0.003215098,-0.004215888,-0.000168777,-0.000521787,-0.001704739,-0.000699436,-0.003215098,-0.007026479,-0.000168777,-0.000521787,-0.017047394,-0.006994361,0.029902301,0.021529015,0.055147686,0.031366913,0.064365612,0.030109937,0.022009155,0.055337371,0.031663638,0.062114409,0.006943805,0.022301964,0.003439585,0.009459827,-0.034975239,0.940448113,0.948113208,0.938679245,0.950471698,0.94870283,1,NA,NA,1,NA,NA,NA,0.860259434,NA,0.432193396,NA,NA,NA,1,0.3392
82,Cond82,0.45,1,0,0.3,30,80,1.5,0.4,CSMMA,0,0.3,0.3,0.1,-0.00172855,-0.007202964,-0.001911299,-0.000863767,-0.000327718,0.001032926,-0.00172855,-0.01200494,-0.006370996,-0.000863767,-0.003277185,0.010329262,0.030157574,0.021787495,0.051278174,0.029077185,0.060631811,0.029671242,0.022083374,0.050953663,0.030132557,0.057632025,-0.016126344,0.013580231,-0.006328443,0.036295536,-0.049475446,0.945676275,0.954545455,0.930709534,0.953436807,0.94345898,1,NA,NA,1,NA,0.997228381,NA,0.896341463,NA,0.492239468,NA,NA,NA,1,0.3608
83,Cond83,0.45,1,0.6,0,30,80,1.5,0.4,CSMMA,0.3,0.3,0,0.1,-0.00502551,-0.007788815,0.004444352,0.002333385,-0.001168382,-0.001744616,-0.00837585,-0.012981358,0.004444352,0.002333385,-0.011683815,-0.017446156,0.027052147,0.026571115,0.057442888,0.028311999,0.049160786,0.027745642,0.027481767,0.057701243,0.028921574,0.049322014,0.025635515,0.034272227,0.004497601,0.02153062,0.003279605,0.951480781,0.952110901,0.942028986,0.952110901,0.948330183,1,1,NA,1,NA,NA,NA,0.90989288,NA,0.571518589,NA,NA,NA,1,0.3174
84,Cond84,0.45,1,0.6,0.3,30,80,1.5,0.4,CSMMA,0.3,0.3,0.3,0.1,-0.001506037,-0.007032019,0.001310717,0.000316111,-0.00068423,0.00021351,-0.002510061,-0.011720032,0.004369055,0.00175617,-0.006842303,0.002135104,0.026552127,0.025355747,0.049727661,0.028491255,0.043039659,0.027412516,0.025283346,0.05045706,0.028324001,0.043909337,0.032403739,-0.002855402,0.014667884,-0.005870375,0.020206433,0.947621593,0.944949225,0.945483699,0.944414751,0.953500802,1,1,NA,1,NA,0.996793159,NA,0.922501336,NA,0.662747194,NA,0.996793159,NA,1,0.3742
