,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
250,Cond154,0.45,0,0,0.3,5,120,1.5,0.4,PSMMA,-0.00032337,0.301193524,0.110359593,0.099846697,-0.008055734,-0.013346768,-0.009065425,-0.001685676,0.00100882,-0.008055734,-0.022156465,-0.082144418,-0.001685676,0.010103694,0.057609716,0.050400487,0.092835948,0.066356161,0.050311349,0.091315705,0.060583564,0.018533668,0.116243457,-0.001768586,-0.016375583,-0.086994137,0.959276018,0.950226244,0.941176471,0.93438914,1,NA,0.040723982,0.99321267,NA,0.219457014,NA,0.5,NA,NA,0.002262443,1,0.0884
251,Cond155,0.45,0,0.6,0,5,120,1.5,0.4,PSMMA,0.299886602,0.302669805,0.000322363,0.100496843,-0.018987981,-0.013304297,0.011063524,0.005082169,-0.005278252,-0.031658601,-0.021978237,0.011063524,0.005082169,-0.052521572,0.055800662,0.059077257,0.105811499,0.06579295,0.061514461,0.098747457,0.060686718,0.059506256,0.08590112,0.041254507,-0.066760623,-0.077610626,0.947826087,0.953623188,0.936231884,0.956521739,1,0.994202899,NA,0.985507246,NA,NA,0.063768116,0.486956522,NA,NA,0.031884058,1,0.069
252,Cond156,0.45,0,0.6,0.3,5,120,1.5,0.4,PSMMA,0.300171603,0.35659439,0.110107586,0.09992802,-0.013904234,-0.021512864,0.004886326,0.0018142,-0.001226298,-0.023160476,-0.030164333,0.044377744,0.027445322,-0.012271818,0.053117283,0.055514178,0.089053883,0.062162275,0.055369522,0.09498484,0.057263942,0.05715643,0.136784806,-0.002605754,0.06659964,-0.078799118,0.950953678,0.940054496,0.948228883,0.9373297,1,0.997275204,NA,0.997275204,NA,0.237057221,NA,0.514986376,NA,0.207084469,NA,1,0.0734
253,Cond157,0.9,0,0,0,5,120,1.5,0.4,PSMMA,-0.000386978,0.141067382,0.000274925,0.050733113,0.004217876,0.007502383,0.001959659,0.00012409,-0.006759878,0.004217876,0.026591489,0.001959659,0.00012409,-0.133243903,0.052226377,0.054500036,0.100856133,0.070178368,0.055666666,0.094131453,0.065947858,0.014143894,0.187870391,0.021406045,-0.066675962,-0.060282256,0.962546816,0.943820225,0.936329588,0.943820225,1,NA,0.037453184,0.722846442,NA,NA,0.063670412,0.123595506,NA,NA,0,1,0.0534
254,Cond158,0.9,0,0,0.3,5,120,1.5,0.4,PSMMA,0.000246915,0.141241699,0.073123618,0.051208379,0.004371345,0.007572096,0.003601851,-0.000646839,-0.005020091,0.004371345,0.026805455,0.049257015,-0.000646839,-0.09803261,0.051541431,0.049634258,0.108763987,0.058035698,0.053872458,0.09394093,0.062302456,0.017298142,0.22466695,0.085388591,-0.136286438,0.073519541,0.977099237,0.969465649,0.919847328,0.958015267,1,NA,0.022900763,0.763358779,NA,0.183206107,NA,0.145038168,NA,NA,0,1,0.0524
255,Cond159,0.9,0,0.6,0,5,120,1.5,0.4,PSMMA,0.138203685,0.141672098,0.000195698,0.0502248,-0.002394673,0.002936819,0.000309974,-0.00029219,-0.00327778,-0.008663564,0.010364845,0.000309974,-0.00029219,-0.065262179,0.053758357,0.054861679,0.103800849,0.062996839,0.056648165,0.096395758,0.064938041,0.029672614,0.14570624,0.032563458,-0.071339407,0.030814269,0.962343096,0.949790795,0.949790795,0.945606695,1,0.640167364,NA,0.690376569,NA,NA,0.050209205,0.125523013,NA,NA,0,1,0.0478
256,Cond160,0.9,0,0.6,0.3,5,120,1.5,0.4,PSMMA,0.138811677,0.177961614,0.072686429,0.055075816,-0.008445109,-0.010887068,-0.003757786,-0.001748846,-0.00534394,-0.030419304,-0.030588249,-0.05169859,-0.086664684,-0.0970288,0.053574958,0.052731398,0.096710025,0.066341008,0.056114098,0.093581644,0.062747944,0.029049679,0.146584223,0.064149648,-0.03234805,-0.054160524,0.964980545,0.968871595,0.93385214,0.953307393,0.996108949,0.59922179,NA,0.856031128,NA,0.13618677,NA,0.190661479,NA,0.038910506,NA,1,0.0514
257,Cond161,0.45,0,0,0,10,80,1.5,0.4,PSMMA,7.8691597676535e-05,0.29920914,-2.01E-06,0.099488954,0.003959636,-0.008519392,-0.004564541,-0.000854076,0.000232539,0.003959636,-0.014236517,-0.004564541,-0.000854076,0.002337337,0.049879186,0.03905514,0.082503393,0.042489233,0.039669508,0.091084066,0.042692019,0.011398483,0.072852772,0.015730789,0.104003881,0.004772639,0.951298701,0.95021645,0.952380952,0.962121212,1,NA,0.048701299,1,NA,NA,0.047619048,0.670995671,NA,NA,0,1,0.1848
258,Cond162,0.45,0,0,0.3,10,80,1.5,0.4,PSMMA,-0.000141273,0.299750367,0.109582095,0.100301978,0.003450857,-0.012948627,-0.001291401,-0.00085841,-0.00318647,0.003450857,-0.021599018,-0.011784777,-0.00085841,-0.031768767,0.05142043,0.037551516,0.083584221,0.041747371,0.039945892,0.090136123,0.04279,0.015720119,0.046063931,0.063762438,0.078386824,0.02497472,0.953281424,0.959955506,0.944382647,0.955506118,1,NA,0.046718576,1,NA,0.234705228,NA,0.672969967,NA,NA,0.003337041,1,0.1798
259,Cond163,0.45,0,0.6,0,10,80,1.5,0.4,PSMMA,0.300344644,0.299316174,0.000152673,0.099941446,-0.007014601,-0.014960589,0.007551166,0.003604307,5.76742334219236e-05,-0.011677587,-0.024991281,0.007551166,0.003604307,0.00057708,0.046731919,0.046336207,0.08516417,0.042164346,0.049728865,0.095953957,0.042479019,0.057948151,0.056858004,0.073218298,0.126693965,0.007463009,0.946347032,0.957762557,0.96803653,0.950913242,1,1,NA,1,NA,NA,0.033105023,0.678082192,NA,NA,0.023972603,1,0.1752
260,Cond164,0.45,0,0.6,0.3,10,80,1.5,0.4,PSMMA,0.299949565,0.354874354,0.110792069,0.100262943,-0.008553707,-0.002364193,0.003930533,0.000981548,0.000441374,-0.014258575,-0.003331029,0.035476665,0.014768106,0.004402161,0.047051041,0.044497634,0.084440856,0.039059017,0.047076305,0.09397843,0.038914816,0.056472829,0.041513418,0.057950742,0.112949754,-0.003691883,0.948979592,0.961734694,0.955357143,0.950255102,1,1,NA,1,NA,0.275510204,NA,0.75127551,NA,0.262755102,NA,1,0.1568
261,Cond165,0.9,0,0,0,10,80,1.5,0.4,PSMMA,-0.000138583,0.140483743,0.000128009,0.050426085,0.002595108,-4.68E-05,-0.000125761,-0.000217704,-0.000991212,0.002595108,-0.00016662,-0.000125761,-0.000217704,-0.019656729,0.046382806,0.03798265,0.085505124,0.040957251,0.041473807,0.094518633,0.044642858,0.011238917,0.135447197,0.091914531,0.105414845,0.089986675,0.971387697,0.965665236,0.957081545,0.964234621,1,NA,0.028612303,0.919885551,NA,NA,0.042918455,0.200286123,NA,NA,0,1,0.1398
262,Cond166,0.9,0,0,0.3,10,80,1.5,0.4,PSMMA,-0.000404359,0.140131385,0.073242354,0.05055256,-0.001582465,0.003865432,0.000565361,-0.000632526,-0.002115635,-0.001582465,0.013792171,0.007719049,-0.000632526,-0.041850204,0.048216774,0.038771751,0.087931703,0.043039928,0.041255452,0.091604479,0.044367709,0.013420471,0.087026098,0.064059548,0.041768506,0.030849988,0.958966565,0.957446809,0.94224924,0.968085106,1,NA,0.041033435,0.927051672,NA,0.161094225,NA,0.217325228,NA,NA,0,1,0.1316
263,Cond167,0.9,0,0.6,0,10,80,1.5,0.4,PSMMA,0.13907747,0.140306529,-0.000438362,0.050268789,0.001867819,-0.003038597,0.000146201,-0.000372518,-6.76E-05,0.00671503,-0.010828422,0.000146201,-0.000372518,-0.001344656,0.047553457,0.041523828,0.088606848,0.041977516,0.043931241,0.094989394,0.044803871,0.028310794,0.100152393,0.057976656,0.072032196,0.067330191,0.960118168,0.955686854,0.954209749,0.957163959,1,0.76957164,NA,0.892171344,NA,NA,0.045790251,0.199409158,NA,NA,0.007385524,1,0.1354
264,Cond168,0.9,0,0.6,0.3,10,80,1.5,0.4,PSMMA,0.138710654,0.178301479,0.072516104,0.054869748,0.002912478,1.68338993308831e-05,0.003142028,0.000691853,-0.000759165,0.010498393,4.72062807648031e-05,0.043328698,0.034390564,-0.013835775,0.045862228,0.040780378,0.086592153,0.04199808,0.042492949,0.091824362,0.043781397,0.028307842,0.126771801,0.041994982,0.060423593,0.042461882,0.964864865,0.95,0.951351351,0.959459459,0.997297297,0.771621622,NA,0.975675676,NA,0.145945946,NA,0.262162162,NA,0.040540541,NA,1,0.148
265,Cond169,0.45,0,0,0,10,120,1.5,0.4,PSMMA,8.37636701956735e-06,0.300375553,-0.000521652,0.099857892,0.000233165,-0.008739932,0.004599258,-0.000755389,-0.001098769,0.000233165,-0.014548341,0.004599258,-0.000755389,-0.011003329,0.043373717,0.031246178,0.067255236,0.035953783,0.032993682,0.07440129,0.035335564,0.008009237,0.033090503,0.05592696,0.106252753,-0.017194824,0.945619335,0.946626385,0.95367573,0.93856999,1,NA,0.054380665,1,NA,NA,0.04632427,0.782477341,NA,NA,0,1,0.1986
266,Cond170,0.45,0,0,0.3,10,120,1.5,0.4,PSMMA,0.000196488,0.299330185,0.110134496,0.099939495,-0.001319968,-0.005696852,-0.000694425,-0.00078985,0.000224871,-0.001319968,-0.009515999,-0.006305249,-0.00078985,0.002250069,0.044140211,0.034460542,0.065660511,0.03669723,0.033000868,0.073846407,0.035161588,0.012292855,0.02337872,-0.042357836,0.12467,-0.04184628,0.941605839,0.939520334,0.964546403,0.942648592,1,NA,0.059436913,0.998957247,NA,0.329509906,NA,0.810218978,NA,NA,0.002085506,1,0.1918
267,Cond171,0.45,0,0.6,0,10,120,1.5,0.4,PSMMA,0.300026492,0.300110781,0.000452343,0.10029368,-0.008429436,-0.014089668,0.008680647,0.004702132,-0.000632011,-0.014047819,-0.023474111,0.008680647,0.004702132,-0.006301607,0.038519953,0.039054736,0.070859027,0.035609484,0.041738786,0.080472285,0.035242948,0.048189293,0.068945152,0.068725348,0.135667372,-0.010293197,0.950526316,0.954736842,0.957894737,0.942105263,1,1,NA,1,NA,NA,0.041052632,0.803157895,NA,NA,0.035789474,1,0.19
268,Cond172,0.45,0,0.6,0.3,10,120,1.5,0.4,PSMMA,0.299757851,0.35652484,0.110595416,0.099701939,-0.004607492,-0.007907715,0.001883762,4.91011153423772e-05,-0.001027635,-0.007685356,-0.011089991,0.017032912,0.000740549,-0.010307075,0.040167105,0.037432938,0.070427225,0.034389573,0.039347631,0.076466159,0.033612471,0.046062621,0.010515647,0.051149958,0.085747161,-0.022597028,0.950396825,0.95734127,0.956349206,0.949404762,1,1,NA,1,NA,0.333333333,NA,0.831349206,NA,0.327380952,NA,1,0.2016
269,Cond173,0.9,0,0,0,10,120,1.5,0.4,PSMMA,-0.000751451,0.141497498,0.000160041,0.050654183,-0.001504566,-0.001813214,0.003970601,-0.000146435,-0.001978865,-0.001504566,-0.006407229,0.003970601,-0.000146435,-0.039066176,0.039314335,0.033445447,0.066549269,0.037611173,0.034046271,0.075622605,0.036705184,0.007367382,0.096010272,0.017964282,0.136340124,-0.0240883,0.943582511,0.954866008,0.956276446,0.950634697,1,NA,0.056417489,0.966149506,NA,NA,0.043723554,0.318758815,NA,NA,0,1,0.1418
270,Cond174,0.9,0,0,0.3,10,120,1.5,0.4,PSMMA,4.9692478956909e-05,0.140591799,0.073519986,0.050526497,-0.008460265,-0.00029763,0.000360545,-0.000591909,0.000624861,-0.008460265,-0.001058489,0.004904046,-0.000591909,0.012367005,0.03796679,0.032493725,0.068401881,0.035845823,0.033772499,0.075120628,0.036512102,0.009400676,0.134245102,0.039354491,0.098224595,0.018587366,0.9640625,0.95625,0.9609375,0.9546875,1,NA,0.0359375,0.975,NA,0.16875,NA,0.3359375,NA,NA,0.003125,1,0.128
271,Cond175,0.9,0,0.6,0,10,120,1.5,0.4,PSMMA,0.138182005,0.140592006,-0.000223053,0.050537501,0.001201817,-0.002129277,0.002184446,0.000477798,0.002220712,0.004348675,-0.007572541,0.002184446,0.000477798,0.043941854,0.039863783,0.036295156,0.068767172,0.035907552,0.03628208,0.078230071,0.036713848,0.022699933,0.057706158,-0.000360255,0.137607783,0.022454789,0.955555556,0.963492063,0.96031746,0.961904762,1,0.917460317,NA,0.957142857,NA,NA,0.03968254,0.328571429,NA,NA,0.00952381,1,0.126
272,Cond176,0.9,0,0.6,0.3,10,120,1.5,0.4,PSMMA,0.138394791,0.177851913,0.072729711,0.055605321,-0.003121987,-9.33E-05,0.001946767,0.000113846,-0.001571533,-0.011279279,-0.000262255,0.026767142,0.00565529,-0.028262269,0.038057163,0.032162072,0.067039983,0.034447972,0.034827778,0.076525065,0.03551228,0.022461477,0.119381942,0.082883544,0.141483963,0.030896116,0.965957447,0.960283688,0.963120567,0.958865248,1,0.883687943,NA,1,NA,0.168794326,NA,0.353191489,NA,0.078014184,NA,1,0.141
273,Cond177,0.45,0,0,0,30,80,1.5,0.4,PSMMA,-0.000640643,0.302237777,-0.000384775,0.10008084,-0.001530087,-0.011574076,0.000710632,-0.000264736,-0.001105928,-0.001530087,-0.019147301,0.000710632,-0.000264736,-0.011050346,0.028187071,0.020625927,0.046174051,0.021075269,0.021094761,0.051182012,0.021648826,0.003535915,0.058222492,0.022730325,0.10845833,0.027214709,0.955592105,0.95120614,0.964912281,0.957236842,1,NA,0.043311404,1,NA,NA,0.036184211,0.986842105,NA,NA,0,1,0.3648
274,Cond178,0.45,0,0,0.3,30,80,1.5,0.4,PSMMA,-0.000143077,0.299796985,0.11021068,0.099999891,0.00027736,-0.005323815,-0.000592492,-0.000341496,-0.000338828,0.00027736,-0.008879033,-0.005375992,-0.000341496,-0.003388285,0.029094554,0.020992795,0.045888926,0.020691478,0.021090139,0.050879369,0.021508858,0.007259224,0.025922295,0.004637012,0.108750491,0.03950322,0.948842219,0.949380722,0.963381799,0.953688745,1,NA,0.050619278,1,NA,0.593430264,NA,0.989768444,NA,NA,0.004308024,1,0.3714
275,Cond179,0.45,0,0.6,0,30,80,1.5,0.4,PSMMA,0.299841261,0.300136361,0.000211719,0.100323738,-0.005284264,-0.008660193,0.00224336,0.001115333,-0.001159664,-0.008811768,-0.014427098,0.00224336,0.001115333,-0.011559217,0.026785865,0.025702583,0.049253266,0.02110164,0.027028517,0.054578482,0.021617895,0.032594769,0.017677375,0.051587564,0.108119045,0.024465164,0.943577431,0.957983193,0.961584634,0.957983193,1,1,NA,1,NA,NA,0.039015606,0.988595438,NA,NA,0.034813926,1,0.3332
276,Cond180,0.45,0,0.6,0.3,30,80,1.5,0.4,PSMMA,0.300041517,0.357200662,0.110028164,0.100108415,-0.00654604,-0.006592049,0.000641412,-0.000485407,-0.000624794,-0.010908558,-0.009227376,0.005829528,-0.007351757,-0.00624117,0.026809795,0.024600862,0.048170911,0.020107332,0.025557476,0.051914559,0.020305773,0.031038535,0.016403608,0.038885391,0.077715941,0.009869112,0.952023121,0.943352601,0.956069364,0.958959538,1,1,NA,1,NA,0.578034682,NA,0.994797688,NA,0.580924855,NA,1,0.346
277,Cond181,0.9,0,0,0,30,80,1.5,0.4,PSMMA,0.000293065,0.140947274,-5.22E-05,0.050265999,0.001175091,-0.002813556,0.00084691,-7.70E-05,-0.000666216,0.001175091,-0.00998088,0.00084691,-7.70E-05,-0.013253814,0.028028934,0.02156949,0.048760202,0.021537076,0.022073951,0.052691425,0.022559571,0.0036092,0.031638311,0.023387699,0.080623596,0.047476023,0.951939292,0.951096121,0.958684654,0.967116358,1,NA,0.048060708,1,NA,NA,0.041315346,0.612141653,NA,NA,0,1,0.2372
278,Cond182,0.9,0,0,0.3,30,80,1.5,0.4,PSMMA,0.000510618,0.142066542,0.073488989,0.050842704,-0.002835883,-0.005442862,-0.001967829,-0.000259009,-0.000697194,-0.002835883,-0.019156032,-0.026777196,-0.000259009,-0.013712759,0.027301503,0.021489336,0.047799162,0.02148344,0.02212598,0.051775547,0.022611119,0.00523274,0.056423547,0.029626068,0.083189446,0.052490628,0.957903098,0.953931692,0.951548848,0.953931692,1,NA,0.041302621,1,NA,0.292295473,NA,0.611596505,NA,NA,0,1,0.2518
279,Cond183,0.9,0,0.6,0,30,80,1.5,0.4,PSMMA,0.138464018,0.140561424,-0.000307206,0.050783516,-0.002206129,-0.001498496,0.001897061,0.000461114,-0.0014002,-0.007966436,-0.005330396,0.001897061,0.000461114,-0.02757194,0.026776255,0.022115455,0.05080149,0.022408694,0.023413804,0.053766077,0.022767473,0.015109046,0.062961044,0.058707812,0.058356304,0.016010678,0.955920484,0.963699222,0.957649092,0.959377701,1,0.995678479,NA,1,NA,NA,0.042350908,0.606741573,NA,NA,0.023336214,1,0.2314
280,Cond184,0.9,0,0.6,0.3,30,80,1.5,0.4,PSMMA,0.138585936,0.177084877,0.072866455,0.055130766,-0.004045925,0.000874223,8.93471937327601e-05,-0.000191373,-0.000688685,-0.01459717,0.002468372,0.001226177,-0.009475528,-0.012491852,0.02606805,0.021634635,0.046496188,0.021724491,0.022885733,0.052406171,0.022237031,0.015032695,0.093809476,0.057828473,0.127106827,0.023592745,0.964723926,0.956288344,0.961656442,0.95398773,1,0.998466258,NA,1,NA,0.294478528,NA,0.697852761,NA,0.231595092,NA,1,0.2608
281,Cond185,0.45,0,0,0,30,120,1.5,0.4,PSMMA,-0.000477469,0.299469283,-0.00018086,0.099618059,-0.00029711,-0.003148812,0.0001464,-0.000109785,-0.000127345,-0.00029711,-0.00525732,0.0001464,-0.000109785,-0.001278328,0.0245461,0.017960507,0.038412108,0.017919357,0.017720848,0.041783903,0.018104718,0.002487311,0.01745046,-0.013343626,0.087779484,0.010344192,0.944367816,0.942068966,0.956321839,0.948505747,1,NA,0.055172414,1,NA,NA,0.042758621,0.997701149,NA,NA,0,1,0.435
282,Cond186,0.45,0,0,0.3,30,120,1.5,0.4,PSMMA,-0.000273506,0.299975961,0.110972139,0.100420444,0.002453126,-0.003478451,-0.001776494,0.000215105,-0.000148364,0.002453126,-0.005797883,-0.016008472,0.000215105,-0.001477433,0.023703704,0.017578578,0.038151082,0.018769259,0.017780824,0.041381824,0.018147293,0.005801863,0.048129774,0.011505213,0.084682837,-0.033137447,0.954157303,0.952808989,0.956853933,0.941573034,1,NA,0.046292135,1,NA,0.757303371,NA,0.994606742,NA,NA,0.007640449,1,0.445
283,Cond187,0.45,0,0.6,0,30,120,1.5,0.4,PSMMA,0.300083719,0.299662844,0.00012121,0.100530763,-0.00506406,-0.003970861,0.001220468,0.000537603,-0.001411344,-0.008437745,-0.006625547,0.001220468,0.000537603,-0.014038923,0.022517893,0.021698533,0.040596431,0.018117124,0.022530344,0.044255147,0.018187778,0.026430158,0.022293174,0.038334884,0.090124083,0.003899843,0.945725264,0.952929875,0.960134486,0.948607109,1,1,NA,1,NA,NA,0.040345821,0.999039385,NA,NA,0.036503362,1,0.4164
284,Cond188,0.45,0,0.6,0.3,30,120,1.5,0.4,PSMMA,0.300075825,0.356238664,0.110981497,0.100130981,-0.003112075,-0.00454247,0.001984805,0.000680916,-0.000639451,-0.005185482,-0.006375599,0.017884109,0.010223089,-0.006386144,0.022658762,0.02026924,0.038659581,0.01722411,0.021430954,0.042603168,0.01712509,0.025531005,0.012168351,0.057314135,0.102008012,-0.005748913,0.944343066,0.960310219,0.963959854,0.943430657,1,1,NA,1,NA,0.752737226,NA,0.999087591,NA,0.752737226,NA,1,0.4384
285,Cond189,0.9,0,0,0,30,120,1.5,0.4,PSMMA,6.42559592181015e-05,0.141085454,0.000318786,0.050971657,0.001424161,-0.00247549,0.001376719,6.02258415463328e-05,-0.00051445,0.001424161,-0.008773015,0.001376719,6.02258415463328e-05,-0.010092865,0.02208971,0.017474659,0.039224203,0.017732836,0.018083579,0.0428545,0.018560413,0.002354012,0.071892969,0.034845882,0.09255246,0.046669187,0.95879323,0.960264901,0.959529065,0.959529065,1,NA,0.04120677,1,NA,NA,0.04120677,0.791022811,NA,NA,0.000735835,1,0.2718
286,Cond190,0.9,0,0,0.3,30,120,1.5,0.4,PSMMA,0.000530002,0.140170595,0.072811261,0.05121179,-0.001653743,0.001060502,-0.000270748,-0.000153671,-0.001879032,-0.001653743,0.003782899,-0.003718485,-0.000153671,-0.036691396,0.02136348,0.017472871,0.037767868,0.017559347,0.017926072,0.042770613,0.018377248,0.003956584,0.104840293,0.025937413,0.132460328,0.046579269,0.972677596,0.961065574,0.969262295,0.956967213,1,NA,0.027322404,1,NA,0.390710383,NA,0.782786885,NA,NA,0.00068306,1,0.2928
287,Cond191,0.9,0,0.6,0,30,120,1.5,0.4,PSMMA,0.138513462,0.140935366,0.000138387,0.050890438,-0.000305887,-0.000528117,7.4603602561655e-06,-3.83E-05,-0.000146906,-0.001104179,-0.001873615,7.4603602561655e-06,-3.83E-05,-0.00288672,0.022099808,0.018501397,0.038713733,0.01769292,0.019126802,0.04328766,0.018675686,0.012123425,0.059007514,0.033803094,0.118147402,0.055545741,0.966897614,0.957659738,0.962278676,0.955350269,1,1,NA,1,NA,NA,0.037721324,0.785989222,NA,NA,0.026943803,1,0.2598
288,Cond192,0.9,0,0.6,0.3,30,120,1.5,0.4,PSMMA,0.13885814,0.178024822,0.072562797,0.05516102,0.002129761,0.000309177,0.001085748,0.000430424,-0.000448037,0.007668836,0.000868355,0.014962873,0.021358999,-0.008122351,0.022957848,0.0187072,0.038111615,0.017433623,0.018823012,0.043023079,0.018154297,0.012538435,0.016880037,0.006190774,0.128870531,0.041338145,0.949419002,0.949419002,0.973342447,0.96582365,1,1,NA,1,NA,0.408749146,NA,0.846206425,NA,0.372522215,NA,1,0.2926
289,Cond289,0.45,0,0,0,5,80,1,0.6,PSMMA,-0.000359528,0.312339371,0.000234739,0.103418464,0.023405961,-0.020636852,0.020570112,2.52348105036917e-05,0.001614904,0.023405961,-0.033035944,0.020570112,2.52348105036917e-05,0.015615237,0.111580243,0.061986374,0.100578511,0.082222022,0.06307941,0.1096133,0.072236884,0.030071182,0.01181237,0.017633495,0.08982822,-0.121441162,0.936363636,0.959090909,0.963636364,0.918181818,1,NA,0.063636364,0.981818182,NA,NA,0.036363636,0.390909091,NA,NA,0,1,0.044
290,Cond290,0.45,0,0,0.3,5,80,1,0.6,PSMMA,-0.000344712,0.313719273,0.081458505,0.102948627,0.018707972,-0.025195329,0.001706985,0.000320089,0.007168153,0.018707972,-0.040155851,0.020955276,0.000320089,0.069628451,0.11043812,0.062555857,0.104992933,0.110845395,0.06688122,0.109339743,0.075836514,0.035373192,0.028554833,0.069144011,0.041400981,-0.315835232,0.952380952,0.956349206,0.944444444,0.964285714,1,NA,0.047619048,0.964285714,NA,0.138888889,NA,0.424603175,NA,NA,0,1,0.0504
291,Cond291,0.45,0,0.6,0,5,80,1,0.6,PSMMA,0.312782508,0.313873471,-0.000582358,0.103542544,-0.071513031,-0.021299503,0.020910857,0.01281257,0.015744094,-0.114317503,-0.033930078,0.020910857,0.01281257,0.152054347,0.093128159,0.068831479,0.118302703,0.072021301,0.073394607,0.11883068,0.07312205,0.072681593,0.15264181,0.066294202,0.004462936,0.015283653,0.972677596,0.950819672,0.950819672,0.967213115,1,0.765027322,NA,0.978142077,NA,NA,0.049180328,0.486338798,NA,NA,0.010928962,1,0.0366
292,Cond292,0.45,0,0.6,0.3,5,80,1,0.6,PSMMA,0.313710139,0.379449276,0.08219657,0.10251545,-0.076575106,-0.019224198,0.01586588,0.002811066,0.004240002,-0.122047548,-0.02533171,0.193023632,0.054507823,0.041359634,0.112544284,0.067382803,0.110107031,0.071241409,0.069285976,0.112872697,0.068369081,0.072300146,-0.053917881,0.028244208,0.025117971,-0.040318236,0.92,0.953333333,0.953333333,0.946666667,0.986666667,0.706666667,NA,0.986666667,NA,0.146666667,NA,0.466666667,NA,0.04,NA,1,0.03
293,Cond293,0.9,0,0,0,5,80,1,0.6,PSMMA,1.60471362943543e-05,0.14069101,2.15429088505406e-05,0.050393856,-0.000859868,-0.013739277,0.021330887,0.000956457,0.004070018,-0.000859868,-0.048827841,0.021330887,0.000956457,0.080764161,0.118898804,0.064529228,0.104860482,0.088385791,0.067393803,0.115304139,0.076037116,0.033168469,-0.036180894,0.044391898,0.099595737,-0.139713345,0.932142857,0.964285714,0.957142857,0.95,1,NA,0.067857143,0.55,NA,NA,0.042857143,0.103571429,NA,NA,0,1,0.056
294,Cond294,0.9,0,0,0.3,5,80,1,0.6,PSMMA,0.000529716,0.141341266,0.015850564,0.051057693,0.038969177,0.002570368,0.012846171,0.004509648,-0.002646207,0.038969177,0.009092772,0.810455135,0.004509648,-0.05182779,0.115757028,0.054962823,0.117198795,0.075999457,0.067582355,0.116231773,0.075990861,0.035022519,0.00076355,0.229601226,-0.008251121,-0.000113109,0.950672646,0.977578475,0.959641256,0.950672646,1,NA,0.049327354,0.587443946,NA,0.058295964,NA,0.121076233,NA,NA,0.004484305,1,0.0446
295,Cond295,0.9,0,0.6,0,5,80,1,0.6,PSMMA,0.139145551,0.140997763,0.000149885,0.050990058,-0.022467686,0.002264629,0.016994762,0.001402148,-0.006885265,-0.080734474,0.008030727,0.016994762,0.001402148,-0.135031524,0.103137181,0.071640142,0.110099588,0.082667877,0.066924742,0.114475523,0.076345609,0.042237155,0.080985515,-0.065820643,0.039745248,-0.076477926,0.957805907,0.945147679,0.953586498,0.949367089,1,0.223628692,NA,0.573839662,NA,NA,0.046413502,0.126582278,NA,NA,0,1,0.0474
296,Cond296,0.9,0,0.6,0.3,5,80,1,0.6,PSMMA,0.139515709,0.186571776,0.015446881,0.055661874,-0.035009903,-0.00208144,0.018252546,0.003678224,-0.004954249,-0.125469395,-0.00557812,1.18163316,0.853383652,-0.089006143,0.107995652,0.064199298,0.104535537,0.07593443,0.070716814,0.114158045,0.079175148,0.040896364,0.03713426,0.101520056,0.09205012,0.042677843,0.96,0.955555556,0.973333333,0.973333333,1,0.195555556,NA,0.76,NA,0.04,NA,0.128888889,NA,0,NA,1,0.045
297,Cond297,0.45,0,0,0,5,120,1,0.6,PSMMA,2.75021958800367e-05,0.313502391,3.35283436895744e-05,0.10343575,0.025670971,-0.026939988,0.016096335,0.001362526,0.007403186,0.025670971,-0.042966161,0.016096335,0.001362526,0.071572793,0.098749763,0.050784917,0.07891168,0.066171624,0.051585109,0.089787845,0.060714273,0.020748063,-0.061118034,0.015756489,0.137827067,-0.082472687,0.9342723,0.948356808,0.96713615,0.929577465,1,NA,0.0657277,0.990610329,NA,NA,0.03286385,0.563380282,NA,NA,0,1,0.0426
298,Cond298,0.45,0,0,0.3,5,120,1,0.6,PSMMA,-0.000366359,0.313436041,0.081936237,0.103224002,0.029300589,-0.024889785,0.005092576,0.003465578,0.002216593,0.029300589,-0.039704728,0.06215292,0.003465578,0.021473622,0.100169227,0.046236457,0.082513055,0.063726975,0.053201163,0.088899671,0.060894666,0.02631593,-0.078786966,0.150632345,0.077401282,-0.044444423,0.912280702,0.98245614,0.969298246,0.956140351,1,NA,0.087719298,1,NA,0.153508772,NA,0.552631579,NA,NA,0,1,0.0456
