,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
98,Cond290,0.45,0,0,0.3,5,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.01455432,-0.010664375,-0.022556853,0.003449556,0.00478576,0.01455432,-0.017773958,-0.075189511,0.003449556,0.047857597,0.107559792,0.06674878,0.101381836,0.074415327,0.06852407,0.10276093,0.075970081,0.067817514,0.055636887,0.026596589,0.013602974,0.020892926,0.968181818,0.954545455,0.95,0.959090909,1,NA,NA,0.968181818,NA,0.736363636,NA,0.372727273,NA,NA,NA,1,0.044
99,Cond291,0.45,0,0.6,0,5,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.065750936,-0.012241913,0.014664927,0.007256839,-0.005903568,-0.109584894,-0.020403189,0.014664927,0.007256839,-0.059035682,0.097610989,0.081393793,0.134301854,0.077793148,0.074251597,0.117049161,0.072528288,0.071416906,0.094246024,-0.087748663,-0.128462055,-0.067677682,0.942307692,0.929487179,0.91025641,0.942307692,1,0.730769231,NA,0.948717949,NA,NA,NA,0.33974359,NA,NA,NA,1,0.0312
100,Cond292,0.45,0,0.6,0.3,5,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.052130918,0.002496685,-0.024160029,-0.030968395,-0.01135939,-0.086884863,0.004161142,-0.080533428,-0.172046639,-0.113593897,0.107112949,0.068135991,0.099739365,0.076490621,0.073462136,0.105169323,0.069211541,0.089120709,-0.022647822,0.078169344,0.054441479,-0.095163034,0.940789474,0.940789474,0.947368421,0.940789474,0.986842105,0.743421053,NA,0.940789474,NA,0.717105263,NA,0.407894737,NA,0.328947368,NA,1,0.0304
101,Cond293,0.9,0,0,0,5,80,1,0.6,CSMMA,0,0.3,0,0.1,0.02031342,-0.001991335,0.027465741,-0.004711015,-0.003838552,0.02031342,-0.003318891,0.027465741,-0.004711015,-0.038385523,0.118557122,0.061341052,0.114798062,0.072411338,0.0648442,0.111383819,0.076750447,0.034069585,-0.03104032,0.057109347,-0.029741296,0.059923056,0.919117647,0.948529412,0.922794118,0.977941176,1,NA,NA,0.970588235,NA,NA,NA,0.319852941,NA,NA,NA,1,0.0544
102,Cond294,0.9,0,0,0.3,5,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.019798031,-0.019109013,-0.029219293,0.003885717,-0.004230513,0.019798031,-0.031848355,-0.097397645,0.003885717,-0.04230513,0.114468604,0.062058089,0.102974674,0.075664654,0.068439836,0.103172464,0.075021194,0.066692098,-0.011455383,0.102835065,0.001920764,-0.008504103,0.937777778,0.986666667,0.942222222,0.955555556,1,NA,NA,0.977777778,NA,0.733333333,NA,0.377777778,NA,NA,NA,1,0.045
103,Cond295,0.9,0,0.6,0,5,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.091013537,0.000147769,0.020799718,0.009656749,-0.000151251,-0.151689228,0.000246281,0.020799718,0.009656749,-0.001512514,0.098974119,0.071959956,0.128351295,0.068127322,0.071877748,0.116246964,0.074675525,0.067393212,0.086212229,-0.001142411,-0.094306257,0.096117128,0.9375,0.943181818,0.892045455,0.971590909,1,0.659090909,NA,0.977272727,NA,NA,NA,0.323863636,NA,NA,NA,1,0.0352
104,Cond296,0.9,0,0.6,0.3,5,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.078048357,0.029659247,-0.025606539,-0.035995317,0.004584621,-0.130080595,0.049432079,-0.085355131,-0.199973983,0.04584621,0.103960641,0.071401366,0.10971103,0.068736027,0.072370678,0.103734981,0.068540175,0.086148865,0.013182748,0.013575541,-0.054470819,-0.002849329,0.936170213,0.936170213,0.921985816,0.957446809,0.957446809,0.631205674,NA,0.985815603,NA,0.737588652,NA,0.368794326,NA,0.304964539,NA,1,0.0282
105,Cond297,0.45,0,0,0,5,120,1,0.6,CSMMA,0,0.3,0,0.1,0.021015233,-0.023967314,0.015210804,-0.002100508,0.006441011,0.021015233,-0.039945523,0.015210804,-0.002100508,0.064410105,0.111833815,0.051150869,0.091909763,0.077955226,0.053093335,0.090529906,0.06258211,0.023769539,-0.170227456,0.03797522,-0.015013176,-0.197204435,0.871428571,0.938095238,0.942857143,0.942857143,1,NA,NA,0.985714286,NA,NA,NA,0.519047619,NA,NA,NA,1,0.042
106,Cond298,0.45,0,0,0.3,5,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.034027656,-0.009603199,-0.027037207,0.008674365,0.002934103,0.034027656,-0.016005332,-0.090124022,0.008674365,0.029341027,0.094765542,0.052322522,0.089780949,0.071779622,0.056521873,0.082273471,0.065165463,0.05307899,-0.034865037,0.080258962,-0.083619953,-0.092145357,0.945544554,0.955445545,0.915841584,0.940594059,1,NA,NA,0.99009901,NA,0.881188119,NA,0.475247525,NA,NA,NA,1,0.0404
107,Cond299,0.45,0,0.6,0,5,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.082271037,-0.022988432,0.021775356,0.011332475,-0.002352374,-0.137118394,-0.038314054,0.021775356,0.011332475,-0.023523742,0.084435823,0.051246978,0.103257214,0.067814487,0.058658629,0.094949931,0.062973275,0.053070395,0.035587646,0.14462611,-0.080452327,-0.071389052,0.939226519,0.955801105,0.906077348,0.939226519,1,0.79558011,NA,1,NA,NA,NA,0.502762431,NA,NA,NA,1,0.0362
108,Cond300,0.45,0,0.6,0.3,5,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.063380846,0.023702532,-0.042618553,-0.045617693,0.00209269,-0.105634743,0.03950422,-0.142061843,-0.253431627,0.020926897,0.095661722,0.05443624,0.091184617,0.061203143,0.061513292,0.087688074,0.058179136,0.070218239,-0.089036726,0.130006265,-0.038345758,-0.04940935,0.945945946,0.990990991,0.945945946,0.918918919,0.981981982,0.828828829,NA,0.981981982,NA,0.774774775,NA,0.504504505,NA,0.387387387,NA,1,0.0222
109,Cond301,0.9,0,0,0,5,120,1,0.6,CSMMA,0,0.3,0,0.1,-0.002001223,-0.01496676,0.030672669,-0.003212705,0.004625135,-0.002001223,-0.0249446,0.030672669,-0.003212705,0.046251353,0.104763773,0.05120464,0.097158307,0.0779366,0.558454798,0.295221326,0.600686913,0.064150505,1.775877073,9.906331786,2.038559796,6.707378985,0.889447236,0.964824121,0.914572864,0.899497487,1,NA,NA,0.979899497,NA,NA,NA,0.477386935,NA,NA,NA,1,0.0398
110,Cond302,0.9,0,0,0.3,5,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.012835588,-0.011689907,-0.021557797,0.003130593,-0.001626527,0.012835588,-0.019483178,-0.071859324,0.003130593,-0.016265271,0.096624269,0.05351029,0.078577383,0.065764846,0.054790348,0.081261991,0.061078698,0.052961641,-0.063917374,0.023921714,0.03416514,-0.071256122,0.934010152,0.959390863,0.934010152,0.964467005,1,NA,NA,0.984771574,NA,0.918781726,NA,0.456852792,NA,NA,NA,1,0.0394
111,Cond303,0.9,0,0.6,0,5,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.102559897,-0.031548914,0.026666517,0.015084714,-0.002127892,-0.170933162,-0.052581523,0.026666517,0.015084714,-0.021278923,0.087120866,0.058108719,0.108367906,0.058150409,0.05926286,0.095557673,0.058646321,0.052604812,0.019316439,0.019861759,-0.11821058,0.008528091,0.913265306,0.948979592,0.918367347,0.954081633,1,0.785714286,NA,0.994897959,NA,NA,NA,0.494897959,NA,NA,NA,1,0.0392
112,Cond304,0.9,0,0.6,0.3,5,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.078007642,0.017320515,-0.031548437,-0.041317734,-0.007347935,-0.130012737,0.028867525,-0.105161458,-0.229542968,-0.073479351,0.095716603,0.052188241,0.093180094,0.049119263,0.062939847,0.087309923,0.057831774,0.070702547,-0.080274665,0.206015873,-0.062998117,0.177374643,0.898989899,0.97979798,0.909090909,0.97979798,0.97979798,0.818181818,NA,0.98989899,NA,0.787878788,NA,0.434343434,NA,0.444444444,NA,1,0.0198
113,Cond305,0.45,0,0,0,10,80,1,0.6,CSMMA,0,0.3,0,0.1,0.02014614,-0.016777128,0.030457728,-0.000195619,0.001815229,0.02014614,-0.02796188,0.030457728,-0.000195619,0.018152289,0.111840053,0.045180079,0.111985209,0.044619796,0.044084674,0.109055194,0.041620896,0.032333326,0.005692848,-0.024245312,-0.0261643,-0.067210098,0.957446809,0.941489362,0.925531915,0.941489362,1,NA,NA,1,NA,NA,NA,0.707446809,NA,NA,NA,1,0.0376
114,Cond306,0.45,0,0,0.3,10,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.011100257,-0.022213464,-0.021550034,-0.001269936,-0.003466114,0.011100257,-0.03702244,-0.071833446,-0.001269936,-0.034661137,0.124997109,0.052110263,0.103443261,0.048224343,0.052550286,0.10234157,0.043449156,0.068001769,-0.111526806,0.008444066,-0.010650193,-0.099020262,0.923529412,0.947058824,0.935294118,0.935294118,1,NA,NA,1,NA,0.782352941,NA,0.623529412,NA,NA,NA,1,0.034
115,Cond307,0.45,0,0.6,0,10,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.073255446,-0.013435709,0.003592849,0.000819739,0.00015348,-0.12209241,-0.022392848,0.003592849,0.000819739,0.001534801,0.098815867,0.050678319,0.115519914,0.03739834,0.05428838,0.114885694,0.044759369,0.066979923,0.061248155,0.071234827,-0.00549014,0.196827717,0.926174497,0.979865772,0.939597315,0.966442953,1,0.691275168,NA,0.993288591,NA,NA,NA,0.604026846,NA,NA,NA,1,0.0298
116,Cond308,0.45,0,0.6,0.3,10,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.068733338,0.034391106,-0.03605708,-0.040892015,-0.002498958,-0.114555563,0.057318509,-0.120190267,-0.227177863,-0.024989575,0.09643242,0.050040151,0.102952765,0.038560549,0.0565535,0.102731028,0.039418574,0.083621988,0.06626391,0.130162461,-0.002153778,0.022251371,0.921212121,0.927272727,0.921212121,0.963636364,1,0.739393939,NA,1,NA,0.684848485,NA,0.690909091,NA,0.321212121,NA,1,0.033
117,Cond309,0.9,0,0,0,10,80,1,0.6,CSMMA,0,0.3,0,0.1,0.028445486,-0.014899607,0.018652771,-0.001363728,0.002955785,0.028445486,-0.024832679,0.018652771,-0.001363728,0.02955785,0.114454971,0.040449765,0.122418731,0.040250349,0.044393524,0.109706247,0.042370863,0.033852561,-0.013290075,0.0974977,-0.103844265,0.052683113,0.952380952,0.978835979,0.915343915,0.952380952,1,NA,NA,1,NA,NA,NA,0.740740741,NA,NA,NA,1,0.0378
118,Cond310,0.9,0,0,0.3,10,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.018824842,-0.014111718,-0.027929327,0.003457545,0.004425074,0.018824842,-0.02351953,-0.093097756,0.003457545,0.044250739,0.121892673,0.051688696,0.095110269,0.046241766,0.051661821,0.102678797,0.044626143,0.067128157,-0.084069224,-0.000519947,0.079576351,-0.034938624,0.903030303,0.96969697,0.975757576,0.96969697,1,NA,NA,1,NA,0.739393939,NA,0.666666667,NA,NA,NA,1,0.033
119,Cond311,0.9,0,0.6,0,10,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.05754618,-0.02698602,0.030115426,0.011251083,0.002267373,-0.0959103,-0.0449767,0.030115426,0.011251083,0.022673725,0.08717919,0.04951153,0.114114754,0.040745857,0.054199273,0.116028774,0.042015747,0.069055556,0.213041214,0.094679845,0.016772763,0.031166115,0.984375,0.963541667,0.9375,0.942708333,1,0.697916667,NA,1,NA,NA,NA,0.671875,NA,NA,NA,1,0.0384
120,Cond312,0.9,0,0.6,0.3,10,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.095629013,0.028328534,-0.026678523,-0.043365313,0.000756101,-0.159381688,0.047214223,-0.088928409,-0.240918408,0.007561009,0.103429822,0.055549944,0.107343989,0.042317305,0.05670619,0.102890041,0.041617732,0.085211585,0.00088858,0.02081454,-0.041492294,-0.0165316,0.940740741,0.933333333,0.925925926,0.955555556,0.97037037,0.666666667,NA,0.985185185,NA,0.696296296,NA,0.711111111,NA,0.244444444,NA,1,0.027
121,Cond313,0.45,0,0,0,10,120,1,0.6,CSMMA,0,0.3,0,0.1,0.02298319,-0.00447233,0.018585816,-0.000956876,-0.001589129,0.02298319,-0.007453884,0.018585816,-0.000956876,-0.015891292,0.094858905,0.034022492,0.101293607,0.034441566,0.036202033,0.090324274,0.03742978,0.023416179,-0.01331307,0.064061743,-0.108292452,0.086761854,0.94295302,0.953020134,0.879194631,0.976510067,1,NA,NA,1,NA,NA,NA,0.748322148,NA,NA,NA,1,0.0596
122,Cond314,0.45,0,0,0.3,10,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.038766775,-0.005825852,-0.027209703,0.009765265,-0.000240492,0.038766775,-0.009709754,-0.090699009,0.009765265,-0.002404918,0.093842271,0.039353502,0.084542892,0.032347912,0.041340517,0.082022558,0.034983935,0.05228364,-0.03622723,0.050491438,-0.029811295,0.081489737,0.942982456,0.969298246,0.934210526,0.947368421,1,NA,NA,1,NA,0.890350877,NA,0.807017544,NA,NA,NA,1,0.0456
123,Cond315,0.45,0,0.6,0,10,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.102338784,-0.016805812,0.022008248,0.012042952,-0.00185591,-0.17056464,-0.028009687,0.022008248,0.012042952,-0.018559102,0.087186649,0.043926805,0.104148692,0.034518131,0.043064692,0.091659226,0.036451056,0.049685314,-0.021899195,-0.019626111,-0.119919568,0.055997371,0.897321429,0.928571429,0.897321429,0.964285714,1,0.8125,NA,1,NA,NA,NA,0.772321429,NA,NA,NA,1,0.0448
124,Cond316,0.45,0,0.6,0.3,10,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.049269222,0.010593602,-0.023506606,-0.025776248,-0.004996259,-0.082115369,0.017656004,-0.078355354,-0.143201378,-0.04996259,0.090588369,0.045750179,0.089983377,0.033844726,0.047020613,0.084300692,0.034101751,0.069604751,-0.07048257,0.027768933,-0.063152607,0.007594237,0.916666667,0.942307692,0.923076923,0.961538462,0.980769231,0.852564103,NA,1,NA,0.865384615,NA,0.833333333,NA,0.576923077,NA,1,0.0312
125,Cond317,0.9,0,0,0,10,120,1,0.6,CSMMA,0,0.3,0,0.1,0.030672886,-0.003246866,0.016423832,-0.000625707,0.000874815,0.030672886,-0.005411444,0.016423832,-0.000625707,0.008748153,0.094115305,0.031320238,0.089317517,0.032838142,0.03553777,0.088610296,0.03572785,0.02127765,-0.02672304,0.134658392,-0.007918057,0.087998503,0.949275362,0.967391304,0.934782609,0.963768116,1,NA,NA,1,NA,NA,NA,0.822463768,NA,NA,NA,1,0.0552
126,Cond318,0.9,0,0,0.3,10,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.002761555,0.001662376,-0.042424744,-0.000520913,0.000493172,0.002761555,0.002770627,-0.141415812,-0.000520913,0.00493172,0.097597411,0.044554846,0.092248786,0.037341228,0.040775844,0.082824429,0.036383011,0.049812205,-0.072220617,-0.084816847,-0.102162388,-0.025661105,0.924444444,0.928888889,0.893333333,0.964444444,1,NA,NA,1,NA,0.826666667,NA,0.786666667,NA,NA,NA,1,0.045
127,Cond319,0.9,0,0.6,0,10,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.100908406,-0.014667615,0.015039757,0.006235691,-0.003876929,-0.168180677,-0.024446024,0.015039757,0.006235691,-0.03876929,0.091345577,0.044685433,0.104914896,0.034723917,0.043245008,0.094883514,0.035952632,0.052182989,-0.03898549,-0.032234784,-0.095614461,0.035385277,0.907258065,0.947580645,0.927419355,0.967741935,1,0.762096774,NA,1,NA,NA,NA,0.75,NA,NA,NA,1,0.0496
128,Cond320,0.9,0,0.6,0.3,10,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.072834415,0.034550795,-0.027774951,-0.038765781,0.0007151,-0.121390691,0.057584658,-0.09258317,-0.215365449,0.007151001,0.103062779,0.051398093,0.099732575,0.03856316,0.04851144,0.085331506,0.035392774,0.070554667,-0.167990293,-0.056162652,-0.144396838,-0.082212804,0.882758621,0.889655172,0.896551724,0.965517241,0.986206897,0.779310345,NA,1,NA,0.806896552,NA,0.834482759,NA,0.489655172,NA,1,0.029
129,Cond321,0.45,0,0,0,30,80,1,0.6,CSMMA,0,0.3,0,0.1,-0.001055043,-0.006699126,0.00410942,-0.000520374,-0.00136015,-0.001055043,-0.011165211,0.00410942,-0.000520374,-0.013601495,0.070080311,0.021475675,0.068988361,0.022508822,0.022358245,0.07421703,0.021639155,0.01301244,0.070239789,0.041096264,0.075790585,-0.03863672,0.95177665,0.95177665,0.953468697,0.934010152,1,NA,NA,1,NA,NA,NA,0.987309645,NA,NA,NA,1,0.2364
130,Cond322,0.45,0,0,0.3,30,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.004090368,-0.006479616,-0.008599652,0.000502188,-0.000561656,0.004090368,-0.01079936,-0.028665508,0.000502188,-0.005616562,0.069261035,0.029574741,0.063173002,0.021329959,0.029787957,0.069750493,0.0215514,0.044286043,0.066376619,0.007209383,0.104118705,0.010381688,0.953636364,0.952727273,0.956363636,0.946363636,1,NA,NA,1,NA,0.966363636,NA,0.989090909,NA,NA,NA,1,0.22
131,Cond323,0.45,0,0.6,0,30,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.012426068,-0.010020136,0.005453582,0.002861287,-0.00223349,-0.020710113,-0.016700226,0.005453582,0.002861287,-0.0223349,0.066750573,0.031859153,0.075020011,0.021276069,0.032909004,0.079750487,0.021773648,0.048682544,0.046284674,0.032952885,0.063056194,0.023386774,0.947754354,0.956003666,0.944087993,0.956920257,1,0.970669111,NA,1,NA,NA,NA,0.982584785,NA,NA,NA,1,0.2182
132,Cond324,0.45,0,0.6,0.3,30,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.009764836,-0.003530009,-0.002882648,-0.004158331,-5.56E-05,-0.016274726,-0.005883348,-0.009608826,-0.023101841,-0.00055621,0.062362917,0.033987884,0.062269418,0.019812828,0.035714463,0.070952098,0.020423577,0.059582439,0.115916123,0.05079986,0.139437302,0.03082594,0.959395656,0.949952786,0.963172805,0.957507082,0.997167139,0.974504249,NA,1,NA,0.97733711,NA,0.993389991,NA,0.926345609,NA,1,0.2118
133,Cond325,0.9,0,0,0,30,80,1,0.6,CSMMA,0,0.3,0,0.1,-3.41E-05,-0.005910197,0.001276003,-0.000909432,-0.000298728,-3.41E-05,-0.009850328,0.001276003,-0.000909432,-0.002987275,0.07341294,0.020656203,0.067500709,0.020795983,0.022378491,0.074838348,0.021708987,0.013406477,0.032161573,0.083378757,0.108704624,0.043902898,0.938596491,0.965789474,0.947368421,0.964912281,1,NA,NA,1,NA,NA,NA,0.987719298,NA,NA,NA,1,0.228
134,Cond326,0.9,0,0,0.3,30,80,1,0.6,CSMMA,0,0.3,0.3,0.1,0.002690838,-0.006382117,-0.010127066,0.000242126,-0.001246765,0.002690838,-0.010636861,-0.033756888,0.000242126,-0.012467647,0.068202868,0.028044601,0.065913307,0.02163559,0.029749017,0.068799501,0.021841477,0.044097932,0.085264404,0.060775178,0.043787732,0.009516117,0.949168207,0.962107209,0.941774492,0.945471349,1,NA,NA,1,NA,0.972273567,NA,0.990757856,NA,NA,NA,1,0.2164
135,Cond327,0.9,0,0.6,0,30,80,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.013335951,-0.007085679,0.00385803,0.001564282,-0.000920772,-0.022226585,-0.011809465,0.00385803,0.001564282,-0.009207723,0.066749999,0.031273725,0.074061522,0.020959251,0.032989328,0.080572636,0.021618323,0.049072825,0.044427852,0.054857658,0.087914946,0.031445385,0.934472934,0.969610636,0.949667616,0.96011396,1,0.972459639,NA,1,NA,NA,NA,0.990503324,NA,NA,NA,1,0.2106
136,Cond328,0.9,0,0.6,0.3,30,80,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.014400596,-0.002388736,-0.002849219,-0.006192998,8.58944919929506e-05,-0.024000994,-0.003981227,-0.009497397,-0.034405542,0.000858945,0.062528653,0.0330973,0.065332689,0.020726016,0.035660343,0.071398303,0.020430562,0.059495666,0.089329147,0.077439631,0.092841953,-0.014255246,0.953831948,0.951985226,0.948291782,0.944598338,0.996306556,0.974145891,NA,1,NA,0.961218837,NA,0.994459834,NA,0.914127424,NA,1,0.2166
137,Cond329,0.45,0,0,0,30,120,1,0.6,CSMMA,0,0.3,0,0.1,-0.001015929,-0.003916302,0.002358602,-0.000402924,0.000413669,-0.001015929,-0.00652717,0.002358602,-0.000402924,0.004136686,0.057480532,0.017663992,0.059313153,0.017918279,0.018564164,0.062438297,0.01836456,0.009275631,0.104333949,0.050960835,0.052688882,0.024906449,0.957317073,0.957317073,0.949695122,0.954268293,1,NA,NA,1,NA,NA,NA,0.997713415,NA,NA,NA,1,0.2624
138,Cond330,0.45,0,0,0.3,30,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.006045486,-0.00466303,-0.004828485,0.001409392,-0.000788606,0.006045486,-0.007771717,-0.016094949,0.001409392,-0.007886058,0.058111316,0.024165144,0.055635446,0.017739671,0.025137235,0.057020457,0.018108575,0.037297195,0.066227441,0.040226984,0.024894407,0.020795441,0.941974378,0.951770912,0.936699322,0.957045968,1,NA,NA,1,NA,0.996985682,NA,0.998492841,NA,NA,NA,1,0.2654
139,Cond331,0.45,0,0.6,0,30,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.008251879,-0.005176833,0.002526308,0.001019308,-0.000266373,-0.013753131,-0.008628055,0.002526308,0.001019308,-0.002663731,0.053861893,0.025732709,0.060280658,0.018045837,0.027318329,0.066191349,0.018374033,0.039934937,0.071649457,0.06161888,0.098052866,0.018186759,0.948635634,0.954253612,0.945425361,0.95505618,1,0.993579454,NA,1,NA,NA,NA,0.996789727,NA,NA,NA,1,0.2492
140,Cond332,0.45,0,0.6,0.3,30,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.005979701,-0.004120442,0.00050838,-0.001723394,-0.000203559,-0.009966168,-0.006867403,0.001694599,-0.009574411,-0.00203559,0.055578132,0.029205957,0.057535497,0.017018061,0.029952074,0.059295842,0.017244782,0.049761565,0.020207591,0.025546733,0.030595793,0.013322391,0.934650456,0.950607903,0.924772036,0.939969605,0.997720365,0.999240122,NA,1,NA,0.994680851,NA,0.998480243,NA,0.989361702,NA,1,0.2632
141,Cond333,0.9,0,0,0,30,120,1,0.6,CSMMA,0,0.3,0,0.1,-0.006718477,-0.004671425,-0.000245335,-0.000461623,-0.000468347,-0.006718477,-0.007785708,-0.000245335,-0.000461623,-0.00468347,0.060327752,0.017953437,0.059542556,0.01809413,0.018596041,0.062618308,0.018357293,0.009580463,0.050820002,0.035792809,0.051656365,0.014544148,0.94598888,0.953931692,0.938046068,0.950754567,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,0.2518
142,Cond334,0.9,0,0,0.3,30,120,1,0.6,CSMMA,0,0.3,0.3,0.1,0.00638231,-0.00627126,-0.004706328,0.001463737,0.00059043,0.00638231,-0.0104521,-0.015687758,0.001463737,0.005904301,0.057386201,0.023382316,0.055600735,0.018483518,0.025184357,0.058460066,0.018170752,0.037441211,0.084944858,0.0770685,0.051426134,-0.016921368,0.951908397,0.960305344,0.938167939,0.940458015,1,NA,NA,1,NA,0.990076336,NA,0.999236641,NA,NA,NA,1,0.262
143,Cond335,0.9,0,0.6,0,30,120,1,0.6,CSMMA,0.3,0.3,0,0.1,-0.012027487,-0.004374051,0.001016664,9.85566680385401e-05,-8.63E-05,-0.020045811,-0.007290085,0.001016664,9.85566680385401e-05,-0.000862638,0.056806218,0.025901581,0.062125073,0.017752116,0.027467133,0.066847317,0.018281743,0.040315763,0.029734932,0.06044233,0.076011891,0.029834585,0.935980551,0.954619125,0.94732577,0.952998379,1,0.993517018,NA,1,NA,NA,NA,0.999189627,NA,NA,NA,1,0.2468
144,Cond336,0.9,0,0.6,0.3,30,120,1,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.003280771,-0.001061978,-0.001445114,-0.001956148,-0.000390201,-0.005467952,-0.001769963,-0.004817045,-0.010867491,-0.003902014,0.053826914,0.029245549,0.059647864,0.018011403,0.030245794,0.06106124,0.017125915,0.050537628,0.062832309,0.034201603,0.023695337,-0.049162619,0.947924528,0.949433962,0.931320755,0.937358491,0.996981132,0.996226415,NA,1,NA,0.990943396,NA,1,NA,0.977358491,NA,1,0.265
145,Cond337,0.45,0,0,0,5,80,1.5,0.6,CSMMA,0,0.3,0,0.1,0.029296655,-0.000212207,0.014596468,-0.001317807,-0.004830237,0.029296655,-0.000353679,0.014596468,-0.001317807,-0.048302374,0.112451774,0.06741477,0.11570084,0.095037077,0.066049943,0.109917941,0.079954683,0.032512921,0.007948439,-0.020245226,-0.049981476,-0.158700106,0.956043956,0.945054945,0.912087912,0.956043956,1,NA,NA,0.985347985,NA,NA,NA,0.351648352,NA,NA,NA,1,0.0546
146,Cond338,0.45,0,0,0.3,5,80,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.030867638,-0.014060128,-0.040247665,0.006857747,0.006676896,0.030867638,-0.023433547,-0.134158884,0.006857747,0.066768961,0.10415017,0.065863065,0.098651993,0.08420021,0.067750415,0.104234375,0.074922383,0.064710625,0.096159598,0.028655661,0.056586609,-0.110187691,0.962616822,0.957943925,0.953271028,0.948598131,1,NA,NA,0.962616822,NA,0.691588785,NA,0.373831776,NA,NA,NA,1,0.0428
147,Cond339,0.45,0,0.6,0,5,80,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.123063048,-0.018938749,0.010924134,0.006743057,-0.004280055,-0.20510508,-0.031564581,0.010924134,0.006743057,-0.042800548,0.103865174,0.065488231,0.120968035,0.069835165,0.071115446,0.117094862,0.073167381,0.063484413,0.053390416,0.085927115,-0.032018148,0.047715445,0.923976608,0.947368421,0.941520468,0.953216374,1,0.590643275,NA,0.959064327,NA,NA,NA,0.321637427,NA,NA,NA,1,0.0342
148,Cond340,0.45,0,0.6,0.3,5,80,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.08644178,0.010738287,-0.036530366,-0.039998134,0.004469294,-0.144069634,0.017897145,-0.121767886,-0.222211857,0.044692941,0.106682259,0.085121161,0.116413434,0.087768491,0.071708717,0.105165711,0.072170261,0.083674054,-0.000959635,-0.157568857,-0.096618772,-0.177720161,0.953642384,0.894039735,0.894039735,0.966887417,0.960264901,0.649006623,NA,0.927152318,NA,0.668874172,NA,0.437086093,NA,0.291390728,NA,1,0.0302
149,Cond341,0.9,0,0,0,5,80,1.5,0.6,CSMMA,0,0.3,0,0.1,0.034508436,-0.013287082,0.028578974,-0.000332349,-0.010233763,0.034508436,-0.022145137,0.028578974,-0.000332349,-0.102337627,0.118540025,0.059601948,0.115076573,0.070332414,0.437500191,0.276885313,0.494703506,0.09864546,1.252371528,6.340367265,1.406096259,6.033791118,0.92760181,0.972850679,0.92760181,0.968325792,1,NA,NA,0.963800905,NA,NA,NA,0.357466063,NA,NA,NA,1,0.0442
